"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,803.74k,247.3115u
,,803.76k,245.6093u
,,803.78k,243.9821u
,,803.8k,243.0705u
,,803.82k,241.0942u
,,803.84k,239.8832u
,,803.86k,241.0164u
,,803.88k,242.017u
,,803.9k,241.2074u
,,803.92k,239.2473u
,,803.94k,236.7654u
,,803.96k,234.4474u
,,803.98k,233.1701u
,,804k,232.8029u
,,804.02k,232.2111u
,,804.04k,230.6708u
,,804.06k,229.0943u
,,804.08k,228.7485u
,,804.1k,228.2064u
,,804.12k,227.0902u
,,804.14k,228.347u
,,804.16k,230.8875u
,,804.18k,231.0084u
,,804.2k,229.0813u
,,804.22k,226.9059u
,,804.24k,225.4067u
,,804.26k,222.3775u
,,804.28k,218.1698u
,,804.3k,218.4253u
,,804.32k,221.5639u
,,804.34k,222.4929u
,,804.36k,221.4157u
,,804.38k,219.5276u
,,804.4k,217.018u
,,804.42k,215.1783u
,,804.44k,214.7803u
,,804.46k,214.0208u
,,804.48k,212.9667u
,,804.5k,211.9125u
,,804.52k,209.0739u
,,804.54k,206.4484u
,,804.56k,206.3044u
,,804.58k,206.1777u
,,804.6k,205.2647u
,,804.62k,205.045u
,,804.64k,204.3233u
,,804.66k,202.3711u
,,804.68k,200.6907u
,,804.7k,199.6291u
,,804.72k,200.0816u
,,804.74k,201.1682u
,,804.76k,200.5991u
,,804.78k,199.9629u
,,804.8k,200.2369u
,,804.82k,199.2848u
,,804.84k,196.7062u
,,804.86k,193.9297u
,,804.88k,191.6246u
,,804.9k,190.7007u
,,804.92k,190.6991u
,,804.94k,190.5468u
,,804.96k,191.0552u
,,804.98k,191.5427u
,,805k,190.6116u
,,805.02k,189.2746u
,,805.04k,188.1646u
,,805.06k,186.3243u
,,805.08k,185.2889u
,,805.1k,185.858u
,,805.12k,185.9282u
,,805.14k,184.8478u
,,805.16k,183.423u
,,805.18k,183.3559u
,,805.2k,183.8336u
,,805.22k,183.2265u
,,805.24k,181.8854u
,,805.26k,178.5869u
,,805.28k,175.03u
,,805.3k,174.6893u
,,805.32k,176.415u
,,805.34k,177.6875u
,,805.36k,177.0697u
,,805.38k,175.1562u
,,805.4k,174.438u
,,805.42k,175.1237u
,,805.44k,174.4638u
,,805.46k,172.3173u
,,805.48k,170.878u
,,805.5k,170.3577u
,,805.52k,170.4492u
,,805.54k,169.7991u
,,805.56k,168.2179u
,,805.58k,168.0049u
,,805.6k,169.5712u
,,805.62k,170.5144u
,,805.64k,168.8331u
,,805.66k,165.3486u
,,805.68k,161.9218u
,,805.7k,160.0397u
,,805.72k,160.7782u
,,805.74k,162.9936u
,,805.76k,164.9566u
,,805.78k,165.6526u
,,805.8k,165.1983u
,,805.82k,164.5833u
,,805.84k,164.1563u
,,805.86k,164.0862u
,,805.88k,163.6428u
,,805.9k,162.3552u
,,805.92k,161.3317u
,,805.94k,160.6131u
,,805.96k,159.4969u
,,805.98k,158.2793u
,,806k,158.5073u
,,806.02k,159.9743u
,,806.04k,160.763u
,,806.06k,161.8058u
,,806.08k,163.152u
,,806.1k,162.5791u
,,806.12k,160.6479u
,,806.14k,157.4737u
,,806.16k,152.9549u
,,806.18k,150.3052u
,,806.2k,150.2262u
,,806.22k,149.7778u
,,806.24k,148.8105u
,,806.26k,149.4243u
,,806.28k,152.6536u
,,806.3k,155.3894u
,,806.32k,154.5181u
,,806.34k,154.1554u
,,806.36k,156.4038u
,,806.38k,158.053u
,,806.4k,158.4701u
,,806.42k,157.0226u
,,806.44k,154.1875u
,,806.46k,152.7946u
,,806.48k,152.223u
,,806.5k,150.7351u
,,806.52k,149.6926u
,,806.54k,151.1531u
,,806.56k,153.002u
,,806.58k,152.9956u
,,806.6k,151.9126u
,,806.62k,150.8834u
,,806.64k,150.8431u
,,806.66k,151.126u
,,806.68k,152.0007u
,,806.7k,152.2032u
,,806.72k,150.0855u
,,806.74k,148.7672u
,,806.76k,148.898u
,,806.78k,148.5916u
,,806.8k,149.2357u
,,806.82k,151.3414u
,,806.84k,151.3077u
,,806.86k,148.6447u
,,806.88k,146.7131u
,,806.9k,146.7145u
,,806.92k,148.5534u
,,806.94k,150.1341u
,,806.96k,149.8543u
,,806.98k,148.3528u
,,807k,147.3163u
,,807.02k,147.932u
,,807.04k,148.2849u
,,807.06k,147.2533u
,,807.08k,146.3421u
,,807.1k,147.0126u
,,807.12k,148.3644u
,,807.14k,149.1865u
,,807.16k,150.2518u
,,807.18k,151.8023u
,,807.2k,153.7562u
,,807.22k,154.9703u
,,807.24k,153.2289u
,,807.26k,148.8649u
,,807.28k,146.5187u
,,807.3k,148.3233u
,,807.32k,150.827u
,,807.34k,152.0717u
,,807.36k,152.0248u
,,807.38k,151.0201u
,,807.4k,151.2041u
,,807.42k,153.2367u
,,807.44k,154.2212u
,,807.46k,152.726u
,,807.48k,151.3205u
,,807.5k,152.1412u
,,807.52k,155.2307u
,,807.54k,158.0407u
,,807.56k,158.7595u
,,807.58k,159.9418u
,,807.6k,161.2298u
,,807.62k,159.316u
,,807.64k,156.444u
,,807.66k,156.0527u
,,807.68k,156.3247u
,,807.7k,155.6992u
,,807.72k,157.1181u
,,807.74k,161.9717u
,,807.76k,165.957u
,,807.78k,166.2392u
,,807.8k,164.4983u
,,807.82k,163.3564u
,,807.84k,163.9485u
,,807.86k,164.1405u
,,807.88k,164.0223u
,,807.9k,165.4232u
,,807.92k,166.469u
,,807.94k,166.2214u
,,807.96k,165.9927u
,,807.98k,165.9663u
,,808k,166.366u
,,808.02k,168.1713u
,,808.04k,170.2151u
,,808.06k,170.6958u
,,808.08k,170.7402u
,,808.1k,171.2126u
,,808.12k,171.8651u
,,808.14k,172.82u
,,808.16k,173.7976u
,,808.18k,174.6118u
,,808.2k,174.4782u
,,808.22k,173.8642u
,,808.24k,174.4643u
,,808.26k,175.4644u
,,808.28k,176.176u
,,808.3k,177.2935u
,,808.32k,180.16u
,,808.34k,184.192u
,,808.36k,185.4154u
,,808.38k,183.744u
,,808.4k,183.0675u
,,808.42k,184.3359u
,,808.44k,185.8064u
,,808.46k,186.9489u
,,808.48k,188.7143u
,,808.5k,190.2616u
,,808.52k,189.345u
,,808.54k,186.8247u
,,808.56k,185.4938u
,,808.58k,187.6923u
,,808.6k,191.8645u
,,808.62k,193.347u
,,808.64k,194.1192u
,,808.66k,196.4027u
,,808.68k,195.7847u
,,808.7k,193.7262u
,,808.72k,195.1165u
,,808.74k,198.6133u
,,808.76k,202.7514u
,,808.78k,207.1995u
,,808.8k,210.0749u
,,808.82k,209.9047u
,,808.84k,207.6409u
,,808.86k,206.4364u
,,808.88k,208.2329u
,,808.9k,211.5907u
,,808.92k,213.635u
,,808.94k,214.8753u
,,808.96k,217.6037u
,,808.98k,220.4884u
,,809k,221.2032u
,,809.02k,221.5335u
,,809.04k,223.764u
,,809.06k,226.4535u
,,809.08k,228.2824u
,,809.1k,229.8753u
,,809.12k,231.3426u
,,809.14k,231.6937u
,,809.16k,231.7565u
,,809.18k,233.4538u
,,809.2k,236.3035u
,,809.22k,238.0092u
,,809.24k,238.8503u
,,809.26k,240.9267u
,,809.28k,243.8241u
,,809.3k,246.905u
,,809.32k,250.6849u
,,809.34k,253.4032u
,,809.36k,253.0642u
,,809.38k,253.1772u
,,809.4k,256.6428u
,,809.42k,261.5103u
,,809.44k,264.8747u
,,809.46k,264.73u
,,809.48k,263.4731u
,,809.5k,263.9797u
,,809.52k,265.868u
,,809.54k,268.7486u
,,809.56k,272.3576u
,,809.58k,276.7574u
,,809.6k,281.8826u
,,809.62k,286.1782u
,,809.64k,288.323u
,,809.66k,288.9115u
,,809.68k,289.9091u
,,809.7k,292.1231u
,,809.72k,294.6057u
,,809.74k,296.1272u
,,809.76k,297.171u
,,809.78k,300.5728u
,,809.8k,306.4226u
,,809.82k,311.2286u
,,809.84k,313.7473u
,,809.86k,315.2292u
,,809.88k,317.4257u
,,809.9k,322.437u
,,809.92k,328.7459u
,,809.94k,332.55u
,,809.96k,334.1176u
,,809.98k,335.5534u
,,810k,337.4387u
,,810.02k,339.9461u
,,810.04k,343.7572u
,,810.06k,348.9126u
,,810.08k,354.2928u
,,810.1k,359.4667u
,,810.12k,363.2669u
,,810.14k,364.7184u
,,810.16k,366.2301u
,,810.18k,370.0785u
,,810.2k,375.1302u
,,810.22k,378.9425u
,,810.24k,382.4637u
,,810.26k,389.267u
,,810.28k,397.3304u
,,810.3k,402.6714u
,,810.32k,405.8765u
,,810.34k,407.1173u
,,810.36k,408.7411u
,,810.38k,414.3033u
,,810.4k,421.9175u
,,810.42k,429.3896u
,,810.44k,436.677u
,,810.46k,442.2499u
,,810.48k,446.567u
,,810.5k,453.7657u
,,810.52k,463.5593u
,,810.54k,472.175u
,,810.56k,478.5341u
,,810.58k,483.4076u
,,810.6k,488.8288u
,,810.62k,494.783u
,,810.64k,499.8486u
,,810.66k,506.4822u
,,810.68k,515.479u
,,810.7k,522.7274u
,,810.72k,528.2659u
,,810.74k,535.4095u
,,810.76k,543.5121u
,,810.78k,551.8485u
,,810.8k,560.8824u
,,810.82k,569.1825u
,,810.84k,577.8601u
,,810.86k,588.7604u
,,810.88k,600.1872u
,,810.9k,609.8981u
,,810.92k,617.7642u
,,810.94k,627.6289u
,,810.96k,640.931u
,,810.98k,654.5723u
,,811k,666.8584u
,,811.02k,677.0494u
,,811.04k,687.0714u
,,811.06k,699.5156u
,,811.08k,713.2543u
,,811.1k,727.9205u
,,811.12k,742.6426u
,,811.14k,755.8074u
,,811.16k,769.6521u
,,811.18k,785.7764u
,,811.2k,802.5835u
,,811.22k,819.343u
,,811.24k,837.8792u
,,811.26k,857.5531u
,,811.28k,875.9839u
,,811.3k,893.8586u
,,811.32k,911.1455u
,,811.34k,928.2429u
,,811.36k,947.9246u
,,811.38k,972.4537u
,,811.4k,998.925u
,,811.42k,1.022596m
,,811.44k,1.045513m
,,811.46k,1.069852m
,,811.48k,1.096153m
,,811.5k,1.125303m
,,811.52k,1.155357m
,,811.54k,1.186482m
,,811.56k,1.218559m
,,811.58k,1.249219m
,,811.6k,1.279471m
,,811.62k,1.311869m
,,811.64k,1.347577m
,,811.66k,1.384954m
,,811.68k,1.419745m
,,811.7k,1.451425m
,,811.72k,1.48376m
,,811.74k,1.518883m
,,811.76k,1.555384m
,,811.78k,1.588051m
,,811.8k,1.616099m
,,811.82k,1.645239m
,,811.84k,1.675986m
,,811.86k,1.703611m
,,811.88k,1.724685m
,,811.9k,1.738975m
,,811.92k,1.749405m
,,811.94k,1.75791m
,,811.96k,1.762056m
,,811.98k,1.75891m
,,812k,1.749756m
,,812.02k,1.737787m
,,812.04k,1.724622m
,,812.06k,1.708567m
,,812.08k,1.685669m
,,812.1k,1.656473m
,,812.12k,1.624856m
,,812.14k,1.594324m
,,812.16k,1.564903m
,,812.18k,1.530611m
,,812.2k,1.491004m
,,812.22k,1.451404m
,,812.24k,1.414326m
,,812.26k,1.381662m
,,812.28k,1.349203m
,,812.3k,1.311914m
,,812.32k,1.27341m
,,812.34k,1.235105m
,,812.36k,1.195174m
,,812.38k,1.156324m
,,812.4k,1.122103m
,,812.42k,1.094347m
,,812.44k,1.070476m
,,812.46k,1.043543m
,,812.48k,1.013061m
,,812.5k,984.2293u
,,812.52k,959.2796u
,,812.54k,937.5608u
,,812.56k,915.5918u
,,812.58k,893.4721u
,,812.6k,874.4092u
,,812.62k,853.9649u
,,812.64k,828.422u
,,812.66k,802.1572u
,,812.68k,781.1076u
,,812.7k,766.6451u
,,812.72k,753.915u
,,812.74k,738.1254u
,,812.76k,720.6659u
,,812.78k,705.079u
,,812.8k,691.6539u
,,812.82k,678.4106u
,,812.84k,665.1101u
,,812.86k,653.3265u
,,812.88k,641.4557u
,,812.9k,627.6912u
,,812.92k,612.9042u
,,812.94k,599.5125u
,,812.96k,589.4253u
,,812.98k,578.9138u
,,813k,566.4048u
,,813.02k,555.9401u
,,813.04k,547.834u
,,813.06k,539.0512u
,,813.08k,526.3104u
,,813.1k,511.2648u
,,813.12k,500.4308u
,,813.14k,494.1619u
,,813.16k,487.3803u
,,813.18k,478.1102u
,,813.2k,468.628u
,,813.22k,460.9225u
,,813.24k,454.0198u
,,813.26k,447.0883u
,,813.28k,440.6952u
,,813.3k,434.4692u
,,813.32k,428.1691u
,,813.34k,421.9943u
,,813.36k,414.3836u
,,813.38k,406.2358u
,,813.4k,399.5743u
,,813.42k,391.874u
,,813.44k,384.0071u
,,813.46k,379.6664u
,,813.48k,376.66u
,,813.5k,371.1171u
,,813.52k,364.1988u
,,813.54k,358.9041u
,,813.56k,354.3144u
,,813.58k,349.5623u
,,813.6k,345.0043u
,,813.62k,339.4731u
,,813.64k,333.1401u
,,813.66k,328.4837u
,,813.68k,327.1035u
,,813.7k,325.405u
,,813.72k,319.4322u
,,813.74k,311.1136u
,,813.76k,304.0488u
,,813.78k,298.8186u
,,813.8k,294.8784u
,,813.82k,291.9615u
,,813.84k,288.4891u
,,813.86k,283.7368u
,,813.88k,277.098u
,,813.9k,269.9142u
,,813.92k,266.3677u
,,813.94k,265.157u
,,813.96k,262.0725u
,,813.98k,257.9453u
,,814k,254.6105u
,,814.02k,251.7619u
,,814.04k,248.398u
,,814.06k,244.2424u
,,814.08k,240.481u
,,814.1k,238.4604u
,,814.12k,236.5633u
,,814.14k,233.2018u
,,814.16k,230.2213u
,,814.18k,227.2131u
,,814.2k,224.6162u
,,814.22k,224.1829u
,,814.24k,223.5415u
,,814.26k,219.3918u
,,814.28k,213.1851u
,,814.3k,209.8427u
,,814.32k,208.9396u
,,814.34k,207.793u
,,814.36k,205.5744u
,,814.38k,201.3194u
,,814.4k,197.458u
,,814.42k,196.0389u
,,814.44k,195.098u
,,814.46k,193.4759u
,,814.48k,191.3869u
,,814.5k,188.7725u
,,814.52k,186.1173u
,,814.54k,184.0192u
,,814.56k,180.8638u
,,814.58k,175.3583u
,,814.6k,170.262u
,,814.62k,168.5632u
,,814.64k,168.9755u
,,814.66k,168.5473u
,,814.68k,165.8509u
,,814.7k,162.8445u
,,814.72k,162.3563u
,,814.74k,162.978u
,,814.76k,161.4283u
,,814.78k,156.7471u
,,814.8k,151.7081u
,,814.82k,150.3125u
,,814.84k,150.999u
,,814.86k,150.3773u
,,814.88k,149.1022u
,,814.9k,146.688u
,,814.92k,143.9708u
,,814.94k,142.645u
,,814.96k,141.046u
,,814.98k,139.3873u
,,815k,138.1782u
,,815.02k,135.9817u
,,815.04k,133.2241u
,,815.06k,132.3302u
,,815.08k,131.5673u
,,815.1k,127.6457u
,,815.12k,123.606u
,,815.14k,121.9271u
,,815.16k,120.8089u
,,815.18k,119.3714u
,,815.2k,117.9001u
,,815.22k,116.3082u
,,815.24k,115.4346u
,,815.26k,116.4066u
,,815.28k,117.304u
,,815.3k,116.3214u
,,815.32k,113.3573u
,,815.34k,108.8941u
,,815.36k,106.1079u
,,815.38k,105.5986u
,,815.4k,104.5439u
,,815.42k,103.5264u
,,815.44k,104.5759u
,,815.46k,104.8673u
,,815.48k,102.0348u
,,815.5k,99.25645u
,,815.52k,97.96411u
,,815.54k,97.04972u
,,815.56k,95.64912u
,,815.58k,92.6412u
,,815.6k,90.13954u
,,815.62k,90.65432u
,,815.64k,91.75929u
,,815.66k,90.26646u
,,815.68k,87.6115u
,,815.7k,86.85511u
,,815.72k,85.90086u
,,815.74k,82.39981u
,,815.76k,79.57825u
,,815.78k,79.16867u
,,815.8k,79.90852u
,,815.82k,80.51926u
,,815.84k,80.37489u
,,815.86k,78.29345u
,,815.88k,75.2026u
,,815.9k,73.76791u
,,815.92k,72.87867u
,,815.94k,71.99918u
,,815.96k,72.27227u
,,815.98k,72.89314u
,,816k,71.96998u
,,816.02k,68.59753u
,,816.04k,65.7557u
,,816.06k,65.74576u
,,816.08k,66.27781u
,,816.1k,65.67888u
,,816.12k,64.39927u
,,816.14k,62.67411u
,,816.16k,60.2436u
,,816.18k,57.80133u
,,816.2k,56.83958u
,,816.22k,57.98387u
,,816.24k,59.98541u
,,816.26k,60.59828u
,,816.28k,59.16815u
,,816.3k,56.66006u
,,816.32k,53.4492u
,,816.34k,51.15842u
,,816.36k,50.61181u
,,816.38k,49.02038u
,,816.4k,46.99055u
,,816.42k,46.37181u
,,816.44k,45.60031u
,,816.46k,44.42506u
,,816.48k,43.29317u
,,816.5k,42.50607u
,,816.52k,41.90981u
,,816.54k,41.04391u
,,816.56k,40.39058u
,,816.58k,40.27554u
,,816.6k,40.37041u
,,816.62k,40.20742u
,,816.64k,39.77542u
,,816.66k,38.48522u
,,816.68k,36.4979u
,,816.7k,36.39792u
,,816.72k,37.69692u
,,816.74k,37.4474u
,,816.76k,37.80201u
,,816.78k,39.26426u
,,816.8k,37.93517u
,,816.82k,33.61892u
,,816.84k,31.7914u
,,816.86k,34.87051u
,,816.88k,35.55391u
,,816.9k,31.42387u
,,816.92k,28.47877u
,,816.94k,27.99536u
,,816.96k,27.27904u
,,816.98k,27.1858u
,,817k,27.41011u
,,817.02k,25.91295u
,,817.04k,24.48435u
,,817.06k,24.13629u
,,817.08k,24.37891u
,,817.1k,24.55149u
,,817.12k,24.07528u
,,817.14k,24.13958u
,,817.16k,23.40691u
,,817.18k,20.73324u
,,817.2k,18.92024u
,,817.22k,19.51264u
,,817.24k,20.50236u
,,817.26k,21.34121u
,,817.28k,20.56184u
,,817.3k,18.74713u
,,817.32k,17.4849u
,,817.34k,16.60358u
,,817.36k,18.09686u
,,817.38k,19.20897u
,,817.4k,17.12008u
,,817.42k,14.58271u
,,817.44k,14.03789u
,,817.46k,14.05336u
,,817.48k,13.88104u
,,817.5k,14.85433u
,,817.52k,15.99306u
,,817.54k,15.24564u
,,817.56k,12.52633u
,,817.58k,11.66123u
,,817.6k,12.14147u
,,817.62k,12.64393u
,,817.64k,12.7983u
,,817.66k,12.21987u
,,817.68k,11.70973u
,,817.7k,11.22274u
,,817.72k,11.58972u
,,817.74k,14.38704u
,,817.76k,16.93896u
,,817.78k,17.03293u
,,817.8k,16.87941u
,,817.82k,17.30572u
,,817.84k,17.81489u
,,817.86k,17.3395u
,,817.88k,16.44438u
,,817.9k,16.53951u
,,817.92k,17.09857u
,,817.94k,17.06216u
,,817.96k,16.20445u
,,817.98k,15.37363u
,,818k,15.14274u
,,818.02k,14.85533u
,,818.04k,15.35477u
,,818.06k,16.97339u
,,818.08k,18.31531u
,,818.1k,19.39408u
,,818.12k,20.39665u
,,818.14k,20.62689u
,,818.16k,20.04851u
,,818.18k,18.4226u
,,818.2k,16.61736u
,,818.22k,17.25638u
,,818.24k,19.36232u
,,818.26k,21.03747u
,,818.28k,21.80342u
,,818.3k,21.05431u
,,818.32k,19.85951u
,,818.34k,20.68347u
,,818.36k,22.92695u
,,818.38k,25.57892u
,,818.4k,27.82913u
,,818.42k,28.42153u
,,818.44k,27.30898u
,,818.46k,25.0887u
,,818.48k,23.81112u
,,818.5k,23.90443u
,,818.52k,24.06703u
,,818.54k,24.2626u
,,818.56k,24.69182u
,,818.58k,24.79492u
,,818.6k,24.50811u
,,818.62k,24.09796u
,,818.64k,25.36315u
,,818.66k,28.08502u
,,818.68k,28.91775u
,,818.7k,28.42632u
,,818.72k,28.01864u
,,818.74k,28.41162u
,,818.76k,30.72335u
,,818.78k,33.31165u
,,818.8k,34.57298u
,,818.82k,34.97821u
,,818.84k,34.77466u
,,818.86k,33.99705u
,,818.88k,32.3742u
,,818.9k,30.90598u
,,818.92k,31.11624u
,,818.94k,33.51991u
,,818.96k,36.71756u
,,818.98k,36.86017u
,,819k,33.83846u
,,819.02k,33.22884u
,,819.04k,36.24559u
,,819.06k,38.67264u
,,819.08k,38.35558u
,,819.1k,37.27319u
,,819.12k,36.1025u
,,819.14k,34.00015u
,,819.16k,32.26358u
,,819.18k,33.09407u
,,819.2k,35.18402u
,,819.22k,37.34659u
,,819.24k,41.2236u
,,819.26k,44.93756u
,,819.28k,45.46118u
,,819.3k,44.00478u
,,819.32k,42.02912u
,,819.34k,40.84452u
,,819.36k,40.88984u
,,819.38k,41.09035u
,,819.4k,42.15387u
,,819.42k,42.8768u
,,819.44k,41.44995u
,,819.46k,41.26505u
,,819.48k,42.18878u
,,819.5k,40.57772u
,,819.52k,39.82116u
,,819.54k,43.08557u
,,819.56k,47.08879u
,,819.58k,48.78464u
,,819.6k,47.47814u
,,819.62k,45.67369u
,,819.64k,45.72618u
,,819.66k,45.69564u
,,819.68k,45.3315u
,,819.7k,47.50884u
,,819.72k,50.90046u
,,819.74k,51.74759u
,,819.76k,51.16043u
,,819.78k,51.51468u
,,819.8k,51.54977u
,,819.82k,51.58165u
,,819.84k,52.42626u
,,819.86k,51.6944u
,,819.88k,49.02194u
,,819.9k,48.23394u
,,819.92k,50.50178u
,,819.94k,52.75288u
,,819.96k,52.59422u
,,819.98k,48.77337u
,,820k,45.59404u
,,820.02k,47.29577u
,,820.04k,50.40948u
,,820.06k,51.81755u
,,820.08k,51.32013u
,,820.1k,51.16271u
,,820.12k,52.39104u
,,820.14k,53.56088u
,,820.16k,54.58517u
,,820.18k,56.2549u
,,820.2k,58.22619u
,,820.22k,58.02194u
,,820.24k,53.72123u
,,820.26k,49.73362u
,,820.28k,51.35118u
,,820.3k,56.53415u
,,820.32k,60.85219u
,,820.34k,61.93826u
,,820.36k,61.37827u
,,820.38k,60.84834u
,,820.4k,58.33179u
,,820.42k,55.37127u
,,820.44k,55.73436u
,,820.46k,57.58418u
,,820.48k,58.15765u
,,820.5k,59.24752u
,,820.52k,61.48989u
,,820.54k,62.7991u
,,820.56k,62.78668u
,,820.58k,62.76872u
,,820.6k,64.02935u
,,820.62k,65.71771u
,,820.64k,67.52941u
,,820.66k,68.2036u
,,820.68k,66.31148u
,,820.7k,64.46633u
,,820.72k,64.91124u
,,820.74k,65.69082u
,,820.76k,65.92728u
,,820.78k,67.09123u
,,820.8k,68.93119u
,,820.82k,70.85621u
,,820.84k,71.6683u
,,820.86k,70.25107u
,,820.88k,69.24232u
,,820.9k,69.9253u
,,820.92k,69.86047u
,,820.94k,68.62122u
,,820.96k,68.58861u
,,820.98k,70.75738u
,,821k,72.02693u
,,821.02k,71.42132u
,,821.04k,71.6167u
,,821.06k,72.79877u
,,821.08k,72.26347u
,,821.1k,70.03286u
,,821.12k,70.36528u
,,821.14k,72.68617u
,,821.16k,72.74438u
,,821.18k,72.14612u
,,821.2k,74.25965u
,,821.22k,75.63827u
,,821.24k,73.33261u
,,821.26k,71.66986u
,,821.28k,73.28774u
,,821.3k,74.99978u
,,821.32k,74.91587u
,,821.34k,75.27785u
,,821.36k,75.60678u
,,821.38k,73.98446u
,,821.4k,73.75333u
,,821.42k,76.16003u
,,821.44k,78.7669u
,,821.46k,80.66882u
,,821.48k,81.02141u
,,821.5k,79.19536u
,,821.52k,77.41834u
