"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,802.58k,144.222u
,,802.6k,143.5127u
,,802.62k,142.3675u
,,802.64k,142.3901u
,,802.66k,143.4416u
,,802.68k,143.2037u
,,802.7k,142.1806u
,,802.72k,141.8839u
,,802.74k,142.6824u
,,802.76k,142.9355u
,,802.78k,143.3162u
,,802.8k,144.3356u
,,802.82k,144.6568u
,,802.84k,143.9322u
,,802.86k,140.6919u
,,802.88k,137.5953u
,,802.9k,137.8946u
,,802.92k,138.3649u
,,802.94k,137.4623u
,,802.96k,137.3535u
,,802.98k,138.4608u
,,803k,140.1554u
,,803.02k,142.2703u
,,803.04k,143.3623u
,,803.06k,142.9511u
,,803.08k,142.0643u
,,803.1k,140.8914u
,,803.12k,138.8905u
,,803.14k,136.1917u
,,803.16k,134.6111u
,,803.18k,136.4505u
,,803.2k,141.3045u
,,803.22k,144.3603u
,,803.24k,143.1798u
,,803.26k,139.6235u
,,803.28k,135.6597u
,,803.3k,134.4588u
,,803.32k,137.0099u
,,803.34k,139.1402u
,,803.36k,138.2696u
,,803.38k,135.7351u
,,803.4k,132.9401u
,,803.42k,131.48u
,,803.44k,131.736u
,,803.46k,132.8118u
,,803.48k,133.5648u
,,803.5k,132.8099u
,,803.52k,131.806u
,,803.54k,131.9275u
,,803.56k,133.363u
,,803.58k,136.4347u
,,803.6k,137.5397u
,,803.62k,134.8189u
,,803.64k,132.8821u
,,803.66k,133.0946u
,,803.68k,133.3999u
,,803.7k,132.1529u
,,803.72k,129.356u
,,803.74k,128.9347u
,,803.76k,130.1833u
,,803.78k,129.1249u
,,803.8k,127.8725u
,,803.82k,127.595u
,,803.84k,127.4924u
,,803.86k,128.1635u
,,803.88k,128.9044u
,,803.9k,129.5536u
,,803.92k,129.6947u
,,803.94k,128.6734u
,,803.96k,128.2138u
,,803.98k,128.5048u
,,804k,126.9886u
,,804.02k,124.6024u
,,804.04k,123.5177u
,,804.06k,123.2369u
,,804.08k,123.5404u
,,804.1k,124.2927u
,,804.12k,125.9404u
,,804.14k,128.0259u
,,804.16k,127.8935u
,,804.18k,125.9759u
,,804.2k,124.392u
,,804.22k,123.9065u
,,804.24k,124.0458u
,,804.26k,123.2875u
,,804.28k,122.8597u
,,804.3k,122.5791u
,,804.32k,121.0743u
,,804.34k,119.4427u
,,804.36k,117.3342u
,,804.38k,116.0009u
,,804.4k,115.9776u
,,804.42k,114.2255u
,,804.44k,112.8903u
,,804.46k,114.185u
,,804.48k,115.4941u
,,804.5k,115.7142u
,,804.52k,115.2715u
,,804.54k,115.1525u
,,804.56k,115.329u
,,804.58k,115.2623u
,,804.6k,115.2246u
,,804.62k,114.6144u
,,804.64k,113.4876u
,,804.66k,113.414u
,,804.68k,113.3772u
,,804.7k,110.2371u
,,804.72k,106.4212u
,,804.74k,106.679u
,,804.76k,109.4125u
,,804.78k,110.3601u
,,804.8k,109.4546u
,,804.82k,109.2069u
,,804.84k,108.7884u
,,804.86k,106.2745u
,,804.88k,104.3083u
,,804.9k,105.167u
,,804.92k,106.9099u
,,804.94k,107.1111u
,,804.96k,105.6511u
,,804.98k,104.4936u
,,805k,104.5302u
,,805.02k,104.8457u
,,805.04k,104.3111u
,,805.06k,102.5134u
,,805.08k,100.8367u
,,805.1k,100.1739u
,,805.12k,99.46971u
,,805.14k,98.63309u
,,805.16k,98.62611u
,,805.18k,99.1898u
,,805.2k,98.67152u
,,805.22k,96.97109u
,,805.24k,95.90072u
,,805.26k,96.27484u
,,805.28k,96.43349u
,,805.3k,95.51098u
,,805.32k,94.49286u
,,805.34k,93.42471u
,,805.36k,92.19919u
,,805.38k,91.45786u
,,805.4k,91.57939u
,,805.42k,91.19822u
,,805.44k,90.62448u
,,805.46k,90.93162u
,,805.48k,90.59643u
,,805.5k,89.58527u
,,805.52k,87.60466u
,,805.54k,84.75443u
,,805.56k,84.13961u
,,805.58k,85.87339u
,,805.6k,87.46931u
,,805.62k,87.68866u
,,805.64k,87.06974u
,,805.66k,85.54634u
,,805.68k,83.17837u
,,805.7k,82.46828u
,,805.72k,83.74736u
,,805.74k,84.76284u
,,805.76k,83.77721u
,,805.78k,81.55131u
,,805.8k,79.36333u
,,805.82k,77.55648u
,,805.84k,77.22072u
,,805.86k,77.65466u
,,805.88k,77.15364u
,,805.9k,75.97931u
,,805.92k,76.28817u
,,805.94k,77.31647u
,,805.96k,75.95123u
,,805.98k,73.9455u
,,806k,73.1685u
,,806.02k,72.51643u
,,806.04k,71.44409u
,,806.06k,71.00691u
,,806.08k,71.23886u
,,806.1k,71.25446u
,,806.12k,71.54234u
,,806.14k,72.08551u
,,806.16k,72.08393u
,,806.18k,71.17072u
,,806.2k,69.55185u
,,806.22k,68.09491u
,,806.24k,67.68691u
,,806.26k,66.78634u
,,806.28k,64.15249u
,,806.3k,62.33939u
,,806.32k,61.46725u
,,806.34k,61.19245u
,,806.36k,61.80373u
,,806.38k,62.26212u
,,806.4k,62.67003u
,,806.42k,62.47137u
,,806.44k,60.40063u
,,806.46k,57.75281u
,,806.48k,56.72448u
,,806.5k,56.07095u
,,806.52k,54.36142u
,,806.54k,53.96883u
,,806.56k,54.77925u
,,806.58k,54.19666u
,,806.6k,53.00483u
,,806.62k,53.43531u
,,806.64k,54.83803u
,,806.66k,55.90334u
,,806.68k,55.19327u
,,806.7k,51.70684u
,,806.72k,49.05908u
,,806.74k,49.98154u
,,806.76k,52.3745u
,,806.78k,52.98162u
,,806.8k,51.7791u
,,806.82k,51.48497u
,,806.84k,51.16713u
,,806.86k,49.58343u
,,806.88k,48.60768u
,,806.9k,48.50229u
,,806.92k,49.11805u
,,806.94k,50.13203u
,,806.96k,50.69069u
,,806.98k,50.991u
,,807k,51.39354u
,,807.02k,51.1301u
,,807.04k,49.64163u
,,807.06k,48.00623u
,,807.08k,48.57789u
,,807.1k,50.33092u
,,807.12k,50.24103u
,,807.14k,49.88253u
,,807.16k,50.31588u
,,807.18k,49.35117u
,,807.2k,47.00664u
,,807.22k,45.13548u
,,807.24k,43.55718u
,,807.26k,42.45981u
,,807.28k,43.79973u
,,807.3k,46.82526u
,,807.32k,47.56813u
,,807.34k,45.37573u
,,807.36k,43.70869u
,,807.38k,43.62783u
,,807.4k,43.20592u
,,807.42k,42.50054u
,,807.44k,42.14279u
,,807.46k,40.97569u
,,807.48k,40.65272u
,,807.5k,42.26307u
,,807.52k,42.92224u
,,807.54k,42.21231u
,,807.56k,42.01837u
,,807.58k,42.89295u
,,807.6k,43.56358u
,,807.62k,42.20309u
,,807.64k,40.66052u
,,807.66k,40.95958u
,,807.68k,40.99729u
,,807.7k,40.49036u
,,807.72k,40.15402u
,,807.74k,39.29025u
,,807.76k,37.94916u
,,807.78k,37.79468u
,,807.8k,39.64439u
,,807.82k,41.10646u
,,807.84k,40.94435u
,,807.86k,40.89939u
,,807.88k,41.84704u
,,807.9k,42.46189u
,,807.92k,41.78345u
,,807.94k,41.83499u
,,807.96k,42.70202u
,,807.98k,41.90702u
,,808k,41.37834u
,,808.02k,43.19823u
,,808.04k,45.12026u
,,808.06k,45.55u
,,808.08k,44.57982u
,,808.1k,43.73972u
,,808.12k,44.3967u
,,808.14k,45.74453u
,,808.16k,45.25258u
,,808.18k,43.54823u
,,808.2k,43.936u
,,808.22k,45.64543u
,,808.24k,46.80527u
,,808.26k,46.77807u
,,808.28k,46.20389u
,,808.3k,45.84321u
,,808.32k,44.94305u
,,808.34k,44.67078u
,,808.36k,45.98928u
,,808.38k,47.03887u
,,808.4k,46.14179u
,,808.42k,45.41269u
,,808.44k,46.16134u
,,808.46k,46.41243u
,,808.48k,44.91402u
,,808.5k,42.03589u
,,808.52k,40.43287u
,,808.54k,41.45136u
,,808.56k,42.82929u
,,808.58k,43.00025u
,,808.6k,43.52276u
,,808.62k,44.81747u
,,808.64k,44.65797u
,,808.66k,43.48925u
,,808.68k,44.10728u
,,808.7k,45.89725u
,,808.72k,46.73501u
,,808.74k,46.59965u
,,808.76k,46.90326u
,,808.78k,48.34468u
,,808.8k,49.25424u
,,808.82k,48.60253u
,,808.84k,47.57333u
,,808.86k,47.2809u
,,808.88k,46.90884u
,,808.9k,46.00925u
,,808.92k,44.87966u
,,808.94k,45.36948u
,,808.96k,48.83984u
,,808.98k,50.98024u
,,809k,48.94054u
,,809.02k,47.02254u
,,809.04k,47.83094u
,,809.06k,48.95268u
,,809.08k,47.97942u
,,809.1k,46.59036u
,,809.12k,46.49119u
,,809.14k,46.54693u
,,809.16k,46.31076u
,,809.18k,46.55764u
,,809.2k,47.02358u
,,809.22k,47.51711u
,,809.24k,49.23867u
,,809.26k,51.26955u
,,809.28k,51.84616u
,,809.3k,49.20816u
,,809.32k,43.83699u
,,809.34k,41.04206u
,,809.36k,42.27201u
,,809.38k,44.35888u
,,809.4k,46.97561u
,,809.42k,49.98007u
,,809.44k,52.72496u
,,809.46k,54.31308u
,,809.48k,52.24009u
,,809.5k,48.43289u
,,809.52k,46.41414u
,,809.54k,45.15189u
,,809.56k,44.36692u
,,809.58k,45.40191u
,,809.6k,46.77255u
,,809.62k,46.2567u
,,809.64k,45.40572u
,,809.66k,47.02579u
,,809.68k,50.39235u
,,809.7k,52.20417u
,,809.72k,52.10635u
,,809.74k,51.69607u
,,809.76k,49.99791u
,,809.78k,46.61928u
,,809.8k,44.45899u
,,809.82k,43.77416u
,,809.84k,43.33551u
,,809.86k,43.9357u
,,809.88k,45.62538u
,,809.9k,46.71502u
,,809.92k,46.34672u
,,809.94k,45.40939u
,,809.96k,44.69069u
,,809.98k,45.54263u
,,810k,46.57175u
,,810.02k,45.85177u
,,810.04k,45.88759u
,,810.06k,47.10274u
,,810.08k,47.87879u
,,810.1k,47.75526u
,,810.12k,46.37423u
,,810.14k,45.7355u
,,810.16k,46.9799u
,,810.18k,48.03201u
,,810.2k,47.81859u
,,810.22k,46.85566u
,,810.24k,46.61321u
,,810.26k,48.22168u
,,810.28k,50.84002u
,,810.3k,51.96426u
,,810.32k,50.80997u
,,810.34k,49.52857u
,,810.36k,50.53093u
,,810.38k,51.24652u
,,810.4k,48.83973u
,,810.42k,46.30057u
,,810.44k,45.8711u
,,810.46k,46.9761u
,,810.48k,48.1516u
,,810.5k,46.93954u
,,810.52k,43.93174u
,,810.54k,41.63169u
,,810.56k,41.75838u
,,810.58k,43.46245u
,,810.6k,44.43057u
,,810.62k,44.72861u
,,810.64k,45.49215u
,,810.66k,45.56121u
,,810.68k,44.45182u
,,810.7k,45.24054u
,,810.72k,47.59056u
,,810.74k,47.84914u
,,810.76k,47.65337u
,,810.78k,48.82754u
,,810.8k,48.93914u
,,810.82k,47.39756u
,,810.84k,45.93613u
,,810.86k,45.49421u
,,810.88k,46.43398u
,,810.9k,47.4751u
,,810.92k,46.9254u
,,810.94k,45.35399u
,,810.96k,43.99492u
,,810.98k,43.6144u
,,811k,44.85461u
,,811.02k,45.92822u
,,811.04k,45.61294u
,,811.06k,45.05079u
,,811.08k,44.68091u
,,811.1k,43.65003u
,,811.12k,42.55307u
,,811.14k,42.18769u
,,811.16k,43.34491u
,,811.18k,44.69006u
,,811.2k,44.38074u
,,811.22k,43.02202u
,,811.24k,41.54804u
,,811.26k,40.40905u
,,811.28k,40.52729u
,,811.3k,41.29032u
,,811.32k,41.8064u
,,811.34k,43.16907u
,,811.36k,44.92691u
,,811.38k,45.4561u
,,811.4k,43.39328u
,,811.42k,41.9219u
,,811.44k,44.16937u
,,811.46k,45.81251u
,,811.48k,45.88774u
,,811.5k,46.45781u
,,811.52k,46.08658u
,,811.54k,43.94341u
,,811.56k,43.29603u
,,811.58k,45.78734u
,,811.6k,46.98143u
,,811.62k,45.9302u
,,811.64k,46.22576u
,,811.66k,46.88413u
,,811.68k,46.76987u
,,811.7k,46.29671u
,,811.72k,45.45638u
,,811.74k,45.5588u
,,811.76k,45.46188u
,,811.78k,43.93824u
,,811.8k,42.26996u
,,811.82k,41.87512u
,,811.84k,43.82135u
,,811.86k,46.53485u
,,811.88k,47.32357u
,,811.9k,46.34368u
,,811.92k,44.90021u
,,811.94k,43.9746u
,,811.96k,44.06767u
,,811.98k,43.5942u
,,812k,42.07222u
,,812.02k,40.83294u
,,812.04k,42.03597u
,,812.06k,45.1364u
,,812.08k,46.4632u
,,812.1k,45.97536u
,,812.12k,45.36298u
,,812.14k,45.17485u
,,812.16k,46.12897u
,,812.18k,46.48844u
,,812.2k,44.27922u
,,812.22k,40.90808u
,,812.24k,38.69623u
,,812.26k,37.41916u
,,812.28k,36.8405u
,,812.3k,37.52454u
,,812.32k,39.87221u
,,812.34k,43.00693u
,,812.36k,44.73977u
,,812.38k,44.17195u
,,812.4k,43.20309u
,,812.42k,43.57808u
,,812.44k,43.69741u
,,812.46k,42.08177u
,,812.48k,40.61494u
,,812.5k,40.56225u
,,812.52k,41.46388u
,,812.54k,42.90263u
,,812.56k,42.15714u
,,812.58k,39.85907u
,,812.6k,41.20395u
,,812.62k,44.29699u
,,812.64k,44.74541u
,,812.66k,44.02101u
,,812.68k,44.11153u
,,812.7k,43.64834u
,,812.72k,40.64729u
,,812.74k,38.08046u
,,812.76k,37.44157u
,,812.78k,36.4319u
,,812.8k,36.32418u
,,812.82k,37.73162u
,,812.84k,39.15761u
,,812.86k,39.23018u
,,812.88k,36.86897u
,,812.9k,35.69339u
,,812.92k,36.61422u
,,812.94k,35.65855u
,,812.96k,33.70243u
,,812.98k,34.56031u
,,813k,36.76033u
,,813.02k,37.44808u
,,813.04k,37.26203u
,,813.06k,37.34952u
,,813.08k,37.22865u
,,813.1k,36.20344u
,,813.12k,33.83469u
,,813.14k,32.34676u
,,813.16k,34.60197u
,,813.18k,38.2446u
,,813.2k,39.54468u
,,813.22k,38.44766u
,,813.24k,36.67784u
,,813.26k,36.84958u
,,813.28k,37.37106u
,,813.3k,35.39232u
,,813.32k,34.40434u
,,813.34k,36.07829u
,,813.36k,36.04424u
,,813.38k,34.34523u
,,813.4k,34.01255u
,,813.42k,34.29397u
,,813.44k,34.8812u
,,813.46k,35.4343u
,,813.48k,34.61087u
,,813.5k,34.48568u
,,813.52k,36.01449u
,,813.54k,37.01287u
,,813.56k,36.40271u
,,813.58k,35.85339u
,,813.6k,36.76857u
,,813.62k,37.64108u
,,813.64k,37.1824u
,,813.66k,35.32989u
,,813.68k,32.68416u
,,813.7k,32.13142u
,,813.72k,32.75812u
,,813.74k,32.05157u
,,813.76k,32.61638u
,,813.78k,34.31293u
,,813.8k,35.22912u
,,813.82k,35.15624u
,,813.84k,33.15343u
,,813.86k,30.01725u
,,813.88k,27.68394u
,,813.9k,27.70674u
,,813.92k,29.64051u
,,813.94k,31.4411u
,,813.96k,32.58746u
,,813.98k,33.33333u
,,814k,33.24319u
,,814.02k,32.06926u
,,814.04k,30.56973u
,,814.06k,30.5633u
,,814.08k,31.40792u
,,814.1k,31.28048u
,,814.12k,30.45402u
,,814.14k,29.11537u
,,814.16k,27.71237u
,,814.18k,27.33513u
,,814.2k,27.14804u
,,814.22k,26.27622u
,,814.24k,25.52559u
,,814.26k,25.44801u
,,814.28k,25.81909u
,,814.3k,26.79476u
,,814.32k,28.30543u
,,814.34k,27.48019u
,,814.36k,24.83662u
,,814.38k,23.30183u
,,814.4k,23.13999u
,,814.42k,23.73684u
,,814.44k,23.74459u
,,814.46k,22.85894u
,,814.48k,22.27842u
,,814.5k,21.76337u
,,814.52k,20.96043u
,,814.54k,20.71819u
,,814.56k,21.54279u
,,814.58k,23.66229u
,,814.6k,26.66538u
,,814.62k,27.3884u
,,814.64k,24.60554u
,,814.66k,22.38198u
,,814.68k,22.2446u
,,814.7k,22.28446u
,,814.72k,22.16106u
,,814.74k,21.95786u
,,814.76k,22.99498u
,,814.78k,24.82854u
,,814.8k,24.76394u
,,814.82k,22.02843u
,,814.84k,19.15864u
,,814.86k,17.6371u
,,814.88k,16.93989u
,,814.9k,17.61062u
,,814.92k,18.94636u
,,814.94k,18.33125u
,,814.96k,17.27775u
,,814.98k,16.99777u
,,815k,16.31667u
,,815.02k,15.11709u
,,815.04k,15.49546u
,,815.06k,17.85675u
,,815.08k,18.93204u
,,815.1k,18.81863u
,,815.12k,20.15849u
,,815.14k,20.35322u
,,815.16k,17.48706u
,,815.18k,16.07757u
,,815.2k,17.25931u
,,815.22k,17.2229u
,,815.24k,14.42853u
,,815.26k,11.60405u
,,815.28k,12.99599u
,,815.3k,15.85422u
,,815.32k,17.16576u
,,815.34k,16.23518u
,,815.36k,14.88042u
,,815.38k,15.4534u
,,815.4k,17.11645u
,,815.42k,18.46851u
,,815.44k,18.16857u
,,815.46k,16.21737u
,,815.48k,14.83288u
,,815.5k,14.78633u
,,815.52k,14.47017u
,,815.54k,12.19654u
,,815.56k,10.02598u
,,815.58k,9.587355u
,,815.6k,7.975404u
,,815.62k,5.950661u
,,815.64k,7.551375u
,,815.66k,10.11442u
,,815.68k,10.96814u
,,815.7k,10.36885u
,,815.72k,9.99376u
,,815.74k,10.83313u
,,815.76k,11.42537u
,,815.78k,11.46267u
,,815.8k,11.83362u
,,815.82k,12.42188u
,,815.84k,12.89503u
,,815.86k,11.19997u
,,815.88k,8.329816u
,,815.9k,7.526001u
,,815.92k,7.381619u
,,815.94k,7.885216u
,,815.96k,9.556103u
,,815.98k,8.695105u
,,816k,7.016048u
,,816.02k,7.685325u
,,816.04k,10.39837u
,,816.06k,11.22299u
,,816.08k,10.0648u
,,816.1k,10.79774u
,,816.12k,12.63677u
,,816.14k,12.96138u
,,816.16k,13.81293u
,,816.18k,16.28642u
,,816.2k,17.51773u
,,816.22k,16.07885u
,,816.24k,14.28189u
,,816.26k,12.73784u
,,816.28k,12.36331u
,,816.3k,12.65451u
,,816.32k,12.04293u
,,816.34k,10.73939u
,,816.36k,10.24655u
,,816.38k,10.6708u
,,816.4k,11.60201u
,,816.42k,12.95812u
,,816.44k,13.74678u
,,816.46k,13.65963u
,,816.48k,12.62203u
,,816.5k,12.33953u
,,816.52k,13.68744u
,,816.54k,14.42157u
,,816.56k,13.86241u
,,816.58k,14.15336u
,,816.6k,14.28385u
,,816.62k,13.39748u
,,816.64k,13.15275u
,,816.66k,14.23491u
,,816.68k,16.44659u
,,816.7k,17.02924u
,,816.72k,15.01133u
,,816.74k,14.50409u
,,816.76k,14.57848u
,,816.78k,14.29559u
,,816.8k,16.12402u
,,816.82k,20.59094u
,,816.84k,22.96587u
,,816.86k,20.6306u
,,816.88k,17.32685u
,,816.9k,14.00887u
,,816.92k,11.66656u
,,816.94k,11.55084u
,,816.96k,13.3497u
,,816.98k,16.16018u
,,817k,17.90001u
,,817.02k,17.14545u
,,817.04k,16.06796u
,,817.06k,16.33794u
,,817.08k,16.74845u
,,817.1k,16.16179u
,,817.12k,15.6343u
,,817.14k,14.81364u
,,817.16k,13.00192u
,,817.18k,13.25255u
,,817.2k,16.18299u
,,817.22k,18.69294u
,,817.24k,19.46848u
,,817.26k,19.82475u
,,817.28k,18.7968u
,,817.3k,16.79949u
,,817.32k,16.53267u
,,817.34k,17.59417u
,,817.36k,18.13548u
,,817.38k,17.72373u
,,817.4k,17.185u
,,817.42k,16.69727u
,,817.44k,16.14386u
,,817.46k,16.12417u
,,817.48k,17.3687u
,,817.5k,20.18201u
,,817.52k,23.88987u
,,817.54k,25.02571u
,,817.56k,23.0582u
,,817.58k,22.13165u
,,817.6k,21.92438u
,,817.62k,20.26679u
,,817.64k,19.06521u
,,817.66k,20.27074u
,,817.68k,21.68222u
,,817.7k,21.17029u
,,817.72k,20.03857u
,,817.74k,19.03389u
,,817.76k,19.07799u
,,817.78k,20.1393u
,,817.8k,21.70043u
,,817.82k,22.63337u
,,817.84k,22.27796u
,,817.86k,22.37582u
,,817.88k,23.93724u
,,817.9k,25.62329u
,,817.92k,25.99293u
,,817.94k,25.72162u
,,817.96k,25.18873u
,,817.98k,24.13696u
,,818k,22.62373u
,,818.02k,21.90268u
,,818.04k,22.15271u
,,818.06k,21.76229u
,,818.08k,19.39819u
,,818.1k,17.23373u
,,818.12k,17.57645u
,,818.14k,19.57971u
,,818.16k,22.11312u
,,818.18k,25.19558u
,,818.2k,29.70668u
,,818.22k,32.25877u
,,818.24k,29.77014u
,,818.26k,26.97977u
,,818.28k,25.53201u
,,818.3k,23.91127u
,,818.32k,23.68589u
,,818.34k,24.34202u
,,818.36k,22.97374u
,,818.38k,21.27244u
,,818.4k,20.43522u
,,818.42k,18.11787u
,,818.44k,17.02142u
,,818.46k,19.43354u
,,818.48k,22.75566u
,,818.5k,24.36806u
,,818.52k,25.0772u
,,818.54k,26.51153u
,,818.56k,26.62149u
,,818.58k,24.32832u
,,818.6k,22.51507u
,,818.62k,24.28141u
,,818.64k,28.64678u
,,818.66k,30.904u
,,818.68k,30.36437u
,,818.7k,29.17157u
,,818.72k,27.78887u
,,818.74k,26.10766u
,,818.76k,25.18573u
,,818.78k,25.70195u
,,818.8k,25.89857u
,,818.82k,24.85371u
,,818.84k,23.76052u
,,818.86k,23.96329u
,,818.88k,25.69095u
,,818.9k,27.5698u
,,818.92k,28.79371u
,,818.94k,30.46832u
,,818.96k,31.28398u
,,818.98k,29.92556u
,,819k,29.20704u
,,819.02k,29.60051u
,,819.04k,28.79806u
,,819.06k,26.66026u
,,819.08k,26.24508u
,,819.1k,28.02548u
,,819.12k,29.51101u
,,819.14k,30.16309u
,,819.16k,29.30537u
,,819.18k,27.458u
,,819.2k,27.81514u
,,819.22k,29.94573u
,,819.24k,29.87312u
,,819.26k,27.86501u
,,819.28k,27.12163u
,,819.3k,28.2689u
,,819.32k,29.42556u
,,819.34k,29.41423u
,,819.36k,29.3628u
,,819.38k,29.82455u
,,819.4k,30.79634u
,,819.42k,31.69251u
,,819.44k,31.57442u
,,819.46k,29.31543u
,,819.48k,25.60736u
,,819.5k,22.72458u
,,819.52k,22.72049u
,,819.54k,24.8169u
,,819.56k,24.67795u
,,819.58k,23.39348u
,,819.6k,24.07727u
,,819.62k,25.36015u
,,819.64k,28.06761u
,,819.66k,30.83619u
,,819.68k,30.67283u
,,819.7k,29.89248u
,,819.72k,29.77003u
,,819.74k,29.58653u
,,819.76k,29.45031u
,,819.78k,29.37106u
,,819.8k,30.76131u
,,819.82k,32.73405u
,,819.84k,33.15005u
,,819.86k,32.71393u
,,819.88k,31.11597u
,,819.9k,28.45331u
,,819.92k,26.42214u
,,819.94k,25.42862u
,,819.96k,27.20813u
,,819.98k,30.21728u
,,820k,29.13535u
,,820.02k,24.84912u
,,820.04k,22.55566u
,,820.06k,23.24093u
,,820.08k,25.62615u
,,820.1k,28.53745u
,,820.12k,30.247u
,,820.14k,29.15816u
,,820.16k,26.54354u
,,820.18k,23.83346u
,,820.2k,22.24073u
,,820.22k,23.35784u
,,820.24k,26.54118u
,,820.26k,29.02503u
,,820.28k,28.19095u
,,820.3k,25.61681u
,,820.32k,24.2734u
,,820.34k,23.7529u
,,820.36k,22.67168u
,,820.38k,22.513u
,,820.4k,25.08727u
,,820.42k,27.84289u
,,820.44k,28.75318u
,,820.46k,28.37527u
,,820.48k,27.83004u
,,820.5k,28.47624u
,,820.52k,29.21672u
,,820.54k,28.82503u
,,820.56k,29.57701u
,,820.58k,31.35169u
,,820.6k,31.97227u
,,820.62k,31.99173u
,,820.64k,30.91796u
,,820.66k,29.95314u
,,820.68k,30.35712u
,,820.7k,29.78991u
,,820.72k,28.83662u
,,820.74k,28.44291u
,,820.76k,28.22083u
,,820.78k,30.06305u
,,820.8k,31.96415u
,,820.82k,30.72819u
,,820.84k,28.37901u
,,820.86k,27.09302u
,,820.88k,26.52195u
,,820.9k,26.47719u
,,820.92k,26.23516u
,,820.94k,24.93537u
,,820.96k,24.692u
,,820.98k,24.60332u
,,821k,22.70302u
,,821.02k,21.16587u
,,821.04k,22.39599u
,,821.06k,24.67046u
,,821.08k,26.34436u
,,821.1k,26.03595u
,,821.12k,23.65632u
,,821.14k,22.99626u
,,821.16k,23.65041u
,,821.18k,21.82986u
,,821.2k,19.63076u
,,821.22k,20.07915u
,,821.24k,21.02394u
,,821.26k,21.03869u
,,821.28k,21.02407u
,,821.3k,19.99011u
,,821.32k,18.85192u
,,821.34k,20.08851u
,,821.36k,21.29756u
,,821.38k,20.73061u
