"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,506.12k,116.3932u
,,506.18k,111.2633u
,,506.24k,114.729u
,,506.3k,114.199u
,,506.36k,120.358u
,,506.42k,119.603u
,,506.48k,116.2656u
,,506.54k,112.0278u
,,506.6k,107.0782u
,,506.66k,103.2462u
,,506.72k,110.0481u
,,506.78k,109.7307u
,,506.84k,117.998u
,,506.9k,106.3285u
,,506.96k,100.6045u
,,507.02k,107.2579u
,,507.08k,106.0568u
,,507.14k,109.4097u
,,507.2k,104.8587u
,,507.26k,97.89947u
,,507.32k,102.7183u
,,507.38k,103.7979u
,,507.44k,99.37356u
,,507.5k,84.09386u
,,507.56k,94.34695u
,,507.62k,96.26539u
,,507.68k,94.36177u
,,507.74k,98.64084u
,,507.8k,96.11292u
,,507.86k,92.9579u
,,507.92k,97.22585u
,,507.98k,101.4306u
,,508.04k,96.28545u
,,508.1k,96.90102u
,,508.16k,95.97376u
,,508.22k,82.83712u
,,508.28k,84.59826u
,,508.34k,92.08632u
,,508.4k,91.69098u
,,508.46k,84.57981u
,,508.52k,85.20461u
,,508.58k,95.83682u
,,508.64k,98.9396u
,,508.7k,90.00946u
,,508.76k,78.94123u
,,508.82k,80.22989u
,,508.88k,81.08045u
,,508.94k,84.6029u
,,509k,82.3238u
,,509.06k,85.41844u
,,509.12k,83.88366u
,,509.18k,81.3892u
,,509.24k,78.35948u
,,509.3k,83.19817u
,,509.36k,82.27884u
,,509.42k,73.74692u
,,509.48k,72.98953u
,,509.54k,68.84006u
,,509.6k,68.60889u
,,509.66k,73.11081u
,,509.72k,75.53332u
,,509.78k,81.03329u
,,509.84k,78.98765u
,,509.9k,72.30249u
,,509.96k,75.00367u
,,510.02k,73.35238u
,,510.08k,71.38844u
,,510.14k,80.21196u
,,510.2k,76.69573u
,,510.26k,69.22013u
,,510.32k,65.82141u
,,510.38k,63.5295u
,,510.44k,64.59476u
,,510.5k,67.88826u
,,510.56k,66.78u
,,510.62k,74.36127u
,,510.68k,65.87453u
,,510.74k,73.90568u
,,510.8k,73.20751u
,,510.86k,76.08979u
,,510.92k,73.61114u
,,510.98k,72.55227u
,,511.04k,74.02241u
,,511.1k,65.67684u
,,511.16k,66.335u
,,511.22k,61.0159u
,,511.28k,62.71415u
,,511.34k,57.39507u
,,511.4k,56.8304u
,,511.46k,58.21105u
,,511.52k,64.82725u
,,511.58k,60.17302u
,,511.64k,59.45623u
,,511.7k,62.94292u
,,511.76k,57.3416u
,,511.82k,52.33112u
,,511.88k,51.99332u
,,511.94k,50.12204u
,,512k,55.0226u
,,512.06k,59.36977u
,,512.12k,66.80902u
,,512.18k,56.2094u
,,512.24k,57.63668u
,,512.3k,55.18301u
,,512.36k,44.57024u
,,512.42k,48.39734u
,,512.48k,60.83461u
,,512.54k,50.77077u
,,512.6k,51.89242u
,,512.66k,50.96852u
,,512.72k,55.83584u
,,512.78k,45.87369u
,,512.84k,45.31882u
,,512.9k,56.04916u
,,512.96k,54.4378u
,,513.02k,50.30546u
,,513.08k,43.59653u
,,513.14k,52.57093u
,,513.2k,48.45015u
,,513.26k,51.0657u
,,513.32k,48.05845u
,,513.38k,45.485u
,,513.44k,46.12394u
,,513.5k,48.92042u
,,513.56k,53.95925u
,,513.62k,45.89888u
,,513.68k,43.42188u
,,513.74k,46.54996u
,,513.8k,47.22207u
,,513.86k,46.02343u
,,513.92k,45.30027u
,,513.98k,50.67782u
,,514.04k,46.05537u
,,514.1k,45.31323u
,,514.16k,42.44015u
,,514.22k,51.62851u
,,514.28k,50.00864u
,,514.34k,43.99378u
,,514.4k,44.48672u
,,514.46k,43.46065u
,,514.52k,45.37575u
,,514.58k,45.77241u
,,514.64k,45.47814u
,,514.7k,44.44064u
,,514.76k,43.5023u
,,514.82k,43.55284u
,,514.88k,46.73702u
,,514.94k,36.30124u
,,515k,36.62665u
,,515.06k,36.18011u
,,515.12k,37.69693u
,,515.18k,39.80723u
,,515.24k,45.50335u
,,515.3k,38.26886u
,,515.36k,32.08792u
,,515.42k,39.04927u
,,515.48k,37.9327u
,,515.54k,32.81856u
,,515.6k,37.66346u
,,515.66k,33.99646u
,,515.72k,37.71073u
,,515.78k,45.15484u
,,515.84k,42.33906u
,,515.9k,34.1463u
,,515.96k,30.91447u
,,516.02k,36.99576u
,,516.08k,37.38738u
,,516.14k,31.7791u
,,516.2k,40.68527u
,,516.26k,43.48726u
,,516.32k,37.22753u
,,516.38k,30.34451u
,,516.44k,30.30682u
,,516.5k,33.69112u
,,516.56k,36.17131u
,,516.62k,38.85195u
,,516.68k,37.17679u
,,516.74k,32.41319u
,,516.8k,31.42709u
,,516.86k,25.03531u
,,516.92k,36.80211u
,,516.98k,38.03161u
,,517.04k,32.78979u
,,517.1k,29.56465u
,,517.16k,30.51518u
,,517.22k,32.97098u
,,517.28k,26.8805u
,,517.34k,32.97684u
,,517.4k,29.17483u
,,517.46k,33.44346u
,,517.52k,31.8277u
,,517.58k,31.05319u
,,517.64k,32.17718u
,,517.7k,33.13024u
,,517.76k,31.16126u
,,517.82k,24.21124u
,,517.88k,28.3131u
,,517.94k,26.52515u
,,518k,35.99633u
,,518.06k,40.51315u
,,518.12k,35.07636u
,,518.18k,28.63995u
,,518.24k,30.8943u
,,518.3k,29.92742u
,,518.36k,27.35402u
,,518.42k,20.78855u
,,518.48k,25.26302u
,,518.54k,29.22577u
,,518.6k,28.00166u
,,518.66k,27.77685u
,,518.72k,36.1484u
,,518.78k,31.51557u
,,518.84k,33.94528u
,,518.9k,29.84544u
,,518.96k,29.16708u
,,519.02k,28.59775u
,,519.08k,26.76104u
,,519.14k,29.1793u
,,519.2k,26.87635u
,,519.26k,28.13408u
,,519.32k,22.7471u
,,519.38k,29.35457u
,,519.44k,26.31664u
,,519.5k,30.91416u
,,519.56k,34.56422u
,,519.62k,32.08794u
,,519.68k,33.03983u
,,519.74k,29.30437u
,,519.8k,33.00892u
,,519.86k,29.32051u
,,519.92k,20.55577u
,,519.98k,24.34896u
,,520.04k,25.64167u
,,520.1k,25.9494u
,,520.16k,28.84708u
,,520.22k,30.19687u
,,520.28k,32.59894u
,,520.34k,29.17949u
,,520.4k,26.10428u
,,520.46k,25.35862u
,,520.52k,22.72737u
,,520.58k,27.10982u
,,520.64k,27.81167u
,,520.7k,30.59883u
,,520.76k,25.52781u
,,520.82k,21.36235u
,,520.88k,30.65682u
,,520.94k,30.37629u
,,521k,30.41115u
,,521.06k,24.87219u
,,521.12k,29.64535u
,,521.18k,26.9421u
,,521.24k,23.21179u
,,521.3k,25.40937u
,,521.36k,22.42124u
,,521.42k,27.38662u
,,521.48k,23.28116u
,,521.54k,27.25975u
,,521.6k,30.7075u
,,521.66k,34.98321u
,,521.72k,31.53986u
,,521.78k,33.30573u
,,521.84k,31.87894u
,,521.9k,31.88769u
,,521.96k,28.53504u
,,522.02k,26.07615u
,,522.08k,23.80453u
,,522.14k,27.94509u
,,522.2k,28.50766u
,,522.26k,21.95428u
,,522.32k,26.40366u
,,522.38k,25.04504u
,,522.44k,24.00996u
,,522.5k,21.30091u
,,522.56k,23.7943u
,,522.62k,18.0293u
,,522.68k,20.55398u
,,522.74k,25.77882u
,,522.8k,32.41978u
,,522.86k,31.78828u
,,522.92k,19.89685u
,,522.98k,15.86655u
,,523.04k,27.05368u
,,523.1k,25.59177u
,,523.16k,22.94902u
,,523.22k,24.89469u
,,523.28k,22.02417u
,,523.34k,28.81352u
,,523.4k,32.40308u
,,523.46k,34.94048u
,,523.52k,26.89701u
,,523.58k,18.37019u
,,523.64k,17.69779u
,,523.7k,20.13249u
,,523.76k,19.66833u
,,523.82k,20.34611u
,,523.88k,22.02379u
,,523.94k,24.2688u
,,524k,30.64692u
,,524.06k,25.18489u
,,524.12k,23.4604u
,,524.18k,25.45207u
,,524.24k,28.11713u
,,524.3k,28.33831u
,,524.36k,26.00984u
,,524.42k,17.04691u
,,524.48k,30.4439u
,,524.54k,22.73244u
,,524.6k,20.86166u
,,524.66k,21.90388u
,,524.72k,24.05651u
,,524.78k,27.98068u
,,524.84k,31.82158u
,,524.9k,28.55556u
,,524.96k,25.80367u
,,525.02k,27.398u
,,525.08k,28.55372u
,,525.14k,30.72323u
,,525.2k,28.74875u
,,525.26k,25.34191u
,,525.32k,22.01737u
,,525.38k,28.30045u
,,525.44k,25.08942u
,,525.5k,20.7862u
,,525.56k,20.08017u
,,525.62k,17.46875u
,,525.68k,17.14599u
,,525.74k,24.32074u
,,525.8k,26.91127u
,,525.86k,23.88658u
,,525.92k,25.02832u
,,525.98k,34.1115u
,,526.04k,31.45445u
,,526.1k,38.28396u
,,526.16k,32.08283u
,,526.22k,26.22625u
,,526.28k,29.70219u
,,526.34k,24.81211u
,,526.4k,24.95077u
,,526.46k,30.10357u
,,526.52k,27.20825u
,,526.58k,24.61925u
,,526.64k,23.60734u
,,526.7k,27.42566u
,,526.76k,36.8099u
,,526.82k,29.40839u
,,526.88k,33.06863u
,,526.94k,37.04212u
,,527k,29.40804u
,,527.06k,26.98908u
,,527.12k,18.1275u
,,527.18k,20.58737u
,,527.24k,23.49857u
,,527.3k,25.67765u
,,527.36k,31.63437u
,,527.42k,24.17444u
,,527.48k,25.79741u
,,527.54k,31.01012u
,,527.6k,31.50765u
,,527.66k,36.35486u
,,527.72k,29.08175u
,,527.78k,24.13108u
,,527.84k,31.73158u
,,527.9k,30.8869u
,,527.96k,36.45394u
,,528.02k,26.96838u
,,528.08k,30.00677u
,,528.14k,27.11324u
,,528.2k,25.03265u
,,528.26k,31.16171u
,,528.32k,42.43347u
,,528.38k,36.12925u
,,528.44k,29.14221u
,,528.5k,27.30012u
,,528.56k,33.92811u
,,528.62k,31.25904u
,,528.68k,31.95025u
,,528.74k,30.98456u
,,528.8k,31.19472u
,,528.86k,34.64228u
,,528.92k,31.36524u
,,528.98k,28.84735u
,,529.04k,26.42838u
,,529.1k,22.52735u
,,529.16k,25.3658u
,,529.22k,30.33313u
,,529.28k,34.13923u
,,529.34k,34.38683u
,,529.4k,33.0919u
,,529.46k,27.78469u
,,529.52k,22.65395u
,,529.58k,24.43911u
,,529.64k,31.47074u
,,529.7k,36.5021u
,,529.76k,33.51199u
,,529.82k,21.86201u
,,529.88k,24.94012u
,,529.94k,29.61692u
,,530k,35.09885u
,,530.06k,27.09065u
,,530.12k,22.76234u
,,530.18k,25.58269u
,,530.24k,34.26071u
,,530.3k,31.16187u
,,530.36k,28.74163u
,,530.42k,32.20719u
,,530.48k,24.23552u
,,530.54k,26.73061u
,,530.6k,30.84287u
,,530.66k,37.16291u
,,530.72k,32.59945u
,,530.78k,26.82212u
,,530.84k,34.16135u
,,530.9k,27.21343u
,,530.96k,27.97843u
,,531.02k,31.17441u
,,531.08k,37.62983u
,,531.14k,38.59751u
,,531.2k,35.78027u
,,531.26k,27.82304u
,,531.32k,27.87425u
,,531.38k,33.69746u
,,531.44k,39.52935u
,,531.5k,38.89005u
,,531.56k,41.74678u
,,531.62k,35.01053u
,,531.68k,33.65375u
,,531.74k,40.61742u
,,531.8k,43.08188u
,,531.86k,32.03717u
,,531.92k,39.99996u
,,531.98k,27.31926u
,,532.04k,30.67207u
,,532.1k,34.76151u
,,532.16k,32.60503u
,,532.22k,34.83548u
,,532.28k,31.92212u
,,532.34k,24.30384u
,,532.4k,33.37955u
,,532.46k,31.52497u
,,532.52k,39.56122u
,,532.58k,33.28238u
,,532.64k,45.79582u
,,532.7k,44.71811u
,,532.76k,40.63892u
,,532.82k,33.03704u
,,532.88k,26.07897u
,,532.94k,24.72972u
,,533k,35.3454u
,,533.06k,29.30731u
,,533.12k,37.94337u
,,533.18k,33.64409u
,,533.24k,35.74033u
,,533.3k,30.43788u
,,533.36k,37.14481u
,,533.42k,40.6527u
,,533.48k,42.08537u
,,533.54k,39.15204u
,,533.6k,32.2657u
,,533.66k,29.35714u
,,533.72k,27.02978u
,,533.78k,37.75834u
,,533.84k,32.7634u
,,533.9k,33.07469u
,,533.96k,37.35082u
,,534.02k,35.94289u
,,534.08k,36.67177u
,,534.14k,34.36408u
,,534.2k,34.39747u
,,534.26k,37.79039u
,,534.32k,39.71305u
,,534.38k,46.1917u
,,534.44k,43.29323u
,,534.5k,35.15613u
,,534.56k,43.6344u
,,534.62k,45.63485u
,,534.68k,32.20024u
,,534.74k,40.01166u
,,534.8k,35.14073u
,,534.86k,34.52756u
,,534.92k,33.23319u
,,534.98k,39.77533u
,,535.04k,45.61211u
,,535.1k,46.66059u
,,535.16k,38.81914u
,,535.22k,33.73757u
,,535.28k,39.39484u
,,535.34k,36.85728u
,,535.4k,34.64163u
,,535.46k,36.05235u
,,535.52k,36.45976u
,,535.58k,29.28437u
,,535.64k,40.742u
,,535.7k,46.18125u
,,535.76k,48.72359u
,,535.82k,53.81524u
,,535.88k,46.91353u
,,535.94k,39.14802u
,,536k,40.79765u
,,536.06k,33.10751u
,,536.12k,43.01124u
,,536.18k,56.59188u
,,536.24k,53.37106u
,,536.3k,50.46353u
,,536.36k,38.62317u
,,536.42k,45.42857u
,,536.48k,53.53285u
,,536.54k,43.81784u
,,536.6k,41.38299u
,,536.66k,30.77526u
,,536.72k,40.64144u
,,536.78k,44.88673u
,,536.84k,43.77635u
,,536.9k,26.73874u
,,536.96k,33.86099u
,,537.02k,46.04451u
,,537.08k,33.81944u
,,537.14k,36.67434u
,,537.2k,47.36114u
,,537.26k,44.38646u
,,537.32k,44.80535u
,,537.38k,41.42825u
,,537.44k,36.74701u
,,537.5k,48.08567u
,,537.56k,51.76537u
,,537.62k,52.76404u
,,537.68k,49.78146u
,,537.74k,45.57475u
,,537.8k,42.19193u
,,537.86k,44.73543u
,,537.92k,44.09986u
,,537.98k,37.77505u
,,538.04k,37.03727u
,,538.1k,49.90141u
,,538.16k,40.97787u
,,538.22k,41.75318u
,,538.28k,35.93571u
,,538.34k,39.99548u
,,538.4k,51.4156u
,,538.46k,51.8605u
,,538.52k,51.29255u
,,538.58k,43.70805u
,,538.64k,45.76449u
,,538.7k,39.12337u
,,538.76k,36.42779u
,,538.82k,42.552u
,,538.88k,49.47481u
,,538.94k,38.83191u
,,539k,38.21322u
,,539.06k,39.45167u
,,539.12k,38.57912u
,,539.18k,40.63562u
,,539.24k,47.95072u
,,539.3k,37.38347u
,,539.36k,44.97107u
,,539.42k,48.1231u
,,539.48k,30.59769u
,,539.54k,33.30174u
,,539.6k,40.61981u
,,539.66k,52.60569u
,,539.72k,49.33248u
,,539.78k,58.90742u
,,539.84k,49.2104u
,,539.9k,43.48777u
,,539.96k,32.59803u
,,540.02k,29.00804u
,,540.08k,39.92276u
,,540.14k,37.90547u
,,540.2k,53.08315u
,,540.26k,61.11087u
,,540.32k,56.3044u
,,540.38k,48.13248u
,,540.44k,47.09939u
,,540.5k,40.29246u
,,540.56k,46.99681u
,,540.62k,51.27589u
,,540.68k,37.56243u
,,540.74k,48.03624u
,,540.8k,56.31315u
,,540.86k,52.54676u
,,540.92k,47.92606u
,,540.98k,41.34091u
,,541.04k,39.98767u
,,541.1k,49.16304u
,,541.16k,45.49726u
,,541.22k,39.05867u
,,541.28k,46.65717u
,,541.34k,48.99202u
,,541.4k,44.04054u
,,541.46k,52.53412u
,,541.52k,54.43445u
,,541.58k,59.80553u
,,541.64k,55.58452u
,,541.7k,45.91437u
,,541.76k,41.29794u
,,541.82k,44.86626u
,,541.88k,57.6675u
,,541.94k,56.73052u
,,542k,53.78797u
,,542.06k,54.28321u
,,542.12k,45.17379u
,,542.18k,42.502u
,,542.24k,51.16912u
,,542.3k,65.39074u
,,542.36k,57.02833u
,,542.42k,45.37684u
,,542.48k,47.46843u
,,542.54k,54.52369u
,,542.6k,48.72379u
,,542.66k,52.85111u
,,542.72k,54.85368u
,,542.78k,60.66753u
,,542.84k,40.35998u
,,542.9k,36.52101u
,,542.96k,39.80703u
,,543.02k,41.93289u
,,543.08k,46.94606u
,,543.14k,45.63173u
,,543.2k,50.63212u
,,543.26k,56.10688u
,,543.32k,55.24588u
,,543.38k,40.79425u
,,543.44k,42.56258u
,,543.5k,41.1065u
,,543.56k,44.95947u
,,543.62k,56.01035u
,,543.68k,57.93533u
,,543.74k,53.1265u
,,543.8k,45.99932u
,,543.86k,45.06075u
,,543.92k,40.0197u
,,543.98k,38.78227u
,,544.04k,44.74859u
,,544.1k,48.81262u
,,544.16k,40.1746u
,,544.22k,52.8678u
,,544.28k,58.65312u
,,544.34k,42.5104u
,,544.4k,44.3021u
,,544.46k,50.38605u
,,544.52k,41.84597u
,,544.58k,33.67279u
,,544.64k,43.21895u
,,544.7k,52.87627u
,,544.76k,55.20996u
,,544.82k,49.44862u
,,544.88k,48.36734u
,,544.94k,48.14989u
,,545k,53.26482u
,,545.06k,47.7584u
,,545.12k,47.26305u
,,545.18k,47.65281u
,,545.24k,47.17202u
,,545.3k,60.1115u
,,545.36k,56.26615u
,,545.42k,62.14476u
,,545.48k,61.24903u
,,545.54k,60.28212u
,,545.6k,60.40576u
,,545.66k,47.00405u
,,545.72k,50.62243u
,,545.78k,60.98802u
,,545.84k,57.71062u
,,545.9k,45.63431u
,,545.96k,52.60307u
,,546.02k,58.56307u
,,546.08k,55.56007u
,,546.14k,51.13451u
,,546.2k,50.00392u
,,546.26k,51.30827u
,,546.32k,54.29368u
,,546.38k,58.16052u
,,546.44k,53.14984u
,,546.5k,48.39469u
,,546.56k,50.71067u
,,546.62k,49.20576u
,,546.68k,57.34904u
,,546.74k,55.17103u
,,546.8k,48.30991u
,,546.86k,52.22524u
,,546.92k,47.1537u
,,546.98k,50.09404u
,,547.04k,52.75878u
,,547.1k,55.28484u
,,547.16k,68.75281u
,,547.22k,70.9351u
,,547.28k,51.11255u
,,547.34k,48.12976u
,,547.4k,49.53029u
,,547.46k,63.01493u
,,547.52k,73.54506u
,,547.58k,58.43809u
,,547.64k,47.4405u
,,547.7k,57.58866u
,,547.76k,65.13776u
,,547.82k,53.48815u
,,547.88k,66.31278u
,,547.94k,67.82671u
,,548k,41.47298u
,,548.06k,56.85506u
,,548.12k,70.13538u
,,548.18k,76.73132u
,,548.24k,66.58224u
,,548.3k,78.49142u
,,548.36k,82.23318u
,,548.42k,66.94789u
,,548.48k,65.50411u
,,548.54k,72.48627u
,,548.6k,63.27202u
,,548.66k,78.30296u
,,548.72k,68.58821u
,,548.78k,57.67211u
,,548.84k,54.07479u
,,548.9k,61.0088u
,,548.96k,70.01242u
,,549.02k,67.27642u
,,549.08k,57.12035u
,,549.14k,50.55543u
,,549.2k,60.57093u
,,549.26k,63.50945u
,,549.32k,56.34776u
,,549.38k,59.88648u
,,549.44k,49.53707u
,,549.5k,61.97548u
,,549.56k,73.28903u
,,549.62k,61.77723u
,,549.68k,59.84059u
,,549.74k,66.21217u
,,549.8k,75.55499u
,,549.86k,56.78174u
,,549.92k,44.73833u
,,549.98k,57.22252u
,,550.04k,58.92542u
,,550.1k,65.74378u
,,550.16k,79.49689u
,,550.22k,66.83676u
,,550.28k,48.17368u
,,550.34k,58.51028u
,,550.4k,77.5664u
,,550.46k,71.48425u
,,550.52k,68.22756u
,,550.58k,33.83136u
,,550.64k,46.10664u
,,550.7k,43.17857u
,,550.76k,44.94128u
,,550.82k,54.17962u
,,550.88k,51.4385u
,,550.94k,48.73193u
,,551k,52.68606u
,,551.06k,54.74745u
,,551.12k,41.31911u
,,551.18k,46.38831u
,,551.24k,32.79591u
,,551.3k,41.38957u
,,551.36k,55.49762u
,,551.42k,55.82956u
,,551.48k,44.29092u
,,551.54k,34.90548u
,,551.6k,55.31157u
,,551.66k,47.445u
,,551.72k,28.88533u
,,551.78k,39.36771u
,,551.84k,37.32652u
,,551.9k,37.64772u
,,551.96k,42.88197u
,,552.02k,29.63059u
,,552.08k,27.36896u
,,552.14k,26.71969u
,,552.2k,29.03144u
,,552.26k,34.95585u
,,552.32k,48.11845u
,,552.38k,52.09968u
,,552.44k,35.38933u
,,552.5k,42.1704u
,,552.56k,57.86624u
,,552.62k,52.67908u
,,552.68k,48.66308u
,,552.74k,41.70237u
,,552.8k,45.63295u
,,552.86k,42.437u
,,552.92k,54.58322u
,,552.98k,43.25135u
,,553.04k,62.0872u
,,553.1k,61.99836u
,,553.16k,41.85433u
,,553.22k,55.19392u
,,553.28k,70.52316u
,,553.34k,56.28794u
,,553.4k,64.69392u
,,553.46k,73.28821u
,,553.52k,64.2649u
,,553.58k,47.72082u
,,553.64k,49.79908u
,,553.7k,57.91311u
,,553.76k,70.35933u
,,553.82k,77.37216u
,,553.88k,67.39261u
,,553.94k,60.55983u
,,554k,62.24689u
,,554.06k,69.59484u
,,554.12k,73.67005u
,,554.18k,63.8263u
,,554.24k,70.85413u
,,554.3k,73.31559u
,,554.36k,54.19137u
,,554.42k,65.47537u
,,554.48k,77.97032u
,,554.54k,77.13669u
,,554.6k,91.94341u
,,554.66k,75.1272u
,,554.72k,85.97099u
,,554.78k,84.29162u
,,554.84k,102.9741u
,,554.9k,95.02666u
,,554.96k,88.34591u
,,555.02k,91.36353u
,,555.08k,78.81813u
,,555.14k,85.09261u
,,555.2k,95.43375u
,,555.26k,84.00678u
,,555.32k,88.10173u
,,555.38k,110.2019u
,,555.44k,105.2024u
,,555.5k,105.9411u
,,555.56k,121.4745u
,,555.62k,120.1091u
,,555.68k,117.3851u
,,555.74k,109.2576u
,,555.8k,113.6828u
,,555.86k,115.2932u
,,555.92k,120.8839u
,,555.98k,128.7358u
,,556.04k,113.4402u
,,556.1k,107.3279u
,,556.16k,126.53u
,,556.22k,119.2458u
,,556.28k,122.7959u
,,556.34k,133.1641u
,,556.4k,126.5209u
,,556.46k,128.6974u
,,556.52k,131.9389u
,,556.58k,137.38u
,,556.64k,133.7753u
,,556.7k,132.1755u
,,556.76k,111.5671u
,,556.82k,119.216u
,,556.88k,121.2698u
,,556.94k,126.8711u
,,557k,120.979u
,,557.06k,119.1977u
,,557.12k,120.2899u
,,557.18k,115.4905u
,,557.24k,124.2649u
,,557.3k,112.1162u
,,557.36k,99.69674u
,,557.42k,111.4382u
,,557.48k,118.8953u
,,557.54k,111.5768u
,,557.6k,105.2789u
,,557.66k,117.7933u
,,557.72k,122.1732u
,,557.78k,110.0292u
,,557.84k,106.8811u
,,557.9k,102.6987u
,,557.96k,98.75071u
,,558.02k,113.9012u
,,558.08k,90.16858u
,,558.14k,97.16586u
,,558.2k,114.1051u
,,558.26k,96.23211u
,,558.32k,92.53762u
,,558.38k,101.7504u
,,558.44k,88.36566u
,,558.5k,85.67579u
,,558.56k,90.96907u
,,558.62k,91.43265u
,,558.68k,81.36114u
,,558.74k,90.74186u
,,558.8k,98.79783u
,,558.86k,109.9331u
,,558.92k,113.4674u
,,558.98k,93.28492u
,,559.04k,101.5773u
,,559.1k,98.2752u
,,559.16k,89.89938u
,,559.22k,102.8025u
,,559.28k,102.5847u
,,559.34k,93.26303u
,,559.4k,87.65368u
,,559.46k,91.5954u
,,559.52k,98.04297u
,,559.58k,95.30925u
,,559.64k,88.34179u
,,559.7k,77.85761u
,,559.76k,72.81037u
,,559.82k,79.35447u
,,559.88k,76.92532u
,,559.94k,90.61956u
,,560k,99.00604u
,,560.06k,100.809u
,,560.12k,97.07602u
,,560.18k,94.31364u
,,560.24k,99.15034u
,,560.3k,84.19847u
,,560.36k,91.62178u
,,560.42k,89.05551u
,,560.48k,86.14271u
,,560.54k,77.23069u
,,560.6k,78.82737u
,,560.66k,66.13966u
,,560.72k,74.74857u
,,560.78k,76.56951u
,,560.84k,75.44881u
,,560.9k,77.02525u
,,560.96k,75.44489u
,,561.02k,83.78564u
,,561.08k,64.82827u
,,561.14k,83.59034u
,,561.2k,95.21301u
,,561.26k,87.64945u
,,561.32k,79.79458u
,,561.38k,80.76172u
,,561.44k,82.27755u
,,561.5k,72.31022u
,,561.56k,61.27998u
,,561.62k,63.72529u
,,561.68k,79.92567u
,,561.74k,80.94022u
,,561.8k,72.45915u
,,561.86k,68.32003u
,,561.92k,79.6575u
,,561.98k,86.26829u
,,562.04k,62.93326u
,,562.1k,69.50621u
,,562.16k,77.57883u
,,562.22k,83.41013u
,,562.28k,68.52991u
,,562.34k,67.93487u
,,562.4k,75.46254u
,,562.46k,63.43973u
,,562.52k,58.34313u
,,562.58k,74.30837u
,,562.64k,70.989u
,,562.7k,65.8728u
,,562.76k,68.36465u
,,562.82k,76.43898u
,,562.88k,76.06059u
,,562.94k,81.12393u
,,563k,66.93174u
,,563.06k,59.13914u
,,563.12k,73.09843u
,,563.18k,78.59259u
,,563.24k,71.29738u
,,563.3k,66.81886u
,,563.36k,59.34897u
,,563.42k,67.68684u
,,563.48k,71.25762u
,,563.54k,70.11128u
,,563.6k,66.09009u
,,563.66k,68.96127u
,,563.72k,75.16927u
,,563.78k,72.46457u
,,563.84k,70.47436u
,,563.9k,59.77951u
,,563.96k,58.87211u
,,564.02k,70.41591u
,,564.08k,77.39864u
,,564.14k,82.09221u
