"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,512.72k,111.398u
,,512.78k,116.363u
,,512.84k,109.4245u
,,512.9k,104.4225u
,,512.96k,102.2251u
,,513.02k,114.4532u
,,513.08k,113.6939u
,,513.14k,104.2742u
,,513.2k,101.048u
,,513.26k,106.5791u
,,513.32k,110.071u
,,513.38k,101.2947u
,,513.44k,100.5199u
,,513.5k,99.99326u
,,513.56k,101.8843u
,,513.62k,95.73978u
,,513.68k,94.5412u
,,513.74k,102.6052u
,,513.8k,102.362u
,,513.86k,101.1075u
,,513.92k,101.2297u
,,513.98k,99.01189u
,,514.04k,98.83826u
,,514.1k,103.9027u
,,514.16k,97.05449u
,,514.22k,89.95422u
,,514.28k,90.2195u
,,514.34k,83.67965u
,,514.4k,86.22975u
,,514.46k,88.06112u
,,514.52k,90.22591u
,,514.58k,81.53736u
,,514.64k,86.46438u
,,514.7k,91.17892u
,,514.76k,88.35784u
,,514.82k,82.94874u
,,514.88k,74.64068u
,,514.94k,72.37817u
,,515k,76.35024u
,,515.06k,78.99227u
,,515.12k,72.39898u
,,515.18k,73.59412u
,,515.24k,83.48639u
,,515.3k,83.42801u
,,515.36k,84.5904u
,,515.42k,82.16967u
,,515.48k,75.46891u
,,515.54k,76.53603u
,,515.6k,75.99842u
,,515.66k,72.11188u
,,515.72k,68.14169u
,,515.78k,69.40956u
,,515.84k,63.05708u
,,515.9k,69.44614u
,,515.96k,75.56515u
,,516.02k,76.78765u
,,516.08k,72.62824u
,,516.14k,70.43247u
,,516.2k,69.71764u
,,516.26k,67.21217u
,,516.32k,64.72934u
,,516.38k,66.41432u
,,516.44k,69.92586u
,,516.5k,61.89828u
,,516.56k,63.28632u
,,516.62k,70.25734u
,,516.68k,69.03115u
,,516.74k,61.42883u
,,516.8k,61.64221u
,,516.86k,63.36327u
,,516.92k,63.8854u
,,516.98k,68.14479u
,,517.04k,67.57524u
,,517.1k,64.01918u
,,517.16k,58.28305u
,,517.22k,52.49864u
,,517.28k,51.90468u
,,517.34k,49.16096u
,,517.4k,51.64375u
,,517.46k,43.84814u
,,517.52k,47.77457u
,,517.58k,51.03404u
,,517.64k,53.99074u
,,517.7k,58.74556u
,,517.76k,52.78436u
,,517.82k,49.42166u
,,517.88k,55.35003u
,,517.94k,59.18186u
,,518k,53.22191u
,,518.06k,49.63593u
,,518.12k,51.32118u
,,518.18k,47.67849u
,,518.24k,45.03879u
,,518.3k,48.57994u
,,518.36k,47.07063u
,,518.42k,47.97309u
,,518.48k,43.82222u
,,518.54k,42.95579u
,,518.6k,45.82459u
,,518.66k,38.915u
,,518.72k,34.27708u
,,518.78k,40.1644u
,,518.84k,38.19285u
,,518.9k,35.84289u
,,518.96k,46.94738u
,,519.02k,48.58539u
,,519.08k,42.43365u
,,519.14k,48.37867u
,,519.2k,35.84736u
,,519.26k,42.9644u
,,519.32k,41.52798u
,,519.38k,44.12619u
,,519.44k,49.96337u
,,519.5k,44.75016u
,,519.56k,39.82035u
,,519.62k,46.56158u
,,519.68k,36.76842u
,,519.74k,37.49604u
,,519.8k,45.27655u
,,519.86k,46.33104u
,,519.92k,46.50302u
,,519.98k,37.9394u
,,520.04k,36.38834u
,,520.1k,40.50852u
,,520.16k,47.76158u
,,520.22k,42.65584u
,,520.28k,41.59567u
,,520.34k,38.74695u
,,520.4k,39.41846u
,,520.46k,42.88771u
,,520.52k,43.89754u
,,520.58k,47.60104u
,,520.64k,44.04343u
,,520.7k,42.14167u
,,520.76k,47.58204u
,,520.82k,39.13782u
,,520.88k,46.09939u
,,520.94k,50.5289u
,,521k,48.70012u
,,521.06k,49.98847u
,,521.12k,46.95289u
,,521.18k,49.24282u
,,521.24k,50.02835u
,,521.3k,45.03691u
,,521.36k,43.39338u
,,521.42k,46.73994u
,,521.48k,49.66999u
,,521.54k,51.47662u
,,521.6k,51.92867u
,,521.66k,48.27346u
,,521.72k,48.57931u
,,521.78k,58.21333u
,,521.84k,58.82032u
,,521.9k,51.80104u
,,521.96k,44.10799u
,,522.02k,50.37956u
,,522.08k,58.20513u
,,522.14k,55.17401u
,,522.2k,51.60923u
,,522.26k,48.07498u
,,522.32k,48.10811u
,,522.38k,50.0603u
,,522.44k,51.51218u
,,522.5k,49.77543u
,,522.56k,52.86975u
,,522.62k,53.78263u
,,522.68k,54.32255u
,,522.74k,54.84971u
,,522.8k,57.65009u
,,522.86k,46.49199u
,,522.92k,48.08516u
,,522.98k,52.98063u
,,523.04k,49.71876u
,,523.1k,48.77551u
,,523.16k,46.03685u
,,523.22k,49.80438u
,,523.28k,53.68541u
,,523.34k,51.88649u
,,523.4k,55.47315u
,,523.46k,50.21778u
,,523.52k,52.55019u
,,523.58k,56.61319u
,,523.64k,61.25706u
,,523.7k,54.46352u
,,523.76k,55.10635u
,,523.82k,62.5727u
,,523.88k,57.9187u
,,523.94k,63.7511u
,,524k,64.1797u
,,524.06k,62.43468u
,,524.12k,53.82839u
,,524.18k,54.46822u
,,524.24k,60.37982u
,,524.3k,64.04658u
,,524.36k,49.19526u
,,524.42k,54.49934u
,,524.48k,57.07792u
,,524.54k,59.98512u
,,524.6k,67.70915u
,,524.66k,61.92652u
,,524.72k,54.90127u
,,524.78k,59.80225u
,,524.84k,51.58389u
,,524.9k,59.35661u
,,524.96k,68.932u
,,525.02k,63.68935u
,,525.08k,60.44406u
,,525.14k,63.14144u
,,525.2k,60.19381u
,,525.26k,66.44316u
,,525.32k,64.08233u
,,525.38k,65.08704u
,,525.44k,65.30425u
,,525.5k,59.48948u
,,525.56k,61.69018u
,,525.62k,62.44074u
,,525.68k,66.58633u
,,525.74k,70.19399u
,,525.8k,70.18717u
,,525.86k,69.94511u
,,525.92k,66.05531u
,,525.98k,61.16173u
,,526.04k,69.38922u
,,526.1k,69.49676u
,,526.16k,71.22729u
,,526.22k,66.67894u
,,526.28k,72.50325u
,,526.34k,78.38218u
,,526.4k,77.84935u
,,526.46k,77.96829u
,,526.52k,71.83078u
,,526.58k,74.19596u
,,526.64k,73.92916u
,,526.7k,74.11279u
,,526.76k,62.14866u
,,526.82k,70.67622u
,,526.88k,70.21744u
,,526.94k,79.11344u
,,527k,76.85349u
,,527.06k,76.95951u
,,527.12k,70.64747u
,,527.18k,76.51776u
,,527.24k,80.49688u
,,527.3k,78.20242u
,,527.36k,77.91564u
,,527.42k,75.4564u
,,527.48k,73.23274u
,,527.54k,79.2262u
,,527.6k,81.55781u
,,527.66k,72.34318u
,,527.72k,81.92182u
,,527.78k,82.90952u
,,527.84k,79.62412u
,,527.9k,86.37967u
,,527.96k,82.30788u
,,528.02k,90.35029u
,,528.08k,82.81187u
,,528.14k,81.07585u
,,528.2k,91.59744u
,,528.26k,87.81258u
,,528.32k,84.30316u
,,528.38k,88.435u
,,528.44k,94.28039u
,,528.5k,96.58891u
,,528.56k,97.35357u
,,528.62k,98.5192u
,,528.68k,94.68672u
,,528.74k,99.99244u
,,528.8k,101u
,,528.86k,109.1907u
,,528.92k,101.3267u
,,528.98k,99.31476u
,,529.04k,96.52979u
,,529.1k,101.9393u
,,529.16k,96.94109u
,,529.22k,97.88831u
,,529.28k,99.72439u
,,529.34k,100.0303u
,,529.4k,101.6245u
,,529.46k,100.1081u
,,529.52k,107.921u
,,529.58k,101.6023u
,,529.64k,94.91432u
,,529.7k,103.5912u
,,529.76k,111.2901u
,,529.82k,106.2321u
,,529.88k,92.26763u
,,529.94k,92.53847u
,,530k,109.236u
,,530.06k,106.9082u
,,530.12k,105.2884u
,,530.18k,108.6676u
,,530.24k,102.8583u
,,530.3k,103.539u
,,530.36k,111.2853u
,,530.42k,109.5494u
,,530.48k,114.3264u
,,530.54k,104.4692u
,,530.6k,97.58837u
,,530.66k,101.6923u
,,530.72k,114.0594u
,,530.78k,105.6325u
,,530.84k,97.06041u
,,530.9k,103.4825u
,,530.96k,113.285u
,,531.02k,113.6185u
,,531.08k,105.7655u
,,531.14k,101.97u
,,531.2k,115.4081u
,,531.26k,102.8667u
,,531.32k,99.0234u
,,531.38k,104.2429u
,,531.44k,117.3198u
,,531.5k,113.2555u
,,531.56k,112.8922u
,,531.62k,118.3285u
,,531.68k,118.0431u
,,531.74k,114.7509u
,,531.8k,120.8976u
,,531.86k,128.3716u
,,531.92k,130.5192u
,,531.98k,125.6327u
,,532.04k,117.2344u
,,532.1k,124.251u
,,532.16k,121.8459u
,,532.22k,115.1451u
,,532.28k,129.8182u
,,532.34k,143.4763u
,,532.4k,138.9295u
,,532.46k,120.813u
,,532.52k,125.7199u
,,532.58k,126.326u
,,532.64k,130.106u
,,532.7k,136.336u
,,532.76k,141.9803u
,,532.82k,147.2533u
,,532.88k,130.0542u
,,532.94k,135.4246u
,,533k,136.6975u
,,533.06k,136.815u
,,533.12k,138.7246u
,,533.18k,140.1914u
,,533.24k,145.8938u
,,533.3k,142.331u
,,533.36k,141.7048u
,,533.42k,134.878u
,,533.48k,131.7784u
,,533.54k,143.6644u
,,533.6k,148.2718u
,,533.66k,144.0937u
,,533.72k,151.7098u
,,533.78k,168.7572u
,,533.84k,165.8715u
,,533.9k,148.0681u
,,533.96k,140.7783u
,,534.02k,137.7688u
,,534.08k,157.4541u
,,534.14k,159.9162u
,,534.2k,153.0255u
,,534.26k,150.0895u
,,534.32k,155.636u
,,534.38k,146.4032u
,,534.44k,140.6413u
,,534.5k,156.9583u
,,534.56k,150.7675u
,,534.62k,154.1178u
,,534.68k,159.4242u
,,534.74k,143.7059u
,,534.8k,148.208u
,,534.86k,156.6847u
,,534.92k,161.5113u
,,534.98k,162.7056u
,,535.04k,167.423u
,,535.1k,162.1369u
,,535.16k,155.2405u
,,535.22k,161.7114u
,,535.28k,151.6913u
,,535.34k,150.8459u
,,535.4k,158.8517u
,,535.46k,152.721u
,,535.52k,160.8922u
,,535.58k,164.2066u
,,535.64k,157.7002u
,,535.7k,157.7035u
,,535.76k,167.268u
,,535.82k,156.924u
,,535.88k,165.4463u
,,535.94k,163.5383u
,,536k,156.015u
,,536.06k,163.4656u
,,536.12k,174.1528u
,,536.18k,174.5168u
,,536.24k,166.8599u
,,536.3k,159.1443u
,,536.36k,159.7605u
,,536.42k,166.8642u
,,536.48k,167.2755u
,,536.54k,166.0206u
,,536.6k,166.7406u
,,536.66k,163.9656u
,,536.72k,165.8377u
,,536.78k,156.7715u
,,536.84k,168.7469u
,,536.9k,176.6614u
,,536.96k,161.1442u
,,537.02k,168.4581u
,,537.08k,170.6104u
,,537.14k,155.9766u
,,537.2k,161.033u
,,537.26k,157.6934u
,,537.32k,159.1867u
,,537.38k,166.2774u
,,537.44k,167.2531u
,,537.5k,162.1025u
,,537.56k,164.4663u
,,537.62k,153.6014u
,,537.68k,167.6033u
,,537.74k,180.2856u
,,537.8k,177.1327u
,,537.86k,172.171u
,,537.92k,165.4124u
,,537.98k,165.2347u
,,538.04k,159.2863u
,,538.1k,160.9839u
,,538.16k,170.9992u
,,538.22k,173.8646u
,,538.28k,173.3874u
,,538.34k,171.9051u
,,538.4k,174.9768u
,,538.46k,167.9516u
,,538.52k,169.7943u
,,538.58k,169.1207u
,,538.64k,160.583u
,,538.7k,170.7509u
,,538.76k,179.5383u
,,538.82k,189.9654u
,,538.88k,183.8156u
,,538.94k,166.4113u
,,539k,166.5873u
,,539.06k,170.1932u
,,539.12k,178.2574u
,,539.18k,185.52u
,,539.24k,171.5449u
,,539.3k,169.3068u
,,539.36k,180.9043u
,,539.42k,181.5727u
,,539.48k,187.0032u
,,539.54k,183.6553u
,,539.6k,173.9941u
,,539.66k,183.5058u
,,539.72k,190.0992u
,,539.78k,180.4878u
,,539.84k,176.2722u
,,539.9k,185.019u
,,539.96k,188.2829u
,,540.02k,184.5101u
,,540.08k,192.4587u
,,540.14k,195.8447u
,,540.2k,196.0409u
,,540.26k,186.1422u
,,540.32k,181.6422u
,,540.38k,188.1815u
,,540.44k,197.8928u
,,540.5k,195.0141u
,,540.56k,195.9229u
,,540.62k,193.4364u
,,540.68k,185.1077u
,,540.74k,185.6239u
,,540.8k,184.1826u
,,540.86k,198.1661u
,,540.92k,192.0616u
,,540.98k,180.2669u
,,541.04k,183.3031u
,,541.1k,189.1206u
,,541.16k,183.9106u
,,541.22k,195.7595u
,,541.28k,192.5045u
,,541.34k,190.6059u
,,541.4k,199.8968u
,,541.46k,201.0771u
,,541.52k,200.6154u
,,541.58k,203.6611u
,,541.64k,201.2568u
,,541.7k,202.7419u
,,541.76k,200.9702u
,,541.82k,201.4436u
,,541.88k,197.649u
,,541.94k,200.8602u
,,542k,198.084u
,,542.06k,204.8558u
,,542.12k,217.3286u
,,542.18k,203.6799u
,,542.24k,206.1828u
,,542.3k,197.2818u
,,542.36k,202.5937u
,,542.42k,207.3582u
,,542.48k,213.2628u
,,542.54k,221.5378u
,,542.6k,207.2008u
,,542.66k,204.774u
,,542.72k,208.2016u
,,542.78k,207.9104u
,,542.84k,209.3927u
,,542.9k,212.5168u
,,542.96k,214.4014u
,,543.02k,207.3284u
,,543.08k,207.192u
,,543.14k,211.0043u
,,543.2k,205.9374u
,,543.26k,211.1195u
,,543.32k,216.1092u
,,543.38k,205.5029u
,,543.44k,201.6926u
,,543.5k,207.8684u
,,543.56k,215.9261u
,,543.62k,209.0883u
,,543.68k,225.3107u
,,543.74k,218.2232u
,,543.8k,208.8352u
,,543.86k,209.2164u
,,543.92k,210.3701u
,,543.98k,203.3869u
,,544.04k,211.3231u
,,544.1k,221.7239u
,,544.16k,228.7414u
,,544.22k,228.6151u
,,544.28k,235.0486u
,,544.34k,226.6578u
,,544.4k,223.3976u
,,544.46k,230.8913u
,,544.52k,226.6094u
,,544.58k,216.8077u
,,544.64k,217.1904u
,,544.7k,220.0732u
,,544.76k,217.1469u
,,544.82k,220.9349u
,,544.88k,224.5841u
,,544.94k,244.6841u
,,545k,233.93u
,,545.06k,222.4612u
,,545.12k,231.0948u
,,545.18k,238.4224u
,,545.24k,222.0902u
,,545.3k,216.385u
,,545.36k,216.4826u
,,545.42k,219.7487u
,,545.48k,230.6585u
,,545.54k,234.7441u
,,545.6k,230.3988u
,,545.66k,228.9422u
,,545.72k,237.5988u
,,545.78k,238.3022u
,,545.84k,236.8778u
,,545.9k,255.5946u
,,545.96k,241.5433u
,,546.02k,250.1847u
,,546.08k,247.1897u
,,546.14k,243.607u
,,546.2k,228.0237u
,,546.26k,227.3181u
,,546.32k,237.2565u
,,546.38k,250.016u
,,546.44k,244.1821u
,,546.5k,239.9356u
,,546.56k,247.6646u
,,546.62k,253.0432u
,,546.68k,262.9696u
,,546.74k,255.9767u
,,546.8k,256.7716u
,,546.86k,255.2446u
,,546.92k,263.5878u
,,546.98k,269.7916u
,,547.04k,267.6468u
,,547.1k,261.273u
,,547.16k,269.52u
,,547.22k,277.203u
,,547.28k,281.9878u
,,547.34k,274.0224u
,,547.4k,275.138u
,,547.46k,289.2394u
,,547.52k,285.8978u
,,547.58k,268.9239u
,,547.64k,276.9192u
,,547.7k,280.4747u
,,547.76k,283.5839u
,,547.82k,283.8853u
,,547.88k,297.092u
,,547.94k,286.1798u
,,548k,305.856u
,,548.06k,310.9061u
,,548.12k,312.2373u
,,548.18k,301.4347u
,,548.24k,298.7095u
,,548.3k,315.6667u
,,548.36k,305.9808u
,,548.42k,315.3671u
,,548.48k,309.9965u
,,548.54k,306.7882u
,,548.6k,307.9559u
,,548.66k,297.2926u
,,548.72k,311.0461u
,,548.78k,317.9255u
,,548.84k,311.7384u
,,548.9k,316.2718u
,,548.96k,324.0521u
,,549.02k,323.4282u
,,549.08k,328.7219u
,,549.14k,312.7102u
,,549.2k,317.7473u
,,549.26k,326.2941u
,,549.32k,328.7928u
,,549.38k,309.7775u
,,549.44k,315.9049u
,,549.5k,322.2392u
,,549.56k,321.1033u
,,549.62k,318.5667u
,,549.68k,349.6747u
,,549.74k,340.5832u
,,549.8k,338.2048u
,,549.86k,345.5014u
,,549.92k,342.2984u
,,549.98k,342.6119u
,,550.04k,343.8377u
,,550.1k,354.399u
,,550.16k,355.7245u
,,550.22k,349.9106u
,,550.28k,345.0352u
,,550.34k,346.5718u
,,550.4k,339.5523u
,,550.46k,354.0179u
,,550.52k,353.3486u
,,550.58k,343.0842u
,,550.64k,356.2053u
,,550.7k,363.1684u
,,550.76k,354.9621u
,,550.82k,358.2696u
,,550.88k,361.7578u
,,550.94k,351.5145u
,,551k,356.9754u
,,551.06k,367.08u
,,551.12k,356.7525u
,,551.18k,354.4802u
,,551.24k,344.6838u
,,551.3k,358.7319u
,,551.36k,359.7999u
,,551.42k,367.8902u
,,551.48k,383.1052u
,,551.54k,372.233u
,,551.6k,370.1685u
,,551.66k,362.6145u
,,551.72k,356.5489u
,,551.78k,371.1535u
,,551.84k,370.9828u
,,551.9k,362.8578u
,,551.96k,357.0849u
,,552.02k,367.232u
,,552.08k,372.6367u
,,552.14k,363.2641u
,,552.2k,357.1311u
,,552.26k,348.8161u
,,552.32k,333.2129u
,,552.38k,372.4479u
,,552.44k,384.0856u
,,552.5k,350.272u
,,552.56k,349.2059u
,,552.62k,369.9945u
,,552.68k,342.1268u
,,552.74k,339.162u
,,552.8k,344.3866u
,,552.86k,345.427u
,,552.92k,351.6385u
,,552.98k,349.9705u
,,553.04k,366.4309u
,,553.1k,352.3305u
,,553.16k,349.2899u
,,553.22k,335.71u
,,553.28k,337.1253u
,,553.34k,338.3457u
,,553.4k,344.8407u
,,553.46k,317.4647u
,,553.52k,325.6808u
,,553.58k,327.1786u
,,553.64k,341.4513u
,,553.7k,336.461u
,,553.76k,318.7749u
,,553.82k,324.5558u
,,553.88k,317.3502u
,,553.94k,327.0908u
,,554k,334.1152u
,,554.06k,323.4311u
,,554.12k,310.8609u
,,554.18k,310.1948u
,,554.24k,311.7678u
,,554.3k,304.0114u
,,554.36k,323.293u
,,554.42k,322.4381u
,,554.48k,317.3757u
,,554.54k,312.166u
,,554.6k,306.6214u
,,554.66k,297.7968u
,,554.72k,295.1447u
,,554.78k,286.1781u
,,554.84k,295.2695u
,,554.9k,295.4363u
,,554.96k,299.5157u
,,555.02k,300.7065u
,,555.08k,277.8297u
,,555.14k,287.5778u
,,555.2k,286.0236u
,,555.26k,296.7141u
,,555.32k,294.162u
,,555.38k,279.7681u
,,555.44k,270.8116u
,,555.5k,273.546u
,,555.56k,277.9062u
,,555.62k,276.7746u
,,555.68k,282.0081u
,,555.74k,280.0111u
,,555.8k,287.0003u
,,555.86k,279.4223u
,,555.92k,265.4569u
,,555.98k,280.1561u
,,556.04k,288.1618u
,,556.1k,279.8029u
,,556.16k,279.5275u
,,556.22k,285.5423u
,,556.28k,288.7786u
,,556.34k,280.9146u
,,556.4k,261.7485u
,,556.46k,281.5146u
,,556.52k,283.9787u
,,556.58k,268.2128u
,,556.64k,263.2001u
,,556.7k,253.0361u
,,556.76k,249.9806u
,,556.82k,260.9854u
,,556.88k,259.6172u
,,556.94k,258.0483u
,,557k,254.078u
,,557.06k,260.7707u
,,557.12k,267.4289u
,,557.18k,272.2975u
,,557.24k,260.3682u
,,557.3k,261.3273u
,,557.36k,260.0424u
,,557.42k,272.9441u
,,557.48k,256.7642u
,,557.54k,251.8671u
,,557.6k,250.7893u
,,557.66k,247.8811u
,,557.72k,252.7844u
,,557.78k,241.2372u
,,557.84k,239.9016u
,,557.9k,243.0859u
,,557.96k,258.6352u
,,558.02k,259.2092u
,,558.08k,251.2942u
,,558.14k,255.3176u
,,558.2k,256.8325u
,,558.26k,247.9843u
,,558.32k,231.4461u
,,558.38k,240.2953u
,,558.44k,239.5563u
,,558.5k,236.9688u
,,558.56k,232.2464u
,,558.62k,239.014u
,,558.68k,236.0448u
,,558.74k,232.7434u
,,558.8k,236.0676u
,,558.86k,233.3278u
,,558.92k,235.6194u
,,558.98k,226.4282u
,,559.04k,216.6949u
,,559.1k,217.0742u
,,559.16k,223.2647u
,,559.22k,218.5445u
,,559.28k,221.0055u
,,559.34k,221.5503u
,,559.4k,206.0267u
,,559.46k,214.1752u
,,559.52k,228.8136u
,,559.58k,231.7267u
,,559.64k,218.3574u
,,559.7k,209.2059u
,,559.76k,218.1547u
,,559.82k,205.2342u
,,559.88k,205.119u
,,559.94k,207.4589u
,,560k,216.2897u
,,560.06k,201.9822u
,,560.12k,204.3709u
,,560.18k,216.6911u
,,560.24k,214.6782u
,,560.3k,205.7012u
,,560.36k,193.402u
,,560.42k,200.1714u
,,560.48k,216.977u
,,560.54k,214.0613u
,,560.6k,206.8343u
,,560.66k,216.5705u
,,560.72k,221.5045u
,,560.78k,215.7716u
,,560.84k,218.5918u
,,560.9k,229.3459u
,,560.96k,228.7792u
,,561.02k,230.323u
,,561.08k,229.9385u
,,561.14k,220.8833u
,,561.2k,217.384u
,,561.26k,222.0198u
,,561.32k,214.8615u
,,561.38k,217.3561u
,,561.44k,232.9772u
,,561.5k,237.2454u
,,561.56k,233.6281u
,,561.62k,242.8344u
,,561.68k,249.1247u
,,561.74k,242.9682u
,,561.8k,239.9126u
,,561.86k,244.9041u
,,561.92k,252.4151u
,,561.98k,259.2543u
,,562.04k,259.9128u
,,562.1k,248.0806u
,,562.16k,251.3119u
,,562.22k,253.0787u
,,562.28k,252.659u
,,562.34k,250.3642u
,,562.4k,246.2916u
,,562.46k,250.5119u
,,562.52k,249.6435u
,,562.58k,243.468u
,,562.64k,257.3498u
,,562.7k,263.363u
,,562.76k,270.5606u
,,562.82k,263.3278u
,,562.88k,262.6739u
,,562.94k,255.9635u
,,563k,258.4431u
,,563.06k,254.3754u
,,563.12k,252.4623u
,,563.18k,252.968u
,,563.24k,249.9145u
,,563.3k,255.1488u
,,563.36k,260.1338u
,,563.42k,266.1326u
,,563.48k,272.3505u
,,563.54k,270.3304u
,,563.6k,268.9864u
,,563.66k,269.6866u
,,563.72k,281.3671u
,,563.78k,277.8988u
,,563.84k,274.9185u
,,563.9k,278.0894u
,,563.96k,262.1318u
,,564.02k,266.9921u
,,564.08k,271.2574u
,,564.14k,287.8548u
,,564.2k,288.669u
,,564.26k,267.9128u
,,564.32k,273.2238u
,,564.38k,273.9404u
,,564.44k,275.4224u
,,564.5k,277.1084u
,,564.56k,272.585u
