"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,505.4k,124.0848u
,,505.46k,127.9886u
,,505.52k,127.5603u
,,505.58k,125.3224u
,,505.64k,119.7708u
,,505.7k,118.5441u
,,505.76k,118.8451u
,,505.82k,119.3455u
,,505.88k,114.4165u
,,505.94k,113.0199u
,,506k,116.7604u
,,506.06k,119.2147u
,,506.12k,117.3705u
,,506.18k,118.3487u
,,506.24k,115.8525u
,,506.3k,109.3866u
,,506.36k,106.948u
,,506.42k,108.3655u
,,506.48k,106.6477u
,,506.54k,114.8534u
,,506.6k,113.5403u
,,506.66k,112.9352u
,,506.72k,110.0007u
,,506.78k,95.77019u
,,506.84k,96.25966u
,,506.9k,108.1295u
,,506.96k,108.1279u
,,507.02k,104.1817u
,,507.08k,99.35542u
,,507.14k,104.3166u
,,507.2k,100.151u
,,507.26k,98.69381u
,,507.32k,95.14389u
,,507.38k,92.97177u
,,507.44k,98.51065u
,,507.5k,95.64731u
,,507.56k,102.0682u
,,507.62k,101.7981u
,,507.68k,96.90654u
,,507.74k,95.4203u
,,507.8k,92.29624u
,,507.86k,88.93404u
,,507.92k,98.6521u
,,507.98k,96.96976u
,,508.04k,100.5797u
,,508.1k,96.72019u
,,508.16k,89.65662u
,,508.22k,80.98708u
,,508.28k,86.6093u
,,508.34k,92.95436u
,,508.4k,80.70131u
,,508.46k,86.62666u
,,508.52k,83.96521u
,,508.58k,80.03125u
,,508.64k,80.02476u
,,508.7k,81.55691u
,,508.76k,83.31087u
,,508.82k,91.63256u
,,508.88k,82.70616u
,,508.94k,86.73699u
,,509k,81.21424u
,,509.06k,73.28015u
,,509.12k,78.76142u
,,509.18k,82.58355u
,,509.24k,79.44424u
,,509.3k,77.26554u
,,509.36k,85.11349u
,,509.42k,75.12728u
,,509.48k,68.89184u
,,509.54k,74.61404u
,,509.6k,74.29091u
,,509.66k,81.82777u
,,509.72k,75.75778u
,,509.78k,71.61479u
,,509.84k,80.37101u
,,509.9k,71.22959u
,,509.96k,70.30868u
,,510.02k,76.26232u
,,510.08k,68.52927u
,,510.14k,63.72889u
,,510.2k,66.33378u
,,510.26k,74.57549u
,,510.32k,72.45239u
,,510.38k,69.6595u
,,510.44k,71.44882u
,,510.5k,74.65928u
,,510.56k,68.92855u
,,510.62k,66.90769u
,,510.68k,70.05021u
,,510.74k,69.02807u
,,510.8k,65.97278u
,,510.86k,66.20598u
,,510.92k,64.19901u
,,510.98k,53.4427u
,,511.04k,62.28025u
,,511.1k,59.65017u
,,511.16k,61.28233u
,,511.22k,66.4524u
,,511.28k,57.83184u
,,511.34k,59.49349u
,,511.4k,63.50184u
,,511.46k,60.6169u
,,511.52k,69.1224u
,,511.58k,68.36965u
,,511.64k,62.9364u
,,511.7k,58.97552u
,,511.76k,61.02689u
,,511.82k,55.60529u
,,511.88k,57.31281u
,,511.94k,59.90209u
,,512k,53.42097u
,,512.06k,54.0266u
,,512.12k,58.67922u
,,512.18k,56.66811u
,,512.24k,54.14276u
,,512.3k,60.36372u
,,512.36k,52.12833u
,,512.42k,57.09942u
,,512.48k,59.26049u
,,512.54k,54.09752u
,,512.6k,52.02697u
,,512.66k,53.32841u
,,512.72k,51.45361u
,,512.78k,48.20678u
,,512.84k,51.26335u
,,512.9k,53.67299u
,,512.96k,54.67391u
,,513.02k,47.21026u
,,513.08k,43.53169u
,,513.14k,49.80918u
,,513.2k,54.39986u
,,513.26k,58.34636u
,,513.32k,55.6206u
,,513.38k,50.99464u
,,513.44k,41.24283u
,,513.5k,41.31651u
,,513.56k,39.22304u
,,513.62k,42.77161u
,,513.68k,44.18298u
,,513.74k,46.92074u
,,513.8k,49.73781u
,,513.86k,40.82591u
,,513.92k,35.89189u
,,513.98k,40.54033u
,,514.04k,42.15534u
,,514.1k,45.38171u
,,514.16k,46.7054u
,,514.22k,48.79952u
,,514.28k,37.69378u
,,514.34k,35.86887u
,,514.4k,38.79338u
,,514.46k,39.54334u
,,514.52k,43.13535u
,,514.58k,43.33001u
,,514.64k,40.34687u
,,514.7k,48.86673u
,,514.76k,51.27782u
,,514.82k,42.1909u
,,514.88k,38.07799u
,,514.94k,37.99721u
,,515k,40.87343u
,,515.06k,43.05827u
,,515.12k,39.21921u
,,515.18k,40.75424u
,,515.24k,40.07711u
,,515.3k,32.3522u
,,515.36k,39.14551u
,,515.42k,43.47649u
,,515.48k,39.40855u
,,515.54k,37.03652u
,,515.6k,42.17467u
,,515.66k,38.11829u
,,515.72k,43.62269u
,,515.78k,43.26228u
,,515.84k,34.96138u
,,515.9k,39.78437u
,,515.96k,42.94582u
,,516.02k,38.64095u
,,516.08k,37.16489u
,,516.14k,34.20471u
,,516.2k,38.82297u
,,516.26k,39.87189u
,,516.32k,32.40509u
,,516.38k,34.09263u
,,516.44k,30.70966u
,,516.5k,29.18897u
,,516.56k,37.63632u
,,516.62k,26.80256u
,,516.68k,26.29343u
,,516.74k,40.08245u
,,516.8k,40.05238u
,,516.86k,36.37439u
,,516.92k,36.65632u
,,516.98k,42.53174u
,,517.04k,34.51911u
,,517.1k,31.61505u
,,517.16k,37.32852u
,,517.22k,38.57201u
,,517.28k,37.69388u
,,517.34k,35.39428u
,,517.4k,34.33657u
,,517.46k,26.96383u
,,517.52k,29.31754u
,,517.58k,35.02305u
,,517.64k,30.29084u
,,517.7k,28.82122u
,,517.76k,33.04681u
,,517.82k,34.05158u
,,517.88k,38.36959u
,,517.94k,32.12193u
,,518k,29.86355u
,,518.06k,37.35352u
,,518.12k,37.82549u
,,518.18k,32.78579u
,,518.24k,25.74909u
,,518.3k,27.45606u
,,518.36k,29.37404u
,,518.42k,32.08386u
,,518.48k,40.17919u
,,518.54k,32.59897u
,,518.6k,26.02624u
,,518.66k,26.46805u
,,518.72k,27.33596u
,,518.78k,25.25346u
,,518.84k,22.30441u
,,518.9k,31.54186u
,,518.96k,25.08187u
,,519.02k,30.8114u
,,519.08k,33.01774u
,,519.14k,39.9269u
,,519.2k,40.57573u
,,519.26k,32.01067u
,,519.32k,32.55639u
,,519.38k,33.93155u
,,519.44k,32.53676u
,,519.5k,32.60465u
,,519.56k,27.95742u
,,519.62k,37.27169u
,,519.68k,33.34986u
,,519.74k,26.45049u
,,519.8k,36.25526u
,,519.86k,35.26894u
,,519.92k,29.03744u
,,519.98k,22.56828u
,,520.04k,29.15148u
,,520.1k,35.04387u
,,520.16k,36.86347u
,,520.22k,36.95798u
,,520.28k,37.23058u
,,520.34k,36.00133u
,,520.4k,38.3018u
,,520.46k,33.28579u
,,520.52k,20.77958u
,,520.58k,24.11594u
,,520.64k,27.33581u
,,520.7k,29.1314u
,,520.76k,34.24498u
,,520.82k,36.59106u
,,520.88k,32.52793u
,,520.94k,27.35785u
,,521k,29.74375u
,,521.06k,30.29092u
,,521.12k,30.83212u
,,521.18k,22.14248u
,,521.24k,23.04068u
,,521.3k,27.27719u
,,521.36k,33.49862u
,,521.42k,30.5032u
,,521.48k,28.74453u
,,521.54k,31.48029u
,,521.6k,33.23571u
,,521.66k,36.46069u
,,521.72k,31.78385u
,,521.78k,35.77879u
,,521.84k,40.27528u
,,521.9k,33.5272u
,,521.96k,36.61482u
,,522.02k,34.49891u
,,522.08k,35.1131u
,,522.14k,27.533u
,,522.2k,25.70498u
,,522.26k,30.19055u
,,522.32k,26.28124u
,,522.38k,34.58171u
,,522.44k,30.00219u
,,522.5k,36.62595u
,,522.56k,40.18029u
,,522.62k,30.18531u
,,522.68k,24.60064u
,,522.74k,32.61893u
,,522.8k,34.10966u
,,522.86k,32.38639u
,,522.92k,28.37568u
,,522.98k,27.14617u
,,523.04k,25.64669u
,,523.1k,31.23194u
,,523.16k,38.91511u
,,523.22k,37.82883u
,,523.28k,36.2236u
,,523.34k,28.34281u
,,523.4k,24.29077u
,,523.46k,27.60209u
,,523.52k,32.12133u
,,523.58k,36.00567u
,,523.64k,33.21262u
,,523.7k,27.87741u
,,523.76k,28.53556u
,,523.82k,29.40629u
,,523.88k,26.26455u
,,523.94k,32.4091u
,,524k,29.71714u
,,524.06k,29.29471u
,,524.12k,26.26252u
,,524.18k,35.24976u
,,524.24k,41.37344u
,,524.3k,36.83691u
,,524.36k,39.09053u
,,524.42k,28.09776u
,,524.48k,30.31389u
,,524.54k,27.4935u
,,524.6k,30.16476u
,,524.66k,26.35887u
,,524.72k,33.02003u
,,524.78k,34.53057u
,,524.84k,26.8625u
,,524.9k,31.08429u
,,524.96k,31.99696u
,,525.02k,32.67294u
,,525.08k,32.32602u
,,525.14k,31.05179u
,,525.2k,33.90273u
,,525.26k,28.07774u
,,525.32k,30.66053u
,,525.38k,30.91493u
,,525.44k,34.44557u
,,525.5k,36.05089u
,,525.56k,38.1043u
,,525.62k,25.56711u
,,525.68k,40.65744u
,,525.74k,33.23576u
,,525.8k,27.09717u
,,525.86k,29.10786u
,,525.92k,30.46379u
,,525.98k,34.35626u
,,526.04k,27.85647u
,,526.1k,35.54278u
,,526.16k,35.58902u
,,526.22k,35.50919u
,,526.28k,35.20996u
,,526.34k,33.02181u
,,526.4k,35.68511u
,,526.46k,24.07735u
,,526.52k,27.65872u
,,526.58k,29.73036u
,,526.64k,26.698u
,,526.7k,25.63761u
,,526.76k,26.96028u
,,526.82k,34.4207u
,,526.88k,34.18176u
,,526.94k,30.95093u
,,527k,34.11972u
,,527.06k,31.83017u
,,527.12k,31.77719u
,,527.18k,42.38674u
,,527.24k,44.84711u
,,527.3k,39.38369u
,,527.36k,26.47041u
,,527.42k,28.17654u
,,527.48k,32.701u
,,527.54k,34.41996u
,,527.6k,37.33383u
,,527.66k,35.06199u
,,527.72k,41.39805u
,,527.78k,41.8552u
,,527.84k,41.83261u
,,527.9k,41.81189u
,,527.96k,36.97531u
,,528.02k,41.08407u
,,528.08k,42.76643u
,,528.14k,44.2843u
,,528.2k,38.13746u
,,528.26k,32.49904u
,,528.32k,37.08905u
,,528.38k,35.10607u
,,528.44k,41.88593u
,,528.5k,36.55505u
,,528.56k,38.77582u
,,528.62k,43.89129u
,,528.68k,45.30624u
,,528.74k,43.83886u
,,528.8k,40.45071u
,,528.86k,39.97013u
,,528.92k,37.29792u
,,528.98k,39.38917u
,,529.04k,33.12983u
,,529.1k,41.41547u
,,529.16k,40.0622u
,,529.22k,38.56111u
,,529.28k,51.82624u
,,529.34k,53.90924u
,,529.4k,47.96353u
,,529.46k,35.85621u
,,529.52k,38.73528u
,,529.58k,42.33054u
,,529.64k,46.37039u
,,529.7k,43.26883u
,,529.76k,46.85327u
,,529.82k,53.30328u
,,529.88k,46.08941u
,,529.94k,37.87547u
,,530k,40.21556u
,,530.06k,37.89597u
,,530.12k,51.7805u
,,530.18k,44.50049u
,,530.24k,38.03095u
,,530.3k,36.02578u
,,530.36k,38.9482u
,,530.42k,47.39524u
,,530.48k,28.0232u
,,530.54k,28.60178u
,,530.6k,35.3358u
,,530.66k,47.4306u
,,530.72k,44.08448u
,,530.78k,42.29763u
,,530.84k,41.80051u
,,530.9k,37.2528u
,,530.96k,40.55508u
,,531.02k,41.37818u
,,531.08k,44.62672u
,,531.14k,44.54137u
,,531.2k,40.70205u
,,531.26k,41.10363u
,,531.32k,42.18427u
,,531.38k,57.86964u
,,531.44k,39.25166u
,,531.5k,40.10854u
,,531.56k,43.87648u
,,531.62k,34.81791u
,,531.68k,39.21318u
,,531.74k,44.51908u
,,531.8k,46.35095u
,,531.86k,38.77588u
,,531.92k,34.8084u
,,531.98k,45.72695u
,,532.04k,34.10267u
,,532.1k,43.12791u
,,532.16k,47.34809u
,,532.22k,49.12671u
,,532.28k,51.96407u
,,532.34k,55.71777u
,,532.4k,44.96033u
,,532.46k,42.06928u
,,532.52k,45.63353u
,,532.58k,51.69434u
,,532.64k,54.92806u
,,532.7k,48.6671u
,,532.76k,52.91609u
,,532.82k,54.97009u
,,532.88k,50.06425u
,,532.94k,52.74647u
,,533k,57.65277u
,,533.06k,54.51508u
,,533.12k,54.5626u
,,533.18k,49.96207u
,,533.24k,45.74103u
,,533.3k,35.14521u
,,533.36k,41.60573u
,,533.42k,53.35015u
,,533.48k,44.75167u
,,533.54k,34.8002u
,,533.6k,35.65982u
,,533.66k,50.01606u
,,533.72k,58.1959u
,,533.78k,57.96004u
,,533.84k,50.71599u
,,533.9k,43.90468u
,,533.96k,55.8212u
,,534.02k,52.97498u
,,534.08k,40.96411u
,,534.14k,43.02242u
,,534.2k,52.94482u
,,534.26k,50.41258u
,,534.32k,52.36349u
,,534.38k,56.26609u
,,534.44k,51.53103u
,,534.5k,40.57716u
,,534.56k,49.38517u
,,534.62k,64.79807u
,,534.68k,57.80977u
,,534.74k,48.93709u
,,534.8k,57.07495u
,,534.86k,63.09828u
,,534.92k,52.92241u
,,534.98k,52.88364u
,,535.04k,48.65762u
,,535.1k,48.87918u
,,535.16k,53.42783u
,,535.22k,49.70258u
,,535.28k,57.13869u
,,535.34k,59.5743u
,,535.4k,49.98247u
,,535.46k,38.56372u
,,535.52k,42.85897u
,,535.58k,45.25261u
,,535.64k,45.64503u
,,535.7k,47.51197u
,,535.76k,61.75591u
,,535.82k,55.66661u
,,535.88k,57.371u
,,535.94k,50.81082u
,,536k,47.07861u
,,536.06k,52.12344u
,,536.12k,63.67915u
,,536.18k,55.05904u
,,536.24k,54.0274u
,,536.3k,52.03301u
,,536.36k,52.55981u
,,536.42k,59.97345u
,,536.48k,62.41386u
,,536.54k,62.14164u
,,536.6k,57.59142u
,,536.66k,52.84016u
,,536.72k,58.24106u
,,536.78k,54.5932u
,,536.84k,62.67487u
,,536.9k,60.26599u
,,536.96k,69.67299u
,,537.02k,72.82584u
,,537.08k,63.42071u
,,537.14k,60.26662u
,,537.2k,59.18826u
,,537.26k,43.91992u
,,537.32k,40.28536u
,,537.38k,40.97696u
,,537.44k,42.06312u
,,537.5k,43.88524u
,,537.56k,48.8487u
,,537.62k,50.60998u
,,537.68k,62.24479u
,,537.74k,56.85969u
,,537.8k,60.78871u
,,537.86k,68.53545u
,,537.92k,62.3508u
,,537.98k,44.14637u
,,538.04k,48.39829u
,,538.1k,57.82249u
,,538.16k,51.93395u
,,538.22k,54.42567u
,,538.28k,46.46151u
,,538.34k,58.53704u
,,538.4k,54.86982u
,,538.46k,62.08497u
,,538.52k,65.51723u
,,538.58k,65.0922u
,,538.64k,58.22341u
,,538.7k,51.31112u
,,538.76k,52.99941u
,,538.82k,61.90792u
,,538.88k,61.13921u
,,538.94k,55.57451u
,,539k,49.49641u
,,539.06k,60.39867u
,,539.12k,64.84702u
,,539.18k,67.96708u
,,539.24k,59.81892u
,,539.3k,49.99926u
,,539.36k,57.36188u
,,539.42k,62.84664u
,,539.48k,63.76799u
,,539.54k,62.45699u
,,539.6k,69.63586u
,,539.66k,63.36521u
,,539.72k,61.78397u
,,539.78k,53.48929u
,,539.84k,56.04085u
,,539.9k,57.1863u
,,539.96k,59.76062u
,,540.02k,58.12964u
,,540.08k,64.46885u
,,540.14k,59.51792u
,,540.2k,73.29332u
,,540.26k,67.21121u
,,540.32k,58.50033u
,,540.38k,50.00104u
,,540.44k,66.01015u
,,540.5k,62.35646u
,,540.56k,61.60353u
,,540.62k,63.88709u
,,540.68k,63.02331u
,,540.74k,62.4661u
,,540.8k,80.62277u
,,540.86k,63.92311u
,,540.92k,45.6187u
,,540.98k,64.26634u
,,541.04k,52.74664u
,,541.1k,52.79694u
,,541.16k,71.10876u
,,541.22k,76.6286u
,,541.28k,53.0725u
,,541.34k,53.80106u
,,541.4k,59.20454u
,,541.46k,72.12981u
,,541.52k,69.12066u
,,541.58k,66.7872u
,,541.64k,72.3599u
,,541.7k,70.5702u
,,541.76k,72.3161u
,,541.82k,74.5612u
,,541.88k,67.25283u
,,541.94k,58.93304u
,,542k,65.45232u
,,542.06k,63.40481u
,,542.12k,63.03272u
,,542.18k,59.27095u
,,542.24k,61.75685u
,,542.3k,64.70387u
,,542.36k,68.73922u
,,542.42k,66.07911u
,,542.48k,67.11574u
,,542.54k,78.22197u
,,542.6k,74.96565u
,,542.66k,72.80658u
,,542.72k,51.37032u
,,542.78k,62.78403u
,,542.84k,56.29058u
,,542.9k,70.26043u
,,542.96k,74.50982u
,,543.02k,62.30772u
,,543.08k,60.56109u
,,543.14k,62.62987u
,,543.2k,65.28334u
,,543.26k,78.87041u
,,543.32k,72.5964u
,,543.38k,67.84475u
,,543.44k,63.90148u
,,543.5k,57.35379u
,,543.56k,74.39743u
,,543.62k,77.84016u
,,543.68k,80.62897u
,,543.74k,71.66912u
,,543.8k,65.96987u
,,543.86k,60.39472u
,,543.92k,61.3976u
,,543.98k,61.46784u
,,544.04k,74.96048u
,,544.1k,74.06483u
,,544.16k,65.79946u
,,544.22k,69.14238u
,,544.28k,60.22753u
,,544.34k,65.09667u
,,544.4k,87.57589u
,,544.46k,78.58535u
,,544.52k,67.81376u
,,544.58k,68.44897u
,,544.64k,72.73692u
,,544.7k,66.30247u
,,544.76k,69.71363u
,,544.82k,69.1311u
,,544.88k,73.43612u
,,544.94k,71.83162u
,,545k,65.2571u
,,545.06k,76.09244u
,,545.12k,86.85807u
,,545.18k,83.71492u
,,545.24k,89.0312u
,,545.3k,66.06831u
,,545.36k,65.26411u
,,545.42k,61.04593u
,,545.48k,67.82725u
,,545.54k,63.70783u
,,545.6k,60.67831u
,,545.66k,74.80268u
,,545.72k,83.19422u
,,545.78k,81.09928u
,,545.84k,71.1575u
,,545.9k,74.62433u
,,545.96k,66.56731u
,,546.02k,51.48697u
,,546.08k,62.68188u
,,546.14k,61.71457u
,,546.2k,61.05174u
,,546.26k,76.71524u
,,546.32k,79.41283u
,,546.38k,78.04671u
,,546.44k,70.80262u
,,546.5k,77.38299u
,,546.56k,85.66289u
,,546.62k,73.3234u
,,546.68k,80.2559u
,,546.74k,59.79485u
,,546.8k,83.65185u
,,546.86k,79.26791u
,,546.92k,54.63578u
,,546.98k,86.37149u
,,547.04k,93.35718u
,,547.1k,76.7584u
,,547.16k,85.51165u
,,547.22k,87.43184u
,,547.28k,77.4823u
,,547.34k,74.9233u
,,547.4k,87.30654u
,,547.46k,84.40788u
,,547.52k,81.70457u
,,547.58k,81.85885u
,,547.64k,81.0085u
,,547.7k,87.77281u
,,547.76k,97.55486u
,,547.82k,86.22077u
,,547.88k,92.33511u
,,547.94k,93.48222u
,,548k,93.57636u
,,548.06k,96.57268u
,,548.12k,97.34457u
,,548.18k,88.85659u
,,548.24k,83.28049u
,,548.3k,90.21643u
,,548.36k,87.01762u
,,548.42k,77.50955u
,,548.48k,84.19339u
,,548.54k,82.78957u
,,548.6k,73.73001u
,,548.66k,85.99228u
,,548.72k,84.67536u
,,548.78k,80.70774u
,,548.84k,81.18206u
,,548.9k,85.2808u
,,548.96k,101.7791u
,,549.02k,90.55203u
,,549.08k,81.68741u
,,549.14k,91.50952u
,,549.2k,99.80547u
,,549.26k,93.16799u
,,549.32k,92.17165u
,,549.38k,90.48736u
,,549.44k,89.48081u
,,549.5k,95.09557u
,,549.56k,101.7728u
,,549.62k,83.36013u
,,549.68k,83.15462u
,,549.74k,88.58215u
,,549.8k,93.11889u
,,549.86k,84.37065u
,,549.92k,88.38751u
,,549.98k,79.36044u
,,550.04k,67.5082u
,,550.1k,82.03756u
,,550.16k,83.28592u
,,550.22k,69.58921u
,,550.28k,79.9982u
,,550.34k,82.49152u
,,550.4k,81.74847u
,,550.46k,80.83323u
,,550.52k,68.27022u
,,550.58k,89.30049u
,,550.64k,77.24251u
,,550.7k,81.90934u
,,550.76k,72.05998u
,,550.82k,67.56483u
,,550.88k,65.59685u
,,550.94k,57.24845u
,,551k,55.59943u
,,551.06k,62.5528u
,,551.12k,61.3591u
,,551.18k,78.36798u
,,551.24k,60.05875u
,,551.3k,85.19259u
,,551.36k,70.88263u
,,551.42k,71.72653u
,,551.48k,86.2206u
,,551.54k,73.01066u
,,551.6k,60.36626u
,,551.66k,76.41928u
,,551.72k,70.80554u
,,551.78k,58.97002u
,,551.84k,57.38655u
,,551.9k,75.22513u
,,551.96k,73.86621u
,,552.02k,68.15548u
,,552.08k,58.1362u
,,552.14k,66.15198u
,,552.2k,59.33134u
,,552.26k,60.35914u
,,552.32k,56.66892u
,,552.38k,66.34411u
,,552.44k,53.10387u
,,552.5k,55.38547u
,,552.56k,65.1766u
,,552.62k,69.17524u
,,552.68k,77.6585u
,,552.74k,81.97147u
,,552.8k,78.29634u
,,552.86k,67.41835u
,,552.92k,83.88013u
,,552.98k,83.78534u
,,553.04k,85.54672u
,,553.1k,75.51335u
,,553.16k,65.32721u
,,553.22k,64.36966u
,,553.28k,69.26701u
,,553.34k,78.08985u
,,553.4k,78.99169u
,,553.46k,69.8651u
,,553.52k,81.43928u
,,553.58k,89.42714u
,,553.64k,86.4065u
,,553.7k,86.28805u
,,553.76k,80.41378u
,,553.82k,86.86612u
,,553.88k,92.42148u
,,553.94k,71.84076u
,,554k,86.94168u
,,554.06k,91.31447u
,,554.12k,95.73304u
,,554.18k,84.0408u
,,554.24k,82.58279u
,,554.3k,89.42471u
,,554.36k,84.09767u
,,554.42k,101.4876u
,,554.48k,96.28256u
,,554.54k,96.32672u
,,554.6k,102.3545u
,,554.66k,88.25402u
,,554.72k,96.09673u
,,554.78k,101.6102u
,,554.84k,98.44183u
,,554.9k,92.06761u
,,554.96k,111.5409u
,,555.02k,120.7348u
,,555.08k,110.4433u
,,555.14k,100.6333u
,,555.2k,107.9392u
,,555.26k,110.7708u
,,555.32k,108.8737u
,,555.38k,119.7472u
,,555.44k,120.7983u
,,555.5k,126.0294u
,,555.56k,125.3568u
,,555.62k,124.0184u
,,555.68k,138.1715u
,,555.74k,124.9714u
,,555.8k,133.4923u
,,555.86k,140.8952u
,,555.92k,132.047u
,,555.98k,130.9284u
,,556.04k,136.2365u
,,556.1k,154.4823u
,,556.16k,150.9821u
,,556.22k,148.5909u
,,556.28k,151.1774u
,,556.34k,146.5536u
,,556.4k,142.9628u
,,556.46k,153.8327u
,,556.52k,159.1154u
,,556.58k,143.2624u
,,556.64k,139.5249u
,,556.7k,147.1061u
,,556.76k,139.1103u
,,556.82k,127.3172u
,,556.88k,137.7286u
,,556.94k,158.9373u
,,557k,148.7967u
,,557.06k,144.3368u
,,557.12k,138.1706u
,,557.18k,134.2996u
,,557.24k,131.8605u
,,557.3k,148.0176u
,,557.36k,154.1629u
,,557.42k,146.8463u
,,557.48k,138.1531u
,,557.54k,144.786u
,,557.6k,149.2087u
,,557.66k,154.1348u
,,557.72k,156.3853u
,,557.78k,147.1081u
,,557.84k,144.1238u
,,557.9k,134.7098u
,,557.96k,133.0977u
,,558.02k,132.2854u
,,558.08k,119.0052u
,,558.14k,123.2896u
,,558.2k,144.0353u
,,558.26k,138.5602u
,,558.32k,146.9474u
,,558.38k,147.2495u
,,558.44k,140.7322u
,,558.5k,122.7023u
,,558.56k,118.4976u
,,558.62k,122.3237u
,,558.68k,138.6301u
,,558.74k,144.9704u
,,558.8k,136.0536u
,,558.86k,134.0131u
,,558.92k,121.7207u
,,558.98k,123.2948u
,,559.04k,126.9685u
,,559.1k,113.2897u
,,559.16k,111.8349u
,,559.22k,122.4535u
,,559.28k,127.343u
,,559.34k,120.3857u
,,559.4k,108.2836u
,,559.46k,113.2518u
,,559.52k,117.9644u
,,559.58k,109.5713u
,,559.64k,102.6447u
,,559.7k,102.4098u
,,559.76k,116.1314u
,,559.82k,98.34046u
,,559.88k,92.52416u
,,559.94k,99.49209u
,,560k,100.7339u
,,560.06k,107.6603u
,,560.12k,110.8604u
,,560.18k,111.3783u
,,560.24k,109.9839u
,,560.3k,102.2792u
,,560.36k,104.2807u
,,560.42k,98.7254u
,,560.48k,112.219u
,,560.54k,115.0835u
,,560.6k,100.9954u
,,560.66k,85.24108u
,,560.72k,95.38235u
,,560.78k,99.37011u
,,560.84k,88.72506u
,,560.9k,103.5999u
,,560.96k,96.16376u
,,561.02k,95.98477u
,,561.08k,97.29498u
,,561.14k,100.1908u
,,561.2k,87.67816u
,,561.26k,87.41514u
,,561.32k,95.94104u
,,561.38k,101.8666u
,,561.44k,97.95667u
,,561.5k,91.64815u
,,561.56k,94.23488u
,,561.62k,96.82358u
,,561.68k,96.57916u
,,561.74k,93.4473u
,,561.8k,88.80146u
,,561.86k,97.16909u
,,561.92k,102.5492u
,,561.98k,83.2167u
,,562.04k,91.46812u
,,562.1k,105.4144u
,,562.16k,104.5208u
,,562.22k,99.60862u
,,562.28k,90.44577u
,,562.34k,95.77849u
,,562.4k,94.24225u
,,562.46k,96.71671u
,,562.52k,93.13548u
,,562.58k,86.44718u
,,562.64k,85.28149u
,,562.7k,88.7125u
,,562.76k,89.00021u
,,562.82k,88.16909u
,,562.88k,80.44371u
,,562.94k,80.74571u
,,563k,93.23837u
,,563.06k,97.19793u
,,563.12k,96.42103u
,,563.18k,92.31954u
,,563.24k,94.54725u
,,563.3k,98.50298u
,,563.36k,102.2752u
,,563.42k,91.32598u
,,563.48k,91.99553u
,,563.54k,80.77827u
,,563.6k,86.6682u
,,563.66k,96.50891u
,,563.72k,102.1346u
,,563.78k,97.83819u
,,563.84k,94.83593u
,,563.9k,89.33842u
,,563.96k,102.4269u
,,564.02k,105.0455u
,,564.08k,96.24465u
