"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,516.86k,98.83275u
,,516.92k,102.6933u
,,516.98k,105.2742u
,,517.04k,97.04815u
,,517.1k,96.4987u
,,517.16k,102.7174u
,,517.22k,105.9504u
,,517.28k,102.8616u
,,517.34k,102.0987u
,,517.4k,102.1156u
,,517.46k,103.0167u
,,517.52k,105.5621u
,,517.58k,108.1074u
,,517.64k,102.084u
,,517.7k,101.1367u
,,517.76k,101.8489u
,,517.82k,99.67892u
,,517.88k,98.0484u
,,517.94k,98.42896u
,,518k,106.0272u
,,518.06k,103.3469u
,,518.12k,102.1619u
,,518.18k,101.6523u
,,518.24k,108.9058u
,,518.3k,110.6735u
,,518.36k,110.6153u
,,518.42k,112.8476u
,,518.48k,113.7433u
,,518.54k,117.9798u
,,518.6k,112.8605u
,,518.66k,114.2894u
,,518.72k,121.564u
,,518.78k,124.1833u
,,518.84k,121.1305u
,,518.9k,117.2997u
,,518.96k,112.7733u
,,519.02k,109.7423u
,,519.08k,108.6955u
,,519.14k,118.3692u
,,519.2k,121.218u
,,519.26k,115.4587u
,,519.32k,114.2116u
,,519.38k,115.8916u
,,519.44k,115.9721u
,,519.5k,121.1222u
,,519.56k,122.6875u
,,519.62k,128.6036u
,,519.68k,124.5927u
,,519.74k,121.4927u
,,519.8k,123.4233u
,,519.86k,127.5126u
,,519.92k,124.0409u
,,519.98k,126.7539u
,,520.04k,129.1763u
,,520.1k,131.2951u
,,520.16k,129.1455u
,,520.22k,133.0731u
,,520.28k,119.6168u
,,520.34k,133.8965u
,,520.4k,136.6692u
,,520.46k,127.98u
,,520.52k,128.4125u
,,520.58k,132.7727u
,,520.64k,135.4268u
,,520.7k,128.2224u
,,520.76k,133.685u
,,520.82k,135.3007u
,,520.88k,129.4202u
,,520.94k,135.2292u
,,521k,138.1957u
,,521.06k,143.4175u
,,521.12k,139.7686u
,,521.18k,137.5612u
,,521.24k,143.7615u
,,521.3k,134.3753u
,,521.36k,133.138u
,,521.42k,133.991u
,,521.48k,136.2449u
,,521.54k,145.2473u
,,521.6k,145.9174u
,,521.66k,133.574u
,,521.72k,139.1039u
,,521.78k,142.2359u
,,521.84k,138.1386u
,,521.9k,142.7618u
,,521.96k,145.6372u
,,522.02k,144.4423u
,,522.08k,147.8527u
,,522.14k,146.8698u
,,522.2k,148.386u
,,522.26k,147.1413u
,,522.32k,149.7715u
,,522.38k,148.1544u
,,522.44k,152.4539u
,,522.5k,155.1575u
,,522.56k,154.6347u
,,522.62k,147.7956u
,,522.68k,147.4342u
,,522.74k,157.7715u
,,522.8k,158.5355u
,,522.86k,158.5105u
,,522.92k,172.4093u
,,522.98k,168.1602u
,,523.04k,159.2291u
,,523.1k,163.908u
,,523.16k,158.6697u
,,523.22k,160.2264u
,,523.28k,164.6298u
,,523.34k,162.1339u
,,523.4k,173.1782u
,,523.46k,167.3137u
,,523.52k,163.3467u
,,523.58k,165.7681u
,,523.64k,164.9079u
,,523.7k,171.649u
,,523.76k,173.2802u
,,523.82k,177.5204u
,,523.88k,181.0025u
,,523.94k,174.8695u
,,524k,174.1142u
,,524.06k,181.2112u
,,524.12k,177.4589u
,,524.18k,181.1838u
,,524.24k,183.1372u
,,524.3k,181.7264u
,,524.36k,183.6028u
,,524.42k,181.2491u
,,524.48k,184.6894u
,,524.54k,185.7972u
,,524.6k,180.7449u
,,524.66k,189.4959u
,,524.72k,195.0273u
,,524.78k,196.6575u
,,524.84k,194.2737u
,,524.9k,192.0973u
,,524.96k,192.2412u
,,525.02k,189.5173u
,,525.08k,191.1684u
,,525.14k,193.6141u
,,525.2k,200.0382u
,,525.26k,197.7198u
,,525.32k,198.31u
,,525.38k,197.1869u
,,525.44k,207.6798u
,,525.5k,209.3645u
,,525.56k,210.8794u
,,525.62k,201.2658u
,,525.68k,204.8556u
,,525.74k,206.2874u
,,525.8k,207.7445u
,,525.86k,207.1894u
,,525.92k,210.1435u
,,525.98k,218.1188u
,,526.04k,220.5557u
,,526.1k,212.1029u
,,526.16k,216.08u
,,526.22k,218.5153u
,,526.28k,218.2725u
,,526.34k,225.3951u
,,526.4k,221.6087u
,,526.46k,222.9451u
,,526.52k,222.6124u
,,526.58k,212.8011u
,,526.64k,223.2093u
,,526.7k,218.2737u
,,526.76k,221.3431u
,,526.82k,230.515u
,,526.88k,219.466u
,,526.94k,229.0054u
,,527k,223.1008u
,,527.06k,223.8778u
,,527.12k,226.9614u
,,527.18k,227.6868u
,,527.24k,230.3178u
,,527.3k,224.5451u
,,527.36k,233.969u
,,527.42k,239.9472u
,,527.48k,238.7629u
,,527.54k,225.8216u
,,527.6k,229.909u
,,527.66k,229.224u
,,527.72k,242.2481u
,,527.78k,239.9702u
,,527.84k,239.1013u
,,527.9k,230.8597u
,,527.96k,239.9691u
,,528.02k,234.7351u
,,528.08k,242.5353u
,,528.14k,250.3739u
,,528.2k,254.9207u
,,528.26k,255.4124u
,,528.32k,252.984u
,,528.38k,244.069u
,,528.44k,240.9999u
,,528.5k,252.7891u
,,528.56k,258.4133u
,,528.62k,252.5766u
,,528.68k,255.7409u
,,528.74k,253.6995u
,,528.8k,261.349u
,,528.86k,258.11u
,,528.92k,250.5736u
,,528.98k,241.7379u
,,529.04k,260.5602u
,,529.1k,254.1168u
,,529.16k,259.0728u
,,529.22k,265.4546u
,,529.28k,258.6784u
,,529.34k,256.5916u
,,529.4k,254.7373u
,,529.46k,261.6887u
,,529.52k,262.4328u
,,529.58k,266.1415u
,,529.64k,278.4451u
,,529.7k,275.6358u
,,529.76k,266.5804u
,,529.82k,267.3668u
,,529.88k,269.8336u
,,529.94k,267.8648u
,,530k,262.9498u
,,530.06k,270.3831u
,,530.12k,275.9755u
,,530.18k,277.6314u
,,530.24k,270.3947u
,,530.3k,274.0483u
,,530.36k,279.2255u
,,530.42k,285.4992u
,,530.48k,289.2248u
,,530.54k,288.7611u
,,530.6k,291.6464u
,,530.66k,292.0021u
,,530.72k,288.6029u
,,530.78k,289.8372u
,,530.84k,288.4094u
,,530.9k,281.4061u
,,530.96k,284.665u
,,531.02k,278.9623u
,,531.08k,276.3614u
,,531.14k,284.304u
,,531.2k,292.6155u
,,531.26k,289.9103u
,,531.32k,291.168u
,,531.38k,304.4867u
,,531.44k,307.8275u
,,531.5k,298.3816u
,,531.56k,292.9565u
,,531.62k,298.5374u
,,531.68k,297.9559u
,,531.74k,293.8619u
,,531.8k,296.4122u
,,531.86k,308.3478u
,,531.92k,307.865u
,,531.98k,289.2157u
,,532.04k,293.178u
,,532.1k,297.3314u
,,532.16k,286.2006u
,,532.22k,304.6989u
,,532.28k,316.7531u
,,532.34k,306.8959u
,,532.4k,301.3302u
,,532.46k,311.9485u
,,532.52k,297.2207u
,,532.58k,305.0486u
,,532.64k,325.1514u
,,532.7k,312.568u
,,532.76k,309.1646u
,,532.82k,314.3117u
,,532.88k,316.5613u
,,532.94k,312.0835u
,,533k,307.9565u
,,533.06k,308.3651u
,,533.12k,318.1213u
,,533.18k,321.7018u
,,533.24k,322.192u
,,533.3k,325.104u
,,533.36k,333.3869u
,,533.42k,330.8068u
,,533.48k,331.1933u
,,533.54k,333.5308u
,,533.6k,339.9241u
,,533.66k,326.8179u
,,533.72k,329.5081u
,,533.78k,327.4893u
,,533.84k,339.9831u
,,533.9k,346.888u
,,533.96k,328.7067u
,,534.02k,339.2479u
,,534.08k,341.8049u
,,534.14k,330.0073u
,,534.2k,337.8661u
,,534.26k,327.9214u
,,534.32k,325.0297u
,,534.38k,338.488u
,,534.44k,344.6615u
,,534.5k,343.2357u
,,534.56k,345.0959u
,,534.62k,347.332u
,,534.68k,346.4186u
,,534.74k,337.0317u
,,534.8k,351.1399u
,,534.86k,350.9705u
,,534.92k,344.9706u
,,534.98k,348.906u
,,535.04k,348.9634u
,,535.1k,347.2548u
,,535.16k,351.2815u
,,535.22k,348.0348u
,,535.28k,354.1125u
,,535.34k,358.2437u
,,535.4k,358.133u
,,535.46k,351.476u
,,535.52k,353.7052u
,,535.58k,352.6141u
,,535.64k,349.2059u
,,535.7k,353.3723u
,,535.76k,358.2651u
,,535.82k,360.0695u
,,535.88k,364.7735u
,,535.94k,370.3126u
,,536k,362.9374u
,,536.06k,368.5702u
,,536.12k,372.8123u
,,536.18k,368.5402u
,,536.24k,373.0197u
,,536.3k,367.0946u
,,536.36k,357.8565u
,,536.42k,369.2798u
,,536.48k,375.464u
,,536.54k,381.8792u
,,536.6k,373.0978u
,,536.66k,362.5184u
,,536.72k,366.6298u
,,536.78k,360.3822u
,,536.84k,376.9939u
,,536.9k,368.2747u
,,536.96k,376.5396u
,,537.02k,379.3537u
,,537.08k,379.5276u
,,537.14k,385.1609u
,,537.2k,394.0973u
,,537.26k,381.7345u
,,537.32k,368.9488u
,,537.38k,373.6185u
,,537.44k,377.4923u
,,537.5k,376.7u
,,537.56k,382.3455u
,,537.62k,378.3135u
,,537.68k,376.5507u
,,537.74k,385.5276u
,,537.8k,393.3415u
,,537.86k,398.9039u
,,537.92k,398.6768u
,,537.98k,395.1883u
,,538.04k,401.5235u
,,538.1k,404.4521u
,,538.16k,387.1492u
,,538.22k,395.9168u
,,538.28k,405.4121u
,,538.34k,404.1286u
,,538.4k,403.4505u
,,538.46k,398.8622u
,,538.52k,405.5127u
,,538.58k,409.4133u
,,538.64k,406.7633u
,,538.7k,401.6223u
,,538.76k,403.6968u
,,538.82k,413.6312u
,,538.88k,415.5412u
,,538.94k,411.2305u
,,539k,404.308u
,,539.06k,416.6257u
,,539.12k,417.8063u
,,539.18k,423.4367u
,,539.24k,415.2128u
,,539.3k,420.2304u
,,539.36k,439.5934u
,,539.42k,433.6625u
,,539.48k,423.6565u
,,539.54k,434.2486u
,,539.6k,432.8771u
,,539.66k,438.9462u
,,539.72k,439.9905u
,,539.78k,440.3553u
,,539.84k,440.1187u
,,539.9k,433.9432u
,,539.96k,447.7622u
,,540.02k,451.5455u
,,540.08k,450.4424u
,,540.14k,441.9916u
,,540.2k,448.9327u
,,540.26k,453.831u
,,540.32k,456.2796u
,,540.38k,456.7164u
,,540.44k,456.4178u
,,540.5k,463.7216u
,,540.56k,445.7509u
,,540.62k,439.3703u
,,540.68k,451.3108u
,,540.74k,462.1182u
,,540.8k,456.4873u
,,540.86k,460.488u
,,540.92k,466.9008u
,,540.98k,460.0818u
,,541.04k,461.1609u
,,541.1k,468.5907u
,,541.16k,477.8174u
,,541.22k,474.3238u
,,541.28k,476.6347u
,,541.34k,472.6381u
,,541.4k,472.9174u
,,541.46k,472.0919u
,,541.52k,474.497u
,,541.58k,476.0568u
,,541.64k,471.1203u
,,541.7k,478.3654u
,,541.76k,477.3642u
,,541.82k,487.4474u
,,541.88k,482.2314u
,,541.94k,472.9589u
,,542k,472.875u
,,542.06k,474.3624u
,,542.12k,480.7846u
,,542.18k,477.9168u
,,542.24k,476.1636u
,,542.3k,492.7279u
,,542.36k,503.6784u
,,542.42k,500.9152u
,,542.48k,495.2592u
,,542.54k,493.1128u
,,542.6k,490.8639u
,,542.66k,494.08u
,,542.72k,483.4237u
,,542.78k,489.4753u
,,542.84k,502.9311u
,,542.9k,512.0807u
,,542.96k,503.7802u
,,543.02k,513.9099u
,,543.08k,515.4827u
,,543.14k,504.1904u
,,543.2k,510.4381u
,,543.26k,512.9384u
,,543.32k,523.269u
,,543.38k,533.33u
,,543.44k,527.1567u
,,543.5k,525.4745u
,,543.56k,522.9477u
,,543.62k,524.0583u
,,543.68k,539.5867u
,,543.74k,540.6903u
,,543.8k,545.8541u
,,543.86k,538.7681u
,,543.92k,534.7883u
,,543.98k,543.5342u
,,544.04k,551.0658u
,,544.1k,551.1451u
,,544.16k,553.2074u
,,544.22k,558.4007u
,,544.28k,558.8705u
,,544.34k,573.1254u
,,544.4k,578.634u
,,544.46k,575.0756u
,,544.52k,563.3273u
,,544.58k,564.1187u
,,544.64k,565.7119u
,,544.7k,579.2017u
,,544.76k,574.7948u
,,544.82k,567.5087u
,,544.88k,579.6855u
,,544.94k,584.3071u
,,545k,581.1481u
,,545.06k,592.3302u
,,545.12k,596.3838u
,,545.18k,585.2696u
,,545.24k,592.6933u
,,545.3k,605.3392u
,,545.36k,610.6751u
,,545.42k,607.2096u
,,545.48k,620.5847u
,,545.54k,620.8498u
,,545.6k,619.8074u
,,545.66k,602.7388u
,,545.72k,607.6547u
,,545.78k,625.1941u
,,545.84k,630.3493u
,,545.9k,611.6696u
,,545.96k,619.8189u
,,546.02k,633.0392u
,,546.08k,623.7495u
,,546.14k,636.5034u
,,546.2k,634.8694u
,,546.26k,643.4578u
,,546.32k,656.9597u
,,546.38k,656.4573u
,,546.44k,654.6275u
,,546.5k,673.2006u
,,546.56k,660.412u
,,546.62k,667.2677u
,,546.68k,674.8573u
,,546.74k,679.9795u
,,546.8k,677.014u
,,546.86k,680.2683u
,,546.92k,673.9082u
,,546.98k,687.1774u
,,547.04k,707.4804u
,,547.1k,700.8373u
,,547.16k,691.7762u
,,547.22k,709.5067u
,,547.28k,714.6166u
,,547.34k,712.9023u
,,547.4k,730.0028u
,,547.46k,726.9512u
,,547.52k,734.5516u
,,547.58k,741.1038u
,,547.64k,737.8628u
,,547.7k,746.3736u
,,547.76k,737.6366u
,,547.82k,742.0311u
,,547.88k,750.1369u
,,547.94k,758.7682u
,,548k,759.8456u
,,548.06k,772.4903u
,,548.12k,776.1622u
,,548.18k,773.1235u
,,548.24k,772.1391u
,,548.3k,773.6833u
,,548.36k,778.5216u
,,548.42k,773.4884u
,,548.48k,788.8953u
,,548.54k,797.3386u
,,548.6k,793.7575u
,,548.66k,805.5725u
,,548.72k,802.5786u
,,548.78k,811.4667u
,,548.84k,829.8604u
,,548.9k,837.3423u
,,548.96k,838.837u
,,549.02k,831.2452u
,,549.08k,835.5961u
,,549.14k,847.0604u
,,549.2k,850.2121u
,,549.26k,859.0924u
,,549.32k,864.1967u
,,549.38k,865.3711u
,,549.44k,854.4515u
,,549.5k,858.5738u
,,549.56k,866.5551u
,,549.62k,879.156u
,,549.68k,870.3906u
,,549.74k,874.118u
,,549.8k,890.7866u
,,549.86k,894.789u
,,549.92k,902.3049u
,,549.98k,885.3029u
,,550.04k,893.2889u
,,550.1k,901.3685u
,,550.16k,924.0044u
,,550.22k,921.3321u
,,550.28k,922.7644u
,,550.34k,925.5718u
,,550.4k,918.0399u
,,550.46k,937.3231u
,,550.52k,921.0973u
,,550.58k,925.3224u
,,550.64k,938.2184u
,,550.7k,933.6354u
,,550.76k,937.3298u
,,550.82k,948.8938u
,,550.88k,938.755u
,,550.94k,952.8946u
,,551k,956.022u
,,551.06k,951.865u
,,551.12k,960.808u
,,551.18k,958.3606u
,,551.24k,967.5519u
,,551.3k,969.8177u
,,551.36k,971.3651u
,,551.42k,984.394u
,,551.48k,997.3557u
,,551.54k,990.5899u
,,551.6k,998.9487u
,,551.66k,1.004377m
,,551.72k,1.015251m
,,551.78k,1.011143m
,,551.84k,1.009886m
,,551.9k,1.023798m
,,551.96k,1.025565m
,,552.02k,1.036332m
,,552.08k,1.029825m
,,552.14k,1.029584m
,,552.2k,1.042331m
,,552.26k,1.040222m
,,552.32k,1.052089m
,,552.38k,1.062298m
,,552.44k,1.062583m
,,552.5k,1.051299m
,,552.56k,1.06042m
,,552.62k,1.068761m
,,552.68k,1.058537m
,,552.74k,1.072869m
,,552.8k,1.096061m
,,552.86k,1.082223m
,,552.92k,1.070862m
,,552.98k,1.087771m
,,553.04k,1.086615m
,,553.1k,1.070874m
,,553.16k,1.099772m
,,553.22k,1.096046m
,,553.28k,1.071155m
,,553.34k,1.095712m
,,553.4k,1.107771m
,,553.46k,1.100996m
,,553.52k,1.103311m
,,553.58k,1.119341m
,,553.64k,1.110888m
,,553.7k,1.110419m
,,553.76k,1.121238m
,,553.82k,1.116023m
,,553.88k,1.109672m
,,553.94k,1.119989m
,,554k,1.132601m
,,554.06k,1.114727m
,,554.12k,1.116865m
,,554.18k,1.129592m
,,554.24k,1.123886m
,,554.3k,1.128155m
,,554.36k,1.118557m
,,554.42k,1.119013m
,,554.48k,1.114306m
,,554.54k,1.136244m
,,554.6k,1.123385m
,,554.66k,1.138639m
,,554.72k,1.138873m
,,554.78k,1.135095m
,,554.84k,1.129395m
,,554.9k,1.139413m
,,554.96k,1.152705m
,,555.02k,1.142869m
,,555.08k,1.146206m
,,555.14k,1.156524m
,,555.2k,1.146694m
,,555.26k,1.151592m
,,555.32k,1.152422m
,,555.38k,1.146816m
,,555.44k,1.154246m
,,555.5k,1.150231m
,,555.56k,1.150969m
,,555.62k,1.145337m
,,555.68k,1.15254m
,,555.74k,1.139895m
,,555.8k,1.135257m
,,555.86k,1.134775m
,,555.92k,1.13841m
,,555.98k,1.137193m
,,556.04k,1.152728m
,,556.1k,1.152379m
,,556.16k,1.143178m
,,556.22k,1.147506m
,,556.28k,1.137804m
,,556.34k,1.137889m
,,556.4k,1.146498m
,,556.46k,1.158059m
,,556.52k,1.148083m
,,556.58k,1.130534m
,,556.64k,1.131594m
,,556.7k,1.141949m
,,556.76k,1.142882m
,,556.82k,1.149207m
,,556.88k,1.144961m
,,556.94k,1.147681m
,,557k,1.137905m
,,557.06k,1.131637m
,,557.12k,1.137554m
,,557.18k,1.145531m
,,557.24k,1.129614m
,,557.3k,1.143141m
,,557.36k,1.127206m
,,557.42k,1.129105m
,,557.48k,1.142555m
,,557.54k,1.124246m
,,557.6k,1.11954m
,,557.66k,1.129622m
,,557.72k,1.127221m
,,557.78k,1.113186m
,,557.84k,1.111546m
,,557.9k,1.10442m
,,557.96k,1.107185m
,,558.02k,1.104906m
,,558.08k,1.101496m
,,558.14k,1.107362m
,,558.2k,1.099191m
,,558.26k,1.091054m
,,558.32k,1.087991m
,,558.38k,1.090521m
,,558.44k,1.085976m
,,558.5k,1.081698m
,,558.56k,1.076881m
,,558.62k,1.070112m
,,558.68k,1.067563m
,,558.74k,1.048438m
,,558.8k,1.048228m
,,558.86k,1.059728m
,,558.92k,1.044636m
,,558.98k,1.051189m
,,559.04k,1.044618m
,,559.1k,1.019986m
,,559.16k,1.01832m
,,559.22k,1.025056m
,,559.28k,1.021375m
,,559.34k,1.012746m
,,559.4k,999.0557u
,,559.46k,1.003594m
,,559.52k,1.001745m
,,559.58k,987.3409u
,,559.64k,977.4144u
,,559.7k,978.5909u
,,559.76k,987.0703u
,,559.82k,981.5151u
,,559.88k,963.8927u
,,559.94k,959.5408u
,,560k,959.5108u
,,560.06k,952.3871u
,,560.12k,941.2588u
,,560.18k,943.4635u
,,560.24k,953.9414u
,,560.3k,957.0872u
,,560.36k,942.9984u
,,560.42k,936.3474u
,,560.48k,943.8442u
,,560.54k,925.1467u
,,560.6k,932.5683u
,,560.66k,945.7157u
,,560.72k,924.9409u
,,560.78k,930.4995u
,,560.84k,934.149u
,,560.9k,926.4745u
,,560.96k,935.2795u
,,561.02k,939.3814u
,,561.08k,922.3048u
,,561.14k,918.4873u
,,561.2k,929.0328u
,,561.26k,926.6276u
,,561.32k,937.7682u
,,561.38k,927.6158u
,,561.44k,920.319u
,,561.5k,917.6125u
,,561.56k,928.1473u
,,561.62k,925.118u
,,561.68k,921.8288u
,,561.74k,925.1421u
,,561.8k,913.6455u
,,561.86k,908.9566u
,,561.92k,911.2785u
,,561.98k,913.3027u
,,562.04k,913.6146u
,,562.1k,915.5423u
,,562.16k,916.0894u
,,562.22k,917.1955u
,,562.28k,913.0349u
,,562.34k,910.7543u
,,562.4k,916.2746u
,,562.46k,917.9146u
,,562.52k,908.8295u
,,562.58k,901.3867u
,,562.64k,901.5685u
,,562.7k,901.0501u
,,562.76k,897.2566u
,,562.82k,903.1745u
,,562.88k,895.9062u
,,562.94k,882.7238u
,,563k,879.3523u
,,563.06k,885.0363u
,,563.12k,886.3563u
,,563.18k,884.8403u
,,563.24k,869.1412u
,,563.3k,876.123u
,,563.36k,874.3585u
,,563.42k,866.3113u
,,563.48k,860.4825u
,,563.54k,865.515u
,,563.6k,872.8844u
,,563.66k,874.5662u
,,563.72k,876.9672u
,,563.78k,866.7499u
,,563.84k,868.4046u
,,563.9k,867.889u
,,563.96k,860.3932u
,,564.02k,865.5851u
,,564.08k,860.0768u
,,564.14k,860.4169u
,,564.2k,858.0564u
,,564.26k,848.2173u
,,564.32k,847.9122u
,,564.38k,840.2936u
,,564.44k,834.7211u
,,564.5k,837.4109u
