"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,511.1k,57.15048u
,,511.16k,53.02253u
,,511.22k,57.62314u
,,511.28k,64.77142u
,,511.34k,62.27266u
,,511.4k,63.01743u
,,511.46k,65.40928u
,,511.52k,59.5652u
,,511.58k,57.57275u
,,511.64k,59.33023u
,,511.7k,62.63164u
,,511.76k,59.45258u
,,511.82k,58.27589u
,,511.88k,57.89529u
,,511.94k,57.58649u
,,512k,59.57831u
,,512.06k,51.33641u
,,512.12k,53.3891u
,,512.18k,50.2085u
,,512.24k,52.28303u
,,512.3k,56.58871u
,,512.36k,53.7208u
,,512.42k,58.90084u
,,512.48k,49.07262u
,,512.54k,53.25143u
,,512.6k,61.7715u
,,512.66k,54.62698u
,,512.72k,54.17698u
,,512.78k,50.84574u
,,512.84k,53.73346u
,,512.9k,55.33905u
,,512.96k,55.34648u
,,513.02k,61.4998u
,,513.08k,57.72586u
,,513.14k,51.43137u
,,513.2k,54.62914u
,,513.26k,52.99586u
,,513.32k,49.14937u
,,513.38k,47.35025u
,,513.44k,47.77973u
,,513.5k,45.29818u
,,513.56k,46.49152u
,,513.62k,44.96272u
,,513.68k,39.59356u
,,513.74k,44.54448u
,,513.8k,49.64146u
,,513.86k,47.80553u
,,513.92k,51.47802u
,,513.98k,59.94397u
,,514.04k,55.98849u
,,514.1k,46.83911u
,,514.16k,41.67953u
,,514.22k,44.58424u
,,514.28k,44.48663u
,,514.34k,45.6619u
,,514.4k,47.58956u
,,514.46k,45.99513u
,,514.52k,45.46149u
,,514.58k,45.35897u
,,514.64k,39.24962u
,,514.7k,43.21793u
,,514.76k,40.47146u
,,514.82k,40.51508u
,,514.88k,43.06422u
,,514.94k,44.48595u
,,515k,39.29498u
,,515.06k,39.72703u
,,515.12k,36.43954u
,,515.18k,38.7221u
,,515.24k,39.69939u
,,515.3k,40.19806u
,,515.36k,48.17241u
,,515.42k,35.01169u
,,515.48k,32.60545u
,,515.54k,32.23784u
,,515.6k,42.52462u
,,515.66k,39.80533u
,,515.72k,35.36467u
,,515.78k,36.97122u
,,515.84k,28.5301u
,,515.9k,38.2702u
,,515.96k,42.27086u
,,516.02k,38.97712u
,,516.08k,41.12603u
,,516.14k,43.31568u
,,516.2k,47.43454u
,,516.26k,46.67374u
,,516.32k,44.89268u
,,516.38k,39.16347u
,,516.44k,37.72044u
,,516.5k,34.04557u
,,516.56k,28.27701u
,,516.62k,32.13035u
,,516.68k,36.78u
,,516.74k,36.52778u
,,516.8k,39.80579u
,,516.86k,35.9157u
,,516.92k,30.99902u
,,516.98k,29.02044u
,,517.04k,36.91666u
,,517.1k,38.22766u
,,517.16k,32.38404u
,,517.22k,28.70213u
,,517.28k,33.04967u
,,517.34k,34.20187u
,,517.4k,32.56755u
,,517.46k,31.32287u
,,517.52k,31.39385u
,,517.58k,27.58759u
,,517.64k,22.48059u
,,517.7k,22.60737u
,,517.76k,26.35175u
,,517.82k,27.96032u
,,517.88k,29.75358u
,,517.94k,30.03495u
,,518k,25.16634u
,,518.06k,17.1151u
,,518.12k,23.48714u
,,518.18k,25.74813u
,,518.24k,25.71628u
,,518.3k,25.26657u
,,518.36k,25.98934u
,,518.42k,23.8019u
,,518.48k,28.78741u
,,518.54k,29.18158u
,,518.6k,24.56647u
,,518.66k,30.17566u
,,518.72k,30.61597u
,,518.78k,27.22648u
,,518.84k,30.36316u
,,518.9k,25.66442u
,,518.96k,24.87206u
,,519.02k,25.79263u
,,519.08k,29.00123u
,,519.14k,32.36321u
,,519.2k,23.62813u
,,519.26k,27.11941u
,,519.32k,24.02812u
,,519.38k,18.9452u
,,519.44k,16.55033u
,,519.5k,24.46608u
,,519.56k,25.56255u
,,519.62k,27.65155u
,,519.68k,27.96652u
,,519.74k,31.78868u
,,519.8k,30.06937u
,,519.86k,22.27273u
,,519.92k,18.14595u
,,519.98k,28.47883u
,,520.04k,24.1971u
,,520.1k,20.65707u
,,520.16k,22.57985u
,,520.22k,23.25914u
,,520.28k,22.46236u
,,520.34k,12.86217u
,,520.4k,14.28506u
,,520.46k,13.71978u
,,520.52k,21.40718u
,,520.58k,27.27661u
,,520.64k,17.60538u
,,520.7k,16.5148u
,,520.76k,25.70845u
,,520.82k,24.27313u
,,520.88k,23.09979u
,,520.94k,23.0656u
,,521k,27.37408u
,,521.06k,19.45592u
,,521.12k,18.52954u
,,521.18k,14.47635u
,,521.24k,11.5704u
,,521.3k,22.78817u
,,521.36k,15.63295u
,,521.42k,14.21941u
,,521.48k,21.93034u
,,521.54k,21.36094u
,,521.6k,13.2192u
,,521.66k,12.76135u
,,521.72k,14.07167u
,,521.78k,19.35159u
,,521.84k,10.78228u
,,521.9k,12.93769u
,,521.96k,19.7412u
,,522.02k,21.02826u
,,522.08k,19.12968u
,,522.14k,14.04075u
,,522.2k,19.92319u
,,522.26k,17.1755u
,,522.32k,14.41392u
,,522.38k,18.29993u
,,522.44k,19.11119u
,,522.5k,28.29321u
,,522.56k,24.3u
,,522.62k,18.73658u
,,522.68k,25.32805u
,,522.74k,24.38121u
,,522.8k,21.16008u
,,522.86k,13.45125u
,,522.92k,17.98534u
,,522.98k,22.22992u
,,523.04k,21.0612u
,,523.1k,14.91129u
,,523.16k,16.49906u
,,523.22k,22.26383u
,,523.28k,7.847863u
,,523.34k,13.32719u
,,523.4k,20.81537u
,,523.46k,17.49698u
,,523.52k,15.71239u
,,523.58k,14.82146u
,,523.64k,18.45121u
,,523.7k,19.37288u
,,523.76k,12.5206u
,,523.82k,9.515913u
,,523.88k,18.59838u
,,523.94k,12.84406u
,,524k,9.862832u
,,524.06k,18.99231u
,,524.12k,17.71523u
,,524.18k,16.30022u
,,524.24k,7.107532u
,,524.3k,8.589528u
,,524.36k,19.25434u
,,524.42k,13.66849u
,,524.48k,14.10342u
,,524.54k,8.087308u
,,524.6k,15.57691u
,,524.66k,9.074621u
,,524.72k,15.3538u
,,524.78k,15.79216u
,,524.84k,15.4734u
,,524.9k,13.20275u
,,524.96k,21.17559u
,,525.02k,16.33257u
,,525.08k,15.17533u
,,525.14k,14.21721u
,,525.2k,12.93706u
,,525.26k,16.55996u
,,525.32k,15.72383u
,,525.38k,8.575712u
,,525.44k,10.5666u
,,525.5k,11.93234u
,,525.56k,13.53759u
,,525.62k,12.439u
,,525.68k,8.499092u
,,525.74k,22.36827u
,,525.8k,16.724u
,,525.86k,18.47445u
,,525.92k,11.09588u
,,525.98k,14.73998u
,,526.04k,16.34416u
,,526.1k,8.017333u
,,526.16k,3.253742u
,,526.22k,16.32943u
,,526.28k,15.36846u
,,526.34k,13.36664u
,,526.4k,10.75719u
,,526.46k,15.80917u
,,526.52k,22.50086u
,,526.58k,12.95292u
,,526.64k,9.311807u
,,526.7k,9.788748u
,,526.76k,13.54305u
,,526.82k,17.91796u
,,526.88k,14.70298u
,,526.94k,10.42286u
,,527k,7.419128u
,,527.06k,11.67157u
,,527.12k,15.80169u
,,527.18k,7.38026u
,,527.24k,14.00706u
,,527.3k,17.17564u
,,527.36k,11.74411u
,,527.42k,8.721516u
,,527.48k,9.301493u
,,527.54k,19.3426u
,,527.6k,19.07341u
,,527.66k,22.24647u
,,527.72k,14.44007u
,,527.78k,7.429874u
,,527.84k,11.92939u
,,527.9k,16.2269u
,,527.96k,13.47342u
,,528.02k,20.01243u
,,528.08k,22.89792u
,,528.14k,21.13347u
,,528.2k,17.26168u
,,528.26k,5.607442u
,,528.32k,4.180061u
,,528.38k,26.63061u
,,528.44k,25.52983u
,,528.5k,22.1177u
,,528.56k,21.35324u
,,528.62k,19.93022u
,,528.68k,16.05207u
,,528.74k,16.30121u
,,528.8k,14.42895u
,,528.86k,20.54502u
,,528.92k,19.29871u
,,528.98k,22.81727u
,,529.04k,20.14509u
,,529.1k,12.0578u
,,529.16k,16.54679u
,,529.22k,22.94878u
,,529.28k,15.52712u
,,529.34k,7.986496u
,,529.4k,10.83882u
,,529.46k,21.78518u
,,529.52k,25.68816u
,,529.58k,22.50447u
,,529.64k,28.91365u
,,529.7k,16.81099u
,,529.76k,18.78384u
,,529.82k,15.42285u
,,529.88k,18.83811u
,,529.94k,23.61064u
,,530k,19.0984u
,,530.06k,14.41785u
,,530.12k,22.49762u
,,530.18k,16.65685u
,,530.24k,6.25238u
,,530.3k,8.549813u
,,530.36k,10.53076u
,,530.42k,10.54034u
,,530.48k,28.2618u
,,530.54k,25.44705u
,,530.6k,15.95703u
,,530.66k,13.60576u
,,530.72k,14.04229u
,,530.78k,10.29348u
,,530.84k,9.972387u
,,530.9k,24.74649u
,,530.96k,13.24463u
,,531.02k,17.64615u
,,531.08k,15.8749u
,,531.14k,20.95959u
,,531.2k,29.21283u
,,531.26k,17.12828u
,,531.32k,20.90433u
,,531.38k,11.14479u
,,531.44k,13.25482u
,,531.5k,10.19487u
,,531.56k,15.18375u
,,531.62k,5.750566u
,,531.68k,10.93183u
,,531.74k,9.951186u
,,531.8k,17.74471u
,,531.86k,19.64598u
,,531.92k,22.59596u
,,531.98k,11.71268u
,,532.04k,20.37597u
,,532.1k,22.6698u
,,532.16k,16.46863u
,,532.22k,11.26695u
,,532.28k,15.37191u
,,532.34k,14.01568u
,,532.4k,12.25618u
,,532.46k,14.55511u
,,532.52k,18.42859u
,,532.58k,16.09697u
,,532.64k,22.53432u
,,532.7k,18.88451u
,,532.76k,8.105556u
,,532.82k,15.07716u
,,532.88k,25.18599u
,,532.94k,24.48713u
,,533k,24.01947u
,,533.06k,25.72351u
,,533.12k,22.04354u
,,533.18k,19.96916u
,,533.24k,13.90415u
,,533.3k,14.60986u
,,533.36k,19.32097u
,,533.42k,15.72815u
,,533.48k,18.80805u
,,533.54k,19.00788u
,,533.6k,15.8756u
,,533.66k,16.76535u
,,533.72k,10.60913u
,,533.78k,21.17547u
,,533.84k,21.95283u
,,533.9k,7.123639u
,,533.96k,15.67866u
,,534.02k,23.17828u
,,534.08k,26.35088u
,,534.14k,27.46225u
,,534.2k,26.21646u
,,534.26k,28.86447u
,,534.32k,18.89482u
,,534.38k,16.56257u
,,534.44k,14.1661u
,,534.5k,13.07482u
,,534.56k,7.008375u
,,534.62k,15.82763u
,,534.68k,19.65341u
,,534.74k,12.14407u
,,534.8k,17.41791u
,,534.86k,19.55831u
,,534.92k,15.09483u
,,534.98k,12.26983u
,,535.04k,3.606268u
,,535.1k,10.1597u
,,535.16k,17.38707u
,,535.22k,17.95626u
,,535.28k,17.71402u
,,535.34k,18.04021u
,,535.4k,15.27826u
,,535.46k,21.8668u
,,535.52k,21.66401u
,,535.58k,22.08508u
,,535.64k,15.17227u
,,535.7k,9.119077u
,,535.76k,11.25862u
,,535.82k,25.78348u
,,535.88k,31.33288u
,,535.94k,25.40027u
,,536k,25.1016u
,,536.06k,29.96809u
,,536.12k,15.72558u
,,536.18k,7.320277u
,,536.24k,12.80566u
,,536.3k,12.45271u
,,536.36k,19.51595u
,,536.42k,16.71946u
,,536.48k,6.52131u
,,536.54k,8.048841u
,,536.6k,16.59003u
,,536.66k,16.12346u
,,536.72k,27.71112u
,,536.78k,36.08065u
,,536.84k,30.73413u
,,536.9k,12.80077u
,,536.96k,15.91484u
,,537.02k,8.961804u
,,537.08k,17.822u
,,537.14k,22.01137u
,,537.2k,27.81149u
,,537.26k,17.4507u
,,537.32k,11.87979u
,,537.38k,20.90081u
,,537.44k,9.662099u
,,537.5k,18.42175u
,,537.56k,16.65356u
,,537.62k,12.66956u
,,537.68k,26.07039u
,,537.74k,25.51872u
,,537.8k,20.62638u
,,537.86k,30.23899u
,,537.92k,21.01156u
,,537.98k,18.08179u
,,538.04k,18.91827u
,,538.1k,14.0097u
,,538.16k,15.23056u
,,538.22k,17.09313u
,,538.28k,29.08464u
,,538.34k,25.72889u
,,538.4k,22.06902u
,,538.46k,17.31979u
,,538.52k,9.235181u
,,538.58k,27.44426u
,,538.64k,11.90351u
,,538.7k,24.88381u
,,538.76k,30.04545u
,,538.82k,31.90659u
,,538.88k,27.86874u
,,538.94k,22.61184u
,,539k,10.61577u
,,539.06k,16.52227u
,,539.12k,13.69075u
,,539.18k,10.41101u
,,539.24k,17.90702u
,,539.3k,23.55995u
,,539.36k,19.00421u
,,539.42k,7.739888u
,,539.48k,14.41745u
,,539.54k,13.98557u
,,539.6k,8.952036u
,,539.66k,5.538794u
,,539.72k,3.674725u
,,539.78k,22.30832u
,,539.84k,24.05747u
,,539.9k,27.47334u
,,539.96k,16.45743u
,,540.02k,8.038947u
,,540.08k,21.03396u
,,540.14k,16.48064u
,,540.2k,8.928376u
,,540.26k,15.58853u
,,540.32k,11.44387u
,,540.38k,10.97276u
,,540.44k,18.57882u
,,540.5k,15.09466u
,,540.56k,20.64085u
,,540.62k,10.43088u
,,540.68k,14.21417u
,,540.74k,22.04423u
,,540.8k,22.5396u
,,540.86k,14.6858u
,,540.92k,17.63459u
,,540.98k,21.77074u
,,541.04k,17.09093u
,,541.1k,24.98925u
,,541.16k,15.6364u
,,541.22k,15.74669u
,,541.28k,19.65646u
,,541.34k,22.93425u
,,541.4k,31.61471u
,,541.46k,14.46546u
,,541.52k,21.0213u
,,541.58k,24.71418u
,,541.64k,12.83422u
,,541.7k,14.1402u
,,541.76k,15.79115u
,,541.82k,12.22711u
,,541.88k,12.13268u
,,541.94k,20.68655u
,,542k,21.92467u
,,542.06k,20.64526u
,,542.12k,22.49903u
,,542.18k,9.860495u
,,542.24k,14.85079u
,,542.3k,3.762167u
,,542.36k,13.79777u
,,542.42k,4.12269u
,,542.48k,14.74027u
,,542.54k,16.18476u
,,542.6k,13.87359u
,,542.66k,15.98161u
,,542.72k,13.35436u
,,542.78k,14.03376u
,,542.84k,18.50186u
,,542.9k,21.59934u
,,542.96k,17.06675u
,,543.02k,12.03046u
,,543.08k,8.68494u
,,543.14k,3.014084u
,,543.2k,1.02549u
,,543.26k,2.009673u
,,543.32k,11.09695u
,,543.38k,22.14329u
,,543.44k,25.31277u
,,543.5k,24.11662u
,,543.56k,27.13796u
,,543.62k,17.59419u
,,543.68k,19.36426u
,,543.74k,16.05058u
,,543.8k,13.51451u
,,543.86k,13.15955u
,,543.92k,10.34258u
,,543.98k,12.65767u
,,544.04k,16.40444u
,,544.1k,6.150145u
,,544.16k,10.2107u
,,544.22k,16.89336u
,,544.28k,14.49425u
,,544.34k,22.1217u
,,544.4k,20.70728u
,,544.46k,21.77204u
,,544.52k,22.17263u
,,544.58k,15.53487u
,,544.64k,10.89895u
,,544.7k,12.16068u
,,544.76k,8.46966u
,,544.82k,7.965445u
,,544.88k,7.114135u
,,544.94k,2.26311u
,,545k,9.009491u
,,545.06k,15.93959u
,,545.12k,21.18634u
,,545.18k,16.14971u
,,545.24k,6.827146u
,,545.3k,2.555716u
,,545.36k,11.68522u
,,545.42k,4.442758u
,,545.48k,1.54471u
,,545.54k,3.439044u
,,545.6k,12.03711u
,,545.66k,3.28828u
,,545.72k,18.0099u
,,545.78k,12.97811u
,,545.84k,9.720189u
,,545.9k,16.96426u
,,545.96k,11.49279u
,,546.02k,11.1691u
,,546.08k,12.60474u
,,546.14k,7.906325u
,,546.2k,18.72987u
,,546.26k,19.73697u
,,546.32k,13.8321u
,,546.38k,10.82162u
,,546.44k,16.0935u
,,546.5k,26.38489u
,,546.56k,21.90133u
,,546.62k,8.249635u
,,546.68k,12.35433u
,,546.74k,9.027753u
,,546.8k,8.859293u
,,546.86k,13.23912u
,,546.92k,15.68432u
,,546.98k,8.734586u
,,547.04k,14.16073u
,,547.1k,13.30541u
,,547.16k,13.76304u
,,547.22k,23.57711u
,,547.28k,14.73194u
,,547.34k,13.84463u
,,547.4k,7.753753u
,,547.46k,7.56261u
,,547.52k,8.794661u
,,547.58k,15.06412u
,,547.64k,2.942933u
,,547.7k,9.957124u
,,547.76k,7.277666u
,,547.82k,16.37098u
,,547.88k,17.8429u
,,547.94k,18.94765u
,,548k,18.76985u
,,548.06k,1.395724u
,,548.12k,18.84543u
,,548.18k,13.60871u
,,548.24k,18.37582u
,,548.3k,9.485569u
,,548.36k,8.003216u
,,548.42k,10.72504u
,,548.48k,10.63345u
,,548.54k,6.874813u
,,548.6k,27.37221u
,,548.66k,6.743395u
,,548.72k,7.289887u
,,548.78k,8.114455u
,,548.84k,3.640003u
,,548.9k,9.246101u
,,548.96k,13.87675u
,,549.02k,19.53422u
,,549.08k,14.30797u
,,549.14k,16.44975u
,,549.2k,14.88819u
,,549.26k,12.96977u
,,549.32k,10.91804u
,,549.38k,10.84088u
,,549.44k,13.30631u
,,549.5k,15.12466u
,,549.56k,9.257595u
,,549.62k,19.24506u
,,549.68k,18.16535u
,,549.74k,21.90895u
,,549.8k,10.33917u
,,549.86k,8.798177u
,,549.92k,10.07673u
,,549.98k,11.36711u
,,550.04k,14.70704u
,,550.1k,25.90617u
,,550.16k,2.580138u
,,550.22k,13.05012u
,,550.28k,3.086689u
,,550.34k,14.26274u
,,550.4k,10.4858u
,,550.46k,1.536214u
,,550.52k,9.083439u
,,550.58k,14.54124u
,,550.64k,13.5809u
,,550.7k,13.47224u
,,550.76k,14.68006u
,,550.82k,18.92375u
,,550.88k,10.43499u
,,550.94k,15.5173u
,,551k,8.776357u
,,551.06k,2.745922u
,,551.12k,11.02474u
,,551.18k,24.16529u
,,551.24k,17.18059u
,,551.3k,24.03465u
,,551.36k,20.03085u
,,551.42k,18.67615u
,,551.48k,19.12073u
,,551.54k,18.63083u
,,551.6k,9.927053u
,,551.66k,27.58953u
,,551.72k,24.76087u
,,551.78k,28.91781u
,,551.84k,23.94105u
,,551.9k,12.23973u
,,551.96k,17.33765u
,,552.02k,21.29206u
,,552.08k,15.86755u
,,552.14k,28.59074u
,,552.2k,18.90791u
,,552.26k,4.632046u
,,552.32k,3.639849u
,,552.38k,12.19158u
,,552.44k,18.41489u
,,552.5k,34.20949u
,,552.56k,33.91845u
,,552.62k,25.11624u
,,552.68k,29.01576u
,,552.74k,25.43134u
,,552.8k,17.42859u
,,552.86k,27.22964u
,,552.92k,18.7447u
,,552.98k,17.8289u
,,553.04k,10.38867u
,,553.1k,19.26466u
,,553.16k,16.75365u
,,553.22k,33.70818u
,,553.28k,34.39496u
,,553.34k,49.86572u
,,553.4k,42.41187u
,,553.46k,28.67727u
,,553.52k,14.97088u
,,553.58k,20.63563u
,,553.64k,29.70518u
,,553.7k,32.13434u
,,553.76k,39.41594u
,,553.82k,41.01706u
,,553.88k,52.09606u
,,553.94k,42.11197u
,,554k,44.00104u
,,554.06k,44.30712u
,,554.12k,46.73483u
,,554.18k,50.60401u
,,554.24k,36.48186u
,,554.3k,46.54156u
,,554.36k,34.61533u
,,554.42k,32.94959u
,,554.48k,46.83786u
,,554.54k,46.51197u
,,554.6k,38.32677u
,,554.66k,30.6382u
,,554.72k,29.86658u
,,554.78k,27.68798u
,,554.84k,33.18408u
,,554.9k,36.87622u
,,554.96k,37.73992u
,,555.02k,35.13604u
,,555.08k,45.4581u
,,555.14k,49.6106u
,,555.2k,47.67658u
,,555.26k,47.49754u
,,555.32k,36.66485u
,,555.38k,40.75696u
,,555.44k,60.13008u
,,555.5k,51.10053u
,,555.56k,48.30051u
,,555.62k,39.20275u
,,555.68k,35.13409u
,,555.74k,36.96141u
,,555.8k,31.71816u
,,555.86k,42.85664u
,,555.92k,46.14737u
,,555.98k,38.89831u
,,556.04k,39.85978u
,,556.1k,33.50619u
,,556.16k,45.81235u
,,556.22k,43.58236u
,,556.28k,46.7768u
,,556.34k,34.75816u
,,556.4k,48.58955u
,,556.46k,48.71253u
,,556.52k,31.63728u
,,556.58k,33.73844u
,,556.64k,35.12179u
,,556.7k,30.21279u
,,556.76k,30.64662u
,,556.82k,37.29866u
,,556.88k,43.18588u
,,556.94k,43.06701u
,,557k,45.71963u
,,557.06k,33.73695u
,,557.12k,36.34938u
,,557.18k,44.23773u
,,557.24k,42.66379u
,,557.3k,37.64869u
,,557.36k,36.06492u
,,557.42k,36.45353u
,,557.48k,36.9543u
,,557.54k,22.37123u
,,557.6k,27.62101u
,,557.66k,36.47561u
,,557.72k,32.24731u
,,557.78k,28.99532u
,,557.84k,46.24167u
,,557.9k,23.46228u
,,557.96k,18.46921u
,,558.02k,34.8109u
,,558.08k,40.8245u
,,558.14k,24.33324u
,,558.2k,38.98661u
,,558.26k,35.64585u
,,558.32k,25.242u
,,558.38k,28.88372u
,,558.44k,41.20267u
,,558.5k,35.48539u
,,558.56k,39.75757u
,,558.62k,29.53107u
,,558.68k,23.55137u
,,558.74k,31.5685u
,,558.8k,33.88436u
,,558.86k,41.55901u
,,558.92k,18.84634u
,,558.98k,18.8062u
,,559.04k,14.3343u
,,559.1k,27.69284u
,,559.16k,26.18427u
,,559.22k,22.38214u
,,559.28k,23.35784u
,,559.34k,27.27136u
,,559.4k,33.32369u
,,559.46k,29.76742u
,,559.52k,27.72612u
,,559.58k,28.95439u
,,559.64k,25.89471u
,,559.7k,23.57064u
,,559.76k,24.31919u
,,559.82k,24.10083u
,,559.88k,17.07562u
,,559.94k,8.909455u
,,560k,19.09344u
,,560.06k,25.61444u
,,560.12k,21.86149u
,,560.18k,15.80719u
,,560.24k,12.96737u
,,560.3k,21.69151u
,,560.36k,16.25763u
,,560.42k,25.71207u
,,560.48k,16.67045u
,,560.54k,8.068123u
,,560.6k,7.307823u
,,560.66k,8.643388u
,,560.72k,9.068225u
,,560.78k,14.25775u
,,560.84k,7.706763u
,,560.9k,6.801989u
,,560.96k,16.44393u
,,561.02k,23.41038u
,,561.08k,26.27273u
,,561.14k,11.76768u
,,561.2k,4.298549u
,,561.26k,5.805326u
,,561.32k,9.835153u
,,561.38k,9.071358u
,,561.44k,10.52407u
,,561.5k,11.46282u
,,561.56k,6.072439u
,,561.62k,10.06206u
,,561.68k,15.79703u
,,561.74k,25.49894u
,,561.8k,12.77924u
,,561.86k,11.34617u
,,561.92k,10.44963u
,,561.98k,17.80676u
,,562.04k,16.69037u
,,562.1k,29.02226u
,,562.16k,22.97495u
,,562.22k,18.49321u
,,562.28k,12.55168u
,,562.34k,15.48211u
,,562.4k,21.12897u
,,562.46k,17.69023u
,,562.52k,12.69826u
,,562.58k,4.895977u
,,562.64k,11.51737u
,,562.7k,16.3145u
,,562.76k,23.55927u
,,562.82k,22.86005u
,,562.88k,14.74271u
,,562.94k,12.03867u
,,563k,30.68963u
,,563.06k,25.34672u
,,563.12k,39.47971u
,,563.18k,34.9318u
,,563.24k,21.96958u
,,563.3k,25.78207u
,,563.36k,15.46226u
,,563.42k,15.83588u
,,563.48k,13.43901u
,,563.54k,18.1178u
,,563.6k,29.85477u
,,563.66k,28.67492u
,,563.72k,22.47856u
,,563.78k,23.96119u
