"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,532.52k,28.66196u
,,532.58k,22.77579u
,,532.64k,20.99391u
,,532.7k,26.84842u
,,532.76k,34.82951u
,,532.82k,29.91021u
,,532.88k,26.93408u
,,532.94k,37.51656u
,,533k,42.72217u
,,533.06k,35.71417u
,,533.12k,31.2886u
,,533.18k,29.70642u
,,533.24k,28.36261u
,,533.3k,19.07092u
,,533.36k,23.27809u
,,533.42k,21.22846u
,,533.48k,23.55174u
,,533.54k,29.77525u
,,533.6k,20.8293u
,,533.66k,21.95666u
,,533.72k,19.30873u
,,533.78k,28.88128u
,,533.84k,30.28455u
,,533.9k,16.96045u
,,533.96k,24.39662u
,,534.02k,27.55488u
,,534.08k,24.98559u
,,534.14k,35.29525u
,,534.2k,36.42598u
,,534.26k,25.85279u
,,534.32k,27.63477u
,,534.38k,32.37678u
,,534.44k,37.29175u
,,534.5k,36.59817u
,,534.56k,31.97493u
,,534.62k,29.80403u
,,534.68k,24.32194u
,,534.74k,21.44637u
,,534.8k,20.71972u
,,534.86k,28.6012u
,,534.92k,31.77134u
,,534.98k,36.31415u
,,535.04k,29.15792u
,,535.1k,26.26023u
,,535.16k,28.98901u
,,535.22k,27.03678u
,,535.28k,17.61069u
,,535.34k,15.29793u
,,535.4k,28.63669u
,,535.46k,32.81781u
,,535.52k,37.80825u
,,535.58k,25.41134u
,,535.64k,27.51094u
,,535.7k,41.84166u
,,535.76k,32.55867u
,,535.82k,33.96118u
,,535.88k,31.4989u
,,535.94k,30.78711u
,,536k,24.15316u
,,536.06k,21.48522u
,,536.12k,25.83572u
,,536.18k,20.82763u
,,536.24k,31.77766u
,,536.3k,34.53527u
,,536.36k,36.05386u
,,536.42k,22.85316u
,,536.48k,29.89973u
,,536.54k,33.77258u
,,536.6k,27.13322u
,,536.66k,32.99565u
,,536.72k,30.95098u
,,536.78k,31.2729u
,,536.84k,36.22549u
,,536.9k,37.24342u
,,536.96k,28.93249u
,,537.02k,29.30448u
,,537.08k,19.09014u
,,537.14k,18.50846u
,,537.2k,22.28036u
,,537.26k,18.90387u
,,537.32k,17.93316u
,,537.38k,21.6102u
,,537.44k,29.03874u
,,537.5k,38.74841u
,,537.56k,25.52327u
,,537.62k,15.27926u
,,537.68k,22.43385u
,,537.74k,32.51209u
,,537.8k,29.1456u
,,537.86k,42.45401u
,,537.92k,30.87596u
,,537.98k,31.92586u
,,538.04k,24.97611u
,,538.1k,17.21213u
,,538.16k,24.6717u
,,538.22k,31.31621u
,,538.28k,39.34361u
,,538.34k,28.07666u
,,538.4k,20.23823u
,,538.46k,22.93342u
,,538.52k,27.0133u
,,538.58k,33.82978u
,,538.64k,23.74762u
,,538.7k,22.79851u
,,538.76k,32.93025u
,,538.82k,29.00338u
,,538.88k,25.04793u
,,538.94k,31.45639u
,,539k,19.45977u
,,539.06k,25.04191u
,,539.12k,34.96538u
,,539.18k,25.73502u
,,539.24k,22.97293u
,,539.3k,36.39545u
,,539.36k,32.64974u
,,539.42k,24.7896u
,,539.48k,35.95523u
,,539.54k,33.23564u
,,539.6k,29.3391u
,,539.66k,24.00718u
,,539.72k,15.35151u
,,539.78k,25.86385u
,,539.84k,33.13322u
,,539.9k,32.74633u
,,539.96k,38.65634u
,,540.02k,33.11619u
,,540.08k,44.24338u
,,540.14k,41.11119u
,,540.2k,41.8339u
,,540.26k,29.99188u
,,540.32k,34.58037u
,,540.38k,25.53289u
,,540.44k,28.23095u
,,540.5k,25.41351u
,,540.56k,27.1997u
,,540.62k,32.09086u
,,540.68k,28.6986u
,,540.74k,24.90392u
,,540.8k,30.51121u
,,540.86k,32.76967u
,,540.92k,30.73736u
,,540.98k,29.89421u
,,541.04k,26.10888u
,,541.1k,30.74827u
,,541.16k,19.7097u
,,541.22k,19.50506u
,,541.28k,19.83672u
,,541.34k,19.85508u
,,541.4k,25.38764u
,,541.46k,31.44878u
,,541.52k,40.50753u
,,541.58k,35.8275u
,,541.64k,16.59801u
,,541.7k,37.79892u
,,541.76k,40.36906u
,,541.82k,23.75442u
,,541.88k,30.52635u
,,541.94k,25.93478u
,,542k,29.80883u
,,542.06k,28.09538u
,,542.12k,25.11146u
,,542.18k,31.69897u
,,542.24k,31.15569u
,,542.3k,27.57967u
,,542.36k,11.9129u
,,542.42k,11.32859u
,,542.48k,26.42506u
,,542.54k,23.1122u
,,542.6k,27.69859u
,,542.66k,33.93836u
,,542.72k,32.91464u
,,542.78k,24.78271u
,,542.84k,19.06376u
,,542.9k,32.80309u
,,542.96k,27.82844u
,,543.02k,18.64404u
,,543.08k,29.33283u
,,543.14k,34.15284u
,,543.2k,35.34853u
,,543.26k,21.19837u
,,543.32k,35.9621u
,,543.38k,37.9664u
,,543.44k,39.71811u
,,543.5k,34.11193u
,,543.56k,36.86788u
,,543.62k,30.1352u
,,543.68k,35.22817u
,,543.74k,33.38604u
,,543.8k,24.27305u
,,543.86k,21.66441u
,,543.92k,35.31481u
,,543.98k,32.12912u
,,544.04k,34.89258u
,,544.1k,34.79929u
,,544.16k,34.93931u
,,544.22k,26.13446u
,,544.28k,30.35462u
,,544.34k,45.32442u
,,544.4k,51.22108u
,,544.46k,42.08869u
,,544.52k,35.73506u
,,544.58k,41.57267u
,,544.64k,42.5552u
,,544.7k,43.67776u
,,544.76k,32.7125u
,,544.82k,33.8235u
,,544.88k,39.10821u
,,544.94k,37.15835u
,,545k,42.03762u
,,545.06k,46.3427u
,,545.12k,36.24362u
,,545.18k,45.72325u
,,545.24k,42.16827u
,,545.3k,56.2388u
,,545.36k,54.5654u
,,545.42k,57.01565u
,,545.48k,68.30594u
,,545.54k,62.20692u
,,545.6k,71.01174u
,,545.66k,54.46463u
,,545.72k,53.69972u
,,545.78k,66.06405u
,,545.84k,64.47167u
,,545.9k,51.03177u
,,545.96k,46.16283u
,,546.02k,55.61557u
,,546.08k,43.93008u
,,546.14k,53.40516u
,,546.2k,67.89432u
,,546.26k,58.80593u
,,546.32k,70.3504u
,,546.38k,66.63088u
,,546.44k,60.52141u
,,546.5k,57.29034u
,,546.56k,59.69215u
,,546.62k,60.64405u
,,546.68k,56.1985u
,,546.74k,58.11426u
,,546.8k,66.33208u
,,546.86k,67.84918u
,,546.92k,51.12466u
,,546.98k,61.2144u
,,547.04k,61.08716u
,,547.1k,70.59194u
,,547.16k,63.6361u
,,547.22k,59.1942u
,,547.28k,70.33786u
,,547.34k,68.50108u
,,547.4k,66.91642u
,,547.46k,59.4994u
,,547.52k,46.89483u
,,547.58k,44.77057u
,,547.64k,58.9052u
,,547.7k,52.60665u
,,547.76k,56.2684u
,,547.82k,60.64051u
,,547.88k,45.97711u
,,547.94k,57.58674u
,,548k,56.03322u
,,548.06k,66.02164u
,,548.12k,64.55177u
,,548.18k,68.34484u
,,548.24k,76.70856u
,,548.3k,70.25588u
,,548.36k,64.51162u
,,548.42k,54.74055u
,,548.48k,56.25622u
,,548.54k,71.77077u
,,548.6k,61.15211u
,,548.66k,60.20987u
,,548.72k,56.01128u
,,548.78k,50.24028u
,,548.84k,58.01293u
,,548.9k,77.35009u
,,548.96k,59.02807u
,,549.02k,48.46865u
,,549.08k,72.17982u
,,549.14k,72.41497u
,,549.2k,64.2257u
,,549.26k,55.90207u
,,549.32k,63.63023u
,,549.38k,54.21546u
,,549.44k,59.54971u
,,549.5k,80.31737u
,,549.56k,60.96405u
,,549.62k,63.1678u
,,549.68k,77.09442u
,,549.74k,61.88209u
,,549.8k,57.97688u
,,549.86k,70.77243u
,,549.92k,66.32526u
,,549.98k,64.96274u
,,550.04k,61.53079u
,,550.1k,66.08351u
,,550.16k,70.67463u
,,550.22k,59.42425u
,,550.28k,64.57982u
,,550.34k,72.92306u
,,550.4k,81.48583u
,,550.46k,77.3278u
,,550.52k,81.82277u
,,550.58k,69.54483u
,,550.64k,71.8381u
,,550.7k,71.05555u
,,550.76k,76.81653u
,,550.82k,73.82318u
,,550.88k,69.0206u
,,550.94k,73.34669u
,,551k,68.9158u
,,551.06k,78.63952u
,,551.12k,84.10541u
,,551.18k,80.77126u
,,551.24k,73.30974u
,,551.3k,86.39983u
,,551.36k,81.52431u
,,551.42k,91.00933u
,,551.48k,93.91557u
,,551.54k,95.20671u
,,551.6k,86.34983u
,,551.66k,88.98114u
,,551.72k,80.50703u
,,551.78k,79.4562u
,,551.84k,84.26074u
,,551.9k,94.23141u
,,551.96k,81.99068u
,,552.02k,76.95241u
,,552.08k,71.09039u
,,552.14k,72.62088u
,,552.2k,73.3934u
,,552.26k,103.1604u
,,552.32k,95.45154u
,,552.38k,100.0449u
,,552.44k,105.2321u
,,552.5k,100.3952u
,,552.56k,88.40998u
,,552.62k,92.4802u
,,552.68k,97.15393u
,,552.74k,76.23435u
,,552.8k,91.58092u
,,552.86k,101.2097u
,,552.92k,89.55005u
,,552.98k,92.48868u
,,553.04k,101.6077u
,,553.1k,92.60213u
,,553.16k,95.60473u
,,553.22k,88.3798u
,,553.28k,93.85006u
,,553.34k,78.74471u
,,553.4k,67.72156u
,,553.46k,85.12425u
,,553.52k,97.31686u
,,553.58k,92.58512u
,,553.64k,97.07403u
,,553.7k,95.02634u
,,553.76k,85.66457u
,,553.82k,81.70839u
,,553.88k,85.96702u
,,553.94k,96.41017u
,,554k,103.9396u
,,554.06k,93.69156u
,,554.12k,92.61478u
,,554.18k,95.10625u
,,554.24k,95.31913u
,,554.3k,93.71392u
,,554.36k,95.58148u
,,554.42k,93.59912u
,,554.48k,99.30538u
,,554.54k,91.10658u
,,554.6k,99.21209u
,,554.66k,88.47055u
,,554.72k,96.72156u
,,554.78k,102.2918u
,,554.84k,116.9809u
,,554.9k,120.3616u
,,554.96k,102.7546u
,,555.02k,105.4038u
,,555.08k,98.90645u
,,555.14k,99.546u
,,555.2k,93.4337u
,,555.26k,83.80061u
,,555.32k,89.70832u
,,555.38k,112.7433u
,,555.44k,103.3098u
,,555.5k,100.7207u
,,555.56k,103.7966u
,,555.62k,106.4375u
,,555.68k,104.7041u
,,555.74k,92.00461u
,,555.8k,93.64861u
,,555.86k,86.90243u
,,555.92k,91.27203u
,,555.98k,102.0902u
,,556.04k,95.52529u
,,556.1k,106.2395u
,,556.16k,98.0012u
,,556.22k,99.58644u
,,556.28k,82.18062u
,,556.34k,93.59463u
,,556.4k,106.7953u
,,556.46k,95.469u
,,556.52k,107.4387u
,,556.58k,102.1132u
,,556.64k,103.5025u
,,556.7k,92.3911u
,,556.76k,88.6603u
,,556.82k,83.00439u
,,556.88k,101.0701u
,,556.94k,92.99034u
,,557k,93.39445u
,,557.06k,81.87488u
,,557.12k,75.90157u
,,557.18k,86.80814u
,,557.24k,91.22539u
,,557.3k,90.20915u
,,557.36k,92.2454u
,,557.42k,95.78148u
,,557.48k,86.59871u
,,557.54k,79.96984u
,,557.6k,84.90338u
,,557.66k,98.46169u
,,557.72k,91.94583u
,,557.78k,83.40442u
,,557.84k,93.5636u
,,557.9k,97.01871u
,,557.96k,89.23228u
,,558.02k,79.05771u
,,558.08k,86.20038u
,,558.14k,98.62352u
,,558.2k,81.46531u
,,558.26k,86.45792u
,,558.32k,100.2025u
,,558.38k,96.57151u
,,558.44k,96.99134u
,,558.5k,76.24399u
,,558.56k,80.28108u
,,558.62k,90.7186u
,,558.68k,89.99317u
,,558.74k,97.19278u
,,558.8k,92.80683u
,,558.86k,95.39435u
,,558.92k,79.86761u
,,558.98k,76.91911u
,,559.04k,87.1329u
,,559.1k,76.56069u
,,559.16k,89.23839u
,,559.22k,93.36247u
,,559.28k,94.27406u
,,559.34k,85.04674u
,,559.4k,87.17101u
,,559.46k,81.25795u
,,559.52k,80.42982u
,,559.58k,68.55674u
,,559.64k,72.84995u
,,559.7k,79.73138u
,,559.76k,85.13335u
,,559.82k,93.13562u
,,559.88k,79.75616u
,,559.94k,82.09786u
,,560k,74.49334u
,,560.06k,73.79692u
,,560.12k,86.47783u
,,560.18k,88.7666u
,,560.24k,90.08686u
,,560.3k,88.35407u
,,560.36k,78.97822u
,,560.42k,81.3173u
,,560.48k,84.93742u
,,560.54k,87.24317u
,,560.6k,75.33386u
,,560.66k,81.28594u
,,560.72k,78.04078u
,,560.78k,68.23822u
,,560.84k,73.49618u
,,560.9k,78.7653u
,,560.96k,83.21138u
,,561.02k,85.94505u
,,561.08k,84.59606u
,,561.14k,86.32636u
,,561.2k,93.25758u
,,561.26k,85.54968u
,,561.32k,65.02677u
,,561.38k,74.82748u
,,561.44k,70.49595u
,,561.5k,76.80099u
,,561.56k,80.76485u
,,561.62k,81.77316u
,,561.68k,84.52598u
,,561.74k,87.55416u
,,561.8k,89.73242u
,,561.86k,87.69777u
,,561.92k,84.68453u
,,561.98k,83.30173u
,,562.04k,83.946u
,,562.1k,82.9965u
,,562.16k,89.86115u
,,562.22k,88.17809u
,,562.28k,68.10143u
,,562.34k,65.30004u
,,562.4k,74.39275u
,,562.46k,86.84625u
,,562.52k,90.02914u
,,562.58k,88.83968u
,,562.64k,84.21297u
,,562.7k,86.47417u
,,562.76k,89.85933u
,,562.82k,70.71955u
,,562.88k,75.90933u
,,562.94k,74.56793u
,,563k,87.55513u
,,563.06k,79.93914u
,,563.12k,76.98917u
,,563.18k,78.61647u
,,563.24k,81.17768u
,,563.3k,83.06927u
,,563.36k,81.89281u
,,563.42k,82.73439u
,,563.48k,86.0312u
,,563.54k,90.92653u
,,563.6k,82.8627u
,,563.66k,87.72503u
,,563.72k,81.45921u
,,563.78k,81.47699u
,,563.84k,82.47893u
,,563.9k,86.60658u
,,563.96k,91.34997u
,,564.02k,89.90848u
,,564.08k,78.4601u
,,564.14k,69.24484u
