"Frequency, Hz - Peaks",Magnitude (V) - Peaks,"Frequency, Hz - Signal",Magnitude (V) - Signal
,,504.32k,110.6231u
,,504.38k,109.7563u
,,504.44k,107.4698u
,,504.5k,110.5529u
,,504.56k,101.6958u
,,504.62k,100.965u
,,504.68k,106.0162u
,,504.74k,102.6463u
,,504.8k,94.11851u
,,504.86k,92.691u
,,504.92k,97.76497u
,,504.98k,100.0876u
,,505.04k,98.7575u
,,505.1k,99.23956u
,,505.16k,98.90333u
,,505.22k,100.6755u
,,505.28k,92.78271u
,,505.34k,89.11994u
,,505.4k,94.27978u
,,505.46k,97.09386u
,,505.52k,86.86832u
,,505.58k,80.31521u
,,505.64k,89.31484u
,,505.7k,88.37425u
,,505.76k,79.20186u
,,505.82k,81.71309u
,,505.88k,84.43063u
,,505.94k,90.59292u
,,506k,84.77243u
,,506.06k,85.80478u
,,506.12k,91.96964u
,,506.18k,89.7018u
,,506.24k,83.64163u
,,506.3k,78.96054u
,,506.36k,83.51225u
,,506.42k,89.02681u
,,506.48k,81.7713u
,,506.54k,87.87289u
,,506.6k,81.89206u
,,506.66k,80.89317u
,,506.72k,75.03937u
,,506.78k,79.52004u
,,506.84k,79.25603u
,,506.9k,75.51418u
,,506.96k,74.47517u
,,507.02k,81.0474u
,,507.08k,80.069u
,,507.14k,78.63707u
,,507.2k,81.67477u
,,507.26k,73.98207u
,,507.32k,69.98549u
,,507.38k,71.86012u
,,507.44k,73.34413u
,,507.5k,78.43882u
,,507.56k,84.20612u
,,507.62k,85.32468u
,,507.68k,83.07881u
,,507.74k,71.88972u
,,507.8k,71.67587u
,,507.86k,74.87606u
,,507.92k,73.97779u
,,507.98k,73.90965u
,,508.04k,66.52308u
,,508.1k,68.96573u
,,508.16k,75.86693u
,,508.22k,72.33406u
,,508.28k,74.24508u
,,508.34k,67.65291u
,,508.4k,71.32408u
,,508.46k,73.18275u
,,508.52k,68.74637u
,,508.58k,71.05625u
,,508.64k,67.46099u
,,508.7k,68.08984u
,,508.76k,63.69083u
,,508.82k,67.92329u
,,508.88k,72.36791u
,,508.94k,75.79502u
,,509k,71.12227u
,,509.06k,71.16476u
,,509.12k,71.82846u
,,509.18k,72.87426u
,,509.24k,77.92375u
,,509.3k,71.77515u
,,509.36k,66.06353u
,,509.42k,74.06863u
,,509.48k,74.31693u
,,509.54k,64.54922u
,,509.6k,64.7352u
,,509.66k,73.80909u
,,509.72k,72.33877u
,,509.78k,69.81489u
,,509.84k,73.25711u
,,509.9k,70.7219u
,,509.96k,70.63927u
,,510.02k,71.62736u
,,510.08k,71.20845u
,,510.14k,74.19595u
,,510.2k,83.01041u
,,510.26k,76.39619u
,,510.32k,70.6302u
,,510.38k,66.97889u
,,510.44k,75.72354u
,,510.5k,74.98243u
,,510.56k,73.78351u
,,510.62k,72.30538u
,,510.68k,74.13609u
,,510.74k,74.72217u
,,510.8k,71.84257u
,,510.86k,70.975u
,,510.92k,65.05004u
,,510.98k,68.4638u
,,511.04k,68.80809u
,,511.1k,67.97647u
,,511.16k,73.90428u
,,511.22k,75.18916u
,,511.28k,79.5138u
,,511.34k,77.5906u
,,511.4k,77.61488u
,,511.46k,77.39641u
,,511.52k,79.39237u
,,511.58k,76.41216u
,,511.64k,69.99366u
,,511.7k,76.82194u
,,511.76k,78.55386u
,,511.82k,74.46319u
,,511.88k,70.19014u
,,511.94k,75.48505u
,,512k,75.79802u
,,512.06k,71.87973u
,,512.12k,70.94683u
,,512.18k,78.34408u
,,512.24k,76.68564u
,,512.3k,79.396u
,,512.36k,73.87753u
,,512.42k,82.53959u
,,512.48k,80.21302u
,,512.54k,82.26592u
,,512.6k,80.96275u
,,512.66k,78.88652u
,,512.72k,77.64034u
,,512.78k,73.11079u
,,512.84k,77.73192u
,,512.9k,74.40585u
,,512.96k,73.73365u
,,513.02k,75.77489u
,,513.08k,78.84055u
,,513.14k,80.43768u
,,513.2k,79.32022u
,,513.26k,75.98168u
,,513.32k,75.82593u
,,513.38k,74.18959u
,,513.44k,73.87791u
,,513.5k,76.4274u
,,513.56k,77.10906u
,,513.62k,80.07309u
,,513.68k,78.40319u
,,513.74k,80.89448u
,,513.8k,81.4052u
,,513.86k,79.04746u
,,513.92k,77.94333u
,,513.98k,81.06159u
,,514.04k,80.82761u
,,514.1k,82.46313u
,,514.16k,73.52811u
,,514.22k,81.14373u
,,514.28k,82.7292u
,,514.34k,82.44378u
,,514.4k,85.2315u
,,514.46k,84.64296u
,,514.52k,73.29705u
,,514.58k,82.33336u
,,514.64k,86.16941u
,,514.7k,81.41705u
,,514.76k,85.54205u
,,514.82k,85.72531u
,,514.88k,87.33155u
,,514.94k,88.9128u
,,515k,85.67191u
,,515.06k,82.5697u
,,515.12k,80.46041u
,,515.18k,85.77689u
,,515.24k,88.9775u
,,515.3k,89.39687u
,,515.36k,83.95131u
,,515.42k,80.89841u
,,515.48k,87.78829u
,,515.54k,84.51795u
,,515.6k,84.14154u
,,515.66k,85.54774u
,,515.72k,87.8361u
,,515.78k,84.4561u
,,515.84k,83.35921u
,,515.9k,80.77799u
,,515.96k,75.56745u
,,516.02k,80.24439u
,,516.08k,85.53665u
,,516.14k,89.45819u
,,516.2k,85.3686u
,,516.26k,86.29942u
,,516.32k,88.40751u
,,516.38k,82.6636u
,,516.44k,85.22719u
,,516.5k,89.84839u
,,516.56k,86.98848u
,,516.62k,81.29489u
,,516.68k,81.89941u
,,516.74k,86.5525u
,,516.8k,89.92346u
,,516.86k,92.40706u
,,516.92k,93.61419u
,,516.98k,85.47218u
,,517.04k,82.29148u
,,517.1k,84.77857u
,,517.16k,85.35367u
,,517.22k,89.52608u
,,517.28k,96.65444u
,,517.34k,96.43647u
,,517.4k,91.65065u
,,517.46k,89.48629u
,,517.52k,95.81909u
,,517.58k,104.1475u
,,517.64k,101.2332u
,,517.7k,99.83298u
,,517.76k,97.86765u
,,517.82k,92.36207u
,,517.88k,93.92042u
,,517.94k,88.31708u
,,518k,88.73054u
,,518.06k,92.33692u
,,518.12k,94.92443u
,,518.18k,95.88369u
,,518.24k,95.49823u
,,518.3k,89.66392u
,,518.36k,97.36872u
,,518.42k,103.62u
,,518.48k,109.5783u
,,518.54k,99.09327u
,,518.6k,100.1865u
,,518.66k,97.07079u
,,518.72k,95.79492u
,,518.78k,104.6789u
,,518.84k,102.2137u
,,518.9k,105.6973u
,,518.96k,97.13233u
,,519.02k,96.53421u
,,519.08k,99.71223u
,,519.14k,103.1103u
,,519.2k,105.8583u
,,519.26k,105.5604u
,,519.32k,101.5467u
,,519.38k,103.2932u
,,519.44k,100.168u
,,519.5k,99.39289u
,,519.56k,100.9681u
,,519.62k,108.4349u
,,519.68k,107.7984u
,,519.74k,103.874u
,,519.8k,103.8492u
,,519.86k,105.5509u
,,519.92k,107.6015u
,,519.98k,103.9853u
,,520.04k,110.1828u
,,520.1k,111.0534u
,,520.16k,114.7384u
,,520.22k,115.3742u
,,520.28k,109.6657u
,,520.34k,111.4684u
,,520.4k,113.1283u
,,520.46k,110.4604u
,,520.52k,113.004u
,,520.58k,110.2948u
,,520.64k,112.3037u
,,520.7k,115.0415u
,,520.76k,110.1987u
,,520.82k,113.761u
,,520.88k,112.0338u
,,520.94k,115.3291u
,,521k,117.9653u
,,521.06k,111.7094u
,,521.12k,107.5888u
,,521.18k,105.9541u
,,521.24k,107.0481u
,,521.3k,114.2604u
,,521.36k,124.8878u
,,521.42k,119.2754u
,,521.48k,114.5154u
,,521.54k,107.9149u
,,521.6k,114.4349u
,,521.66k,115.2605u
,,521.72k,113.8461u
,,521.78k,107.0833u
,,521.84k,113.6172u
,,521.9k,113.2521u
,,521.96k,110.9274u
,,522.02k,113.9285u
,,522.08k,113.6989u
,,522.14k,111.7441u
,,522.2k,110.8376u
,,522.26k,114.4225u
,,522.32k,122.4599u
,,522.38k,117.5917u
,,522.44k,115.3408u
,,522.5k,122.028u
,,522.56k,123.9922u
,,522.62k,124.2519u
,,522.68k,124.0811u
,,522.74k,116.0548u
,,522.8k,120.724u
,,522.86k,116.4745u
,,522.92k,118.3969u
,,522.98k,117.0961u
,,523.04k,122.2925u
,,523.1k,112.7285u
,,523.16k,120.5482u
,,523.22k,134.7437u
,,523.28k,128.787u
,,523.34k,122.1642u
,,523.4k,125.6675u
,,523.46k,125.5013u
,,523.52k,127.0079u
,,523.58k,129.6959u
,,523.64k,126.4961u
,,523.7k,125.6772u
,,523.76k,135.161u
,,523.82k,128.8196u
,,523.88k,128.9861u
,,523.94k,129.1143u
,,524k,128.6948u
,,524.06k,134.7784u
,,524.12k,142.5691u
,,524.18k,131.8995u
,,524.24k,129.6522u
,,524.3k,138.8976u
,,524.36k,138.6746u
,,524.42k,135.304u
,,524.48k,131.221u
,,524.54k,136.205u
,,524.6k,136.6937u
,,524.66k,139.8844u
,,524.72k,137.7762u
,,524.78k,141.7085u
,,524.84k,140.6413u
,,524.9k,149.4935u
,,524.96k,155.5315u
,,525.02k,153.6737u
,,525.08k,152.2177u
,,525.14k,148.3694u
,,525.2k,150.3007u
,,525.26k,156.601u
,,525.32k,152.6974u
,,525.38k,154.0262u
,,525.44k,153.3607u
,,525.5k,159.1906u
,,525.56k,155.5068u
,,525.62k,149.1605u
,,525.68k,150.0571u
,,525.74k,145.3691u
,,525.8k,145.5435u
,,525.86k,148.7106u
,,525.92k,159.6063u
,,525.98k,158.2947u
,,526.04k,158.5377u
,,526.1k,161.4434u
,,526.16k,155.9979u
,,526.22k,160.2607u
,,526.28k,167.135u
,,526.34k,156.0064u
,,526.4k,165.8604u
,,526.46k,167.6972u
,,526.52k,164.6556u
,,526.58k,160.9016u
,,526.64k,160.1649u
,,526.7k,164.9926u
,,526.76k,170.0265u
,,526.82k,176.0126u
,,526.88k,176.2642u
,,526.94k,165.8767u
,,527k,162.2146u
,,527.06k,169.0058u
,,527.12k,171.2095u
,,527.18k,164.3135u
,,527.24k,164.2563u
,,527.3k,165.4308u
,,527.36k,169.6972u
,,527.42k,168.299u
,,527.48k,168.9402u
,,527.54k,171.0605u
,,527.6k,166.1746u
,,527.66k,181.7367u
,,527.72k,172.8407u
,,527.78k,179.6364u
,,527.84k,163.9087u
,,527.9k,164.949u
,,527.96k,178.7815u
,,528.02k,178.0426u
,,528.08k,167.7786u
,,528.14k,171.0081u
,,528.2k,178.874u
,,528.26k,174.9163u
,,528.32k,174.6454u
,,528.38k,176.1785u
,,528.44k,184.4739u
,,528.5k,181.2864u
,,528.56k,181.2259u
,,528.62k,181.3615u
,,528.68k,182.3506u
,,528.74k,179.0817u
,,528.8k,174.4158u
,,528.86k,177.2723u
,,528.92k,179.8955u
,,528.98k,187.5392u
,,529.04k,192.6322u
,,529.1k,187.4313u
,,529.16k,178.4432u
,,529.22k,182.2444u
,,529.28k,183.3455u
,,529.34k,180.1453u
,,529.4k,178.856u
,,529.46k,175.4907u
,,529.52k,176.6199u
,,529.58k,186.8245u
,,529.64k,190.1712u
,,529.7k,182.1247u
,,529.76k,180.5393u
,,529.82k,179.1247u
,,529.88k,188.1306u
,,529.94k,200.9041u
,,530k,201.5716u
,,530.06k,189.8823u
,,530.12k,187.4215u
,,530.18k,187.5553u
,,530.24k,187.6752u
,,530.3k,190.7728u
,,530.36k,189.8999u
,,530.42k,191.1176u
,,530.48k,182.0573u
,,530.54k,184.8384u
,,530.6k,194.3676u
,,530.66k,195.6855u
,,530.72k,198.6423u
,,530.78k,202.4074u
,,530.84k,192.5867u
,,530.9k,182.6105u
,,530.96k,191.6229u
,,531.02k,189.9765u
,,531.08k,193.161u
,,531.14k,193.1585u
,,531.2k,196.7771u
,,531.26k,200.7235u
,,531.32k,195.561u
,,531.38k,205.9516u
,,531.44k,205.611u
,,531.5k,205.5739u
,,531.56k,210.6799u
,,531.62k,195.5614u
,,531.68k,190.6912u
,,531.74k,204.0116u
,,531.8k,202.5785u
,,531.86k,198.206u
,,531.92k,195.5317u
,,531.98k,194.43u
,,532.04k,201.0201u
,,532.1k,200.8503u
,,532.16k,201.5748u
,,532.22k,208.738u
,,532.28k,205.3355u
,,532.34k,193.7201u
,,532.4k,198.8033u
,,532.46k,200.6437u
,,532.52k,206.2802u
,,532.58k,210.0836u
,,532.64k,203.4422u
,,532.7k,192.3227u
,,532.76k,196.1156u
,,532.82k,196.68u
,,532.88k,188.1349u
,,532.94k,201.1434u
,,533k,203.6954u
,,533.06k,199.6245u
,,533.12k,195.6467u
,,533.18k,196.0363u
,,533.24k,201.9436u
,,533.3k,204.4999u
,,533.36k,201.0621u
,,533.42k,193.2872u
,,533.48k,190.8187u
,,533.54k,199.7964u
,,533.6k,199.1065u
,,533.66k,193.6525u
,,533.72k,199.027u
,,533.78k,202.0409u
,,533.84k,202.4352u
,,533.9k,206.4298u
,,533.96k,204.7467u
,,534.02k,195.382u
,,534.08k,191.1917u
,,534.14k,203.1851u
,,534.2k,214.7486u
,,534.26k,214.0688u
,,534.32k,201.3276u
,,534.38k,195.4955u
,,534.44k,201.9708u
,,534.5k,191.8796u
,,534.56k,194.212u
,,534.62k,196.1727u
,,534.68k,212.9113u
,,534.74k,219.8497u
,,534.8k,220.1716u
,,534.86k,210.6732u
,,534.92k,209.4281u
,,534.98k,200.4589u
,,535.04k,194.9046u
,,535.1k,199.9624u
,,535.16k,208.5399u
,,535.22k,211.9854u
,,535.28k,209.5599u
,,535.34k,215.166u
,,535.4k,204.2746u
,,535.46k,200.999u
,,535.52k,195.5955u
,,535.58k,206.0664u
,,535.64k,193.1635u
,,535.7k,199.4164u
,,535.76k,204.3678u
,,535.82k,201.872u
,,535.88k,218.4481u
,,535.94k,212.8863u
,,536k,217.5234u
,,536.06k,217.9535u
,,536.12k,209.236u
,,536.18k,209.2174u
,,536.24k,206.3877u
,,536.3k,215.1856u
,,536.36k,216.3846u
,,536.42k,211.833u
,,536.48k,214.0234u
,,536.54k,213.3055u
,,536.6k,214.7283u
,,536.66k,217.9877u
,,536.72k,204.4551u
,,536.78k,208.7113u
,,536.84k,214.9321u
,,536.9k,212.6838u
,,536.96k,202.4629u
,,537.02k,200.041u
,,537.08k,209.2003u
,,537.14k,218.2291u
,,537.2k,227.1272u
,,537.26k,233.0128u
,,537.32k,232.5838u
,,537.38k,214.2804u
,,537.44k,219.8817u
,,537.5k,214.6897u
,,537.56k,216.7386u
,,537.62k,226.0518u
,,537.68k,231.4019u
,,537.74k,227.977u
,,537.8k,224.5015u
,,537.86k,215.4806u
,,537.92k,216.1702u
,,537.98k,231.3609u
,,538.04k,227.927u
,,538.1k,221.7834u
,,538.16k,216.1629u
,,538.22k,220.458u
,,538.28k,222.48u
,,538.34k,230.8755u
,,538.4k,221.8207u
,,538.46k,221.6659u
,,538.52k,233.1857u
,,538.58k,230.514u
,,538.64k,230.7812u
,,538.7k,236.8553u
,,538.76k,243.6669u
,,538.82k,231.3627u
,,538.88k,226.224u
,,538.94k,235.0785u
,,539k,239.6569u
,,539.06k,247.3891u
,,539.12k,239.0047u
,,539.18k,239.6291u
,,539.24k,234.9332u
,,539.3k,242.9881u
,,539.36k,240.7324u
,,539.42k,231.7806u
,,539.48k,232.0417u
,,539.54k,244.7511u
,,539.6k,236.8619u
,,539.66k,235.2494u
,,539.72k,239.5251u
,,539.78k,252.3958u
,,539.84k,257.2211u
,,539.9k,249.3514u
,,539.96k,244.0699u
,,540.02k,239.6439u
,,540.08k,232.4512u
,,540.14k,241.8704u
,,540.2k,251.6988u
,,540.26k,246.9238u
,,540.32k,237.2019u
,,540.38k,244.355u
,,540.44k,254.5711u
,,540.5k,252.2382u
,,540.56k,248.4163u
,,540.62k,259.9764u
,,540.68k,256.5622u
,,540.74k,247.3943u
,,540.8k,249.7211u
,,540.86k,260.2328u
,,540.92k,254.5381u
,,540.98k,256.9855u
,,541.04k,267.2732u
,,541.1k,265.6065u
,,541.16k,243.2153u
,,541.22k,255.7257u
,,541.28k,265.8861u
,,541.34k,252.243u
,,541.4k,247.4597u
,,541.46k,246.5585u
,,541.52k,257.3931u
,,541.58k,255.3129u
,,541.64k,250.5318u
,,541.7k,247.3889u
,,541.76k,242.1321u
,,541.82k,260.7828u
,,541.88k,268.0866u
,,541.94k,276.5054u
,,542k,267.3899u
,,542.06k,258.7939u
,,542.12k,255.1917u
,,542.18k,257.217u
,,542.24k,267.8441u
,,542.3k,254.75u
,,542.36k,260.7999u
,,542.42k,269.8364u
,,542.48k,260.9582u
,,542.54k,269.9676u
,,542.6k,268.9226u
,,542.66k,273.828u
,,542.72k,266.4522u
,,542.78k,276.4867u
,,542.84k,270.8638u
,,542.9k,276.3335u
,,542.96k,283.2205u
,,543.02k,288.7644u
,,543.08k,282.1482u
,,543.14k,272.1897u
,,543.2k,272.825u
,,543.26k,290.9016u
,,543.32k,282.8014u
,,543.38k,275.7626u
,,543.44k,285.2318u
,,543.5k,289.2849u
,,543.56k,285.9984u
,,543.62k,282.1816u
,,543.68k,277.3064u
,,543.74k,285.3263u
,,543.8k,282.403u
,,543.86k,297.9712u
,,543.92k,283.1442u
,,543.98k,277.5507u
,,544.04k,271.9071u
,,544.1k,286.1122u
,,544.16k,285.3029u
,,544.22k,291.8608u
,,544.28k,291.8175u
,,544.34k,292.7883u
,,544.4k,302.9144u
,,544.46k,312.1278u
,,544.52k,318.6411u
,,544.58k,319.7136u
,,544.64k,310.717u
,,544.7k,310.2682u
,,544.76k,306.9534u
,,544.82k,319.0761u
,,544.88k,319.2299u
,,544.94k,312.5102u
,,545k,315.6035u
,,545.06k,319.0647u
,,545.12k,321.2956u
,,545.18k,307.0582u
,,545.24k,312.3526u
,,545.3k,311.2992u
,,545.36k,322.3899u
,,545.42k,316.1151u
,,545.48k,313.8525u
,,545.54k,307.4135u
,,545.6k,311.2013u
,,545.66k,326.7488u
,,545.72k,322.2882u
,,545.78k,326.98u
,,545.84k,325.7939u
,,545.9k,325.7467u
,,545.96k,327.4057u
,,546.02k,321.8843u
,,546.08k,330.0916u
,,546.14k,351.9786u
,,546.2k,350.5921u
,,546.26k,337.34u
,,546.32k,344.4329u
,,546.38k,338.0098u
,,546.44k,342.7289u
,,546.5k,357.6814u
,,546.56k,344.3248u
,,546.62k,349.7691u
,,546.68k,359.8707u
,,546.74k,354.6437u
,,546.8k,362.6616u
,,546.86k,362.0305u
,,546.92k,365.6027u
,,546.98k,373.2443u
,,547.04k,384.0545u
,,547.1k,382.9861u
,,547.16k,383.2793u
,,547.22k,367.3091u
,,547.28k,366.7531u
,,547.34k,377.3804u
,,547.4k,381.7694u
,,547.46k,369.8518u
,,547.52k,375.2559u
,,547.58k,366.7385u
,,547.64k,387.4275u
,,547.7k,394.1807u
,,547.76k,386.9881u
,,547.82k,392.4045u
,,547.88k,398.1557u
,,547.94k,383.9031u
,,548k,389.0176u
,,548.06k,398.0695u
,,548.12k,394.4491u
,,548.18k,390.8976u
,,548.24k,405.5798u
,,548.3k,411.63u
,,548.36k,416.3817u
,,548.42k,411.9825u
,,548.48k,421.2304u
,,548.54k,428.8794u
,,548.6k,427.9791u
,,548.66k,428.9497u
,,548.72k,431.6114u
,,548.78k,430.7693u
,,548.84k,438.8819u
,,548.9k,441.803u
,,548.96k,436.2182u
,,549.02k,435.309u
,,549.08k,436.0347u
,,549.14k,443.4892u
,,549.2k,454.2575u
,,549.26k,455.0792u
,,549.32k,457.6862u
,,549.38k,450.3827u
,,549.44k,441.4u
,,549.5k,456.7341u
,,549.56k,459.8157u
,,549.62k,459.6084u
,,549.68k,472.5142u
,,549.74k,462.4345u
,,549.8k,473.8713u
,,549.86k,463.0805u
,,549.92k,474.2587u
,,549.98k,461.2037u
,,550.04k,462.4344u
,,550.1k,461.6209u
,,550.16k,477.7576u
,,550.22k,483.249u
,,550.28k,485.442u
,,550.34k,498.2684u
,,550.4k,498.7684u
,,550.46k,482.0077u
,,550.52k,496.8807u
,,550.58k,496.7572u
,,550.64k,479.809u
,,550.7k,498.7909u
,,550.76k,508.6329u
,,550.82k,496.9694u
,,550.88k,491.0304u
,,550.94k,494.2236u
,,551k,510.5987u
,,551.06k,524.1492u
,,551.12k,530.4047u
,,551.18k,540.6225u
,,551.24k,543.4259u
,,551.3k,540.9697u
,,551.36k,539.3822u
,,551.42k,538.4072u
,,551.48k,540.5515u
,,551.54k,551.3107u
,,551.6k,565.0245u
,,551.66k,567.9119u
,,551.72k,582.2267u
,,551.78k,577.6558u
,,551.84k,571.6834u
,,551.9k,584.6702u
,,551.96k,587.4365u
,,552.02k,596.3214u
,,552.08k,588.0815u
,,552.14k,595.5942u
,,552.2k,594.8985u
,,552.26k,602.9514u
,,552.32k,599.9417u
,,552.38k,609.8051u
,,552.44k,607.129u
,,552.5k,610.3708u
,,552.56k,617.9134u
,,552.62k,628.6613u
,,552.68k,638.2674u
,,552.74k,640.9089u
,,552.8k,638.2835u
,,552.86k,626.6127u
,,552.92k,644.2431u
,,552.98k,632.6525u
,,553.04k,638.5708u
,,553.1k,658.6262u
,,553.16k,668.9939u
,,553.22k,666.3508u
,,553.28k,653.8529u
,,553.34k,655.0303u
,,553.4k,667.1359u
,,553.46k,682.3872u
,,553.52k,672.9316u
,,553.58k,668.9465u
,,553.64k,662.219u
,,553.7k,662.5526u
,,553.76k,674.4839u
,,553.82k,674.9365u
,,553.88k,693.94u
,,553.94k,676.133u
,,554k,668.1751u
,,554.06k,695.6475u
,,554.12k,701.1376u
,,554.18k,704.0301u
,,554.24k,703.6353u
,,554.3k,698.643u
,,554.36k,717.8964u
,,554.42k,718.3294u
,,554.48k,731.9469u
,,554.54k,726.5274u
,,554.6k,726.484u
,,554.66k,727.8604u
,,554.72k,720.6439u
,,554.78k,714.9567u
,,554.84k,720.1064u
,,554.9k,708.4682u
,,554.96k,717.7457u
,,555.02k,723.0927u
,,555.08k,720.1233u
,,555.14k,725.2455u
,,555.2k,730.7561u
,,555.26k,728.9037u
,,555.32k,737.3857u
,,555.38k,732.427u
,,555.44k,738.0731u
,,555.5k,731.994u
,,555.56k,735.2476u
,,555.62k,744.5338u
,,555.68k,752.1013u
,,555.74k,729.2734u
,,555.8k,729.8215u
,,555.86k,749.254u
,,555.92k,761.435u
,,555.98k,752.9034u
,,556.04k,753.0619u
,,556.1k,747.3777u
,,556.16k,761.6527u
,,556.22k,750.4685u
,,556.28k,743.6975u
,,556.34k,736.2963u
,,556.4k,743.8189u
,,556.46k,753.9547u
,,556.52k,755.7052u
,,556.58k,752.9201u
,,556.64k,766.6167u
,,556.7k,745.6212u
,,556.76k,746.5929u
,,556.82k,752.9855u
,,556.88k,732.8876u
,,556.94k,735.592u
,,557k,738.6742u
,,557.06k,730.9639u
,,557.12k,746.5671u
,,557.18k,748.8105u
,,557.24k,736.9312u
,,557.3k,741.0984u
,,557.36k,740.997u
,,557.42k,742.1843u
,,557.48k,722.787u
,,557.54k,719.9584u
,,557.6k,721.8203u
,,557.66k,703.6326u
,,557.72k,707.7229u
,,557.78k,715.0351u
,,557.84k,710.9959u
,,557.9k,698.9622u
,,557.96k,701.1652u
,,558.02k,710.0346u
,,558.08k,702.7543u
,,558.14k,693.5001u
,,558.2k,681.5622u
,,558.26k,689.455u
,,558.32k,696.0333u
,,558.38k,699.6461u
,,558.44k,675.2957u
,,558.5k,671.0069u
,,558.56k,670.5848u
,,558.62k,680.858u
,,558.68k,672.763u
,,558.74k,672.3761u
,,558.8k,660.343u
,,558.86k,656.6487u
,,558.92k,663.9666u
,,558.98k,670.1466u
,,559.04k,665.3438u
,,559.1k,656.0899u
,,559.16k,652.9785u
,,559.22k,643.82u
,,559.28k,654.0656u
,,559.34k,663.8884u
,,559.4k,640.8658u
,,559.46k,651.106u
,,559.52k,646.3016u
,,559.58k,642.0963u
,,559.64k,644.4274u
,,559.7k,646.2991u
,,559.76k,638.5528u
,,559.82k,636.0148u
,,559.88k,620.6174u
,,559.94k,639.0443u
,,560k,630.7978u
,,560.06k,630.703u
,,560.12k,636.2168u
,,560.18k,624.2281u
,,560.24k,630.2343u
,,560.3k,626.7258u
,,560.36k,622.8744u
,,560.42k,625.2692u
,,560.48k,621.0625u
,,560.54k,618.4292u
,,560.6k,603.1339u
,,560.66k,624.9344u
,,560.72k,622.4611u
,,560.78k,605.8526u
,,560.84k,612.3897u
,,560.9k,610.6621u
,,560.96k,612.5466u
,,561.02k,615.9804u
,,561.08k,616.443u
,,561.14k,613.917u
,,561.2k,606.3948u
,,561.26k,609.3988u
,,561.32k,616.3533u
,,561.38k,617.6181u
,,561.44k,613.5624u
,,561.5k,616.0361u
,,561.56k,621.1953u
,,561.62k,603.1239u
,,561.68k,611.832u
,,561.74k,620.6967u
,,561.8k,602.6742u
,,561.86k,605.5184u
,,561.92k,604.1572u
,,561.98k,605.8124u
,,562.04k,607.8612u
,,562.1k,606.6801u
,,562.16k,611.7776u
,,562.22k,609.2499u
,,562.28k,612.8125u
,,562.34k,608.0051u
,,562.4k,618.8032u
,,562.46k,611.5122u
,,562.52k,601.8479u
,,562.58k,603.854u
,,562.64k,593.3221u
,,562.7k,615.2254u
,,562.76k,613.9202u
,,562.82k,609.904u
,,562.88k,607.984u
,,562.94k,609.575u
,,563k,593.6825u
,,563.06k,606.4714u
,,563.12k,614.3994u
,,563.18k,601.6442u
,,563.24k,593.4716u
,,563.3k,590.6386u
,,563.36k,597.9168u
,,563.42k,602.0318u
,,563.48k,593.3493u
,,563.54k,601.3028u
,,563.6k,607.0364u
,,563.66k,596.694u
,,563.72k,595.347u
,,563.78k,596.368u
,,563.84k,581.9951u
,,563.9k,590.361u
,,563.96k,592.9211u
,,564.02k,584.0339u
,,564.08k,599.7434u
,,564.14k,598.3885u
,,564.2k,590.9389u
,,564.26k,590.3102u
,,564.32k,599.4409u
,,564.38k,593.4447u
,,564.44k,598.7744u
,,564.5k,586.0728u
,,564.56k,592.9625u
,,564.62k,588.8379u
